Breakdown,Number of Tourists,Month,Country
Asia,1,01/05/2020,India
Asia,0,01/06/2020,India
Asia,31,01/07/2020,India
Asia,115,01/08/2020,India
Asia,308,01/09/2020,India
Asia,1396,01/10/2020,India
Asia,7609,01/11/2020,India
Asia,18637,01/12/2020,India
Europe,6899,01/01/2010,France
Europe,8464,01/02/2010,France
Europe,7190,01/03/2010,France
Europe,5459,01/04/2010,France
Europe,2920,01/05/2010,France
Europe,1155,01/06/2010,France
Europe,1464,01/07/2010,France
Europe,2257,01/08/2010,France
Europe,2061,01/09/2010,France
Europe,4159,01/10/2010,France
Europe,5930,01/11/2010,France
Europe,6831,01/12/2010,France
Europe,7606,01/01/2011,France
Europe,9286,01/02/2011,France
Europe,8646,01/03/2011,France
Europe,6557,01/04/2011,France
Europe,2842,01/05/2011,France
Europe,1758,01/06/2011,France
Europe,1550,01/07/2011,France
Europe,2588,01/08/2011,France
Europe,2169,01/09/2011,France
Europe,4355,01/10/2011,France
Europe,5258,01/11/2011,France
Europe,7079,01/12/2011,France
Europe,7578,01/01/2012,France
Europe,9742,01/02/2012,France
Europe,7875,01/03/2012,France
Europe,6587,01/04/2012,France
Europe,2705,01/05/2012,France
Europe,1251,01/06/2012,France
Europe,1632,01/07/2012,France
Europe,2785,01/08/2012,France
Europe,2042,01/09/2012,France
Europe,3815,01/10/2012,France
Europe,4942,01/11/2012,France
Europe,5821,01/12/2012,France
Europe,6688,01/01/2013,France
Europe,7666,01/02/2013,France
Europe,7990,01/03/2013,France
Europe,6021,01/04/2013,France
Europe,3540,01/05/2013,France
Europe,1081,01/06/2013,France
Europe,1501,01/07/2013,France
Europe,2692,01/08/2013,France
Europe,2036,01/09/2013,France
Europe,4388,01/10/2013,France
Europe,4632,01/11/2013,France
Europe,6093,01/12/2013,France
Europe,6395,01/01/2014,France
Europe,7943,01/02/2014,France
Europe,7602,01/03/2014,France
Europe,5537,01/04/2014,France
Europe,3290,01/05/2014,France
Europe,1203,01/06/2014,France
Europe,1337,01/07/2014,France
Europe,2437,01/08/2014,France
Europe,1955,01/09/2014,France
Europe,4001,01/10/2014,France
Europe,3516,01/11/2014,France
Europe,5440,01/12/2014,France
Europe,5694,01/01/2015,France
Europe,6690,01/02/2015,France
Europe,5272,01/03/2015,France
Europe,4973,01/04/2015,France
Europe,2815,01/05/2015,France
Europe,749,01/06/2015,France
Europe,1081,01/07/2015,France
Europe,2162,01/08/2015,France
Europe,1664,01/09/2015,France
Europe,3077,01/10/2015,France
Europe,2846,01/11/2015,France
Europe,5001,01/12/2015,France
Europe,5127,01/01/2016,France
Europe,6500,01/02/2016,France
Europe,4798,01/03/2016,France
Europe,4753,01/04/2016,France
Europe,2286,01/05/2016,France
Europe,778,01/06/2016,France
Europe,1200,01/07/2016,France
Europe,2322,01/08/2016,France
Europe,1765,01/09/2016,France
Europe,3565,01/10/2016,France
Europe,2678,01/11/2016,France
Europe,4715,01/12/2016,France
Europe,4868,01/01/2017,France
Europe,6785,01/02/2017,France
Europe,5192,01/03/2017,France
Europe,4938,01/04/2017,France
Europe,2161,01/05/2017,France
Europe,701,01/06/2017,France
Europe,1504,01/07/2017,France
Europe,2695,01/08/2017,France
Europe,1515,01/09/2017,France
Europe,3170,01/10/2017,France
Europe,3345,01/11/2017,France
Europe,5491,01/12/2017,France
Europe,6335,01/01/2018,France
Europe,8058,01/02/2018,France
Europe,6452,01/03/2018,France
Europe,5903,01/04/2018,France
Europe,2555,01/05/2018,France
Europe,1057,01/06/2018,France
Europe,2043,01/07/2018,France
Europe,2714,01/08/2018,France
Europe,1853,01/09/2018,France
Europe,3743,01/10/2018,France
Europe,3349,01/11/2018,France
Europe,6414,01/12/2018,France
Europe,7153,01/01/2019,France
Europe,10730,01/02/2019,France
Europe,8809,01/03/2019,France
Europe,7244,01/04/2019,France
Europe,2008,01/05/2019,France
Europe,1439,01/06/2019,France
Europe,2242,01/07/2019,France
Europe,3173,01/08/2019,France
Europe,1924,01/09/2019,France
Europe,3940,01/10/2019,France
Europe,4229,01/11/2019,France
Europe,6847,01/12/2019,France
Europe,6955,01/01/2020,France
Europe,10787,01/02/2020,France
Europe,4042,01/03/2020,France
Europe,0,01/04/2020,France
Europe,1,01/05/2020,France
Europe,0,01/06/2020,France
Europe,58,01/07/2020,France
Europe,301,01/08/2020,France
Europe,279,01/09/2020,France
Europe,1093,01/10/2020,France
Europe,517,01/11/2020,France
Europe,3998,01/12/2020,France
Oceania,2040,01/02/2020,Australia
Oceania,1388,01/03/2020,Australia
Oceania,0,01/04/2020,Australia
Oceania,0,01/05/2020,Australia
Oceania,0,01/06/2020,Australia
Oceania,17,01/07/2020,Australia
Oceania,49,01/08/2020,Australia
Oceania,61,01/09/2020,Australia
Oceania,160,01/10/2020,Australia
Oceania,209,01/11/2020,Australia
Oceania,607,01/12/2020,Australia
Americas,4543,01/02/2020,United States
Americas,1820,01/03/2020,United States
Americas,0,01/04/2020,United States
Americas,0,01/05/2020,United States
Americas,0,01/06/2020,United States
Americas,189,01/07/2020,United States
Americas,674,01/08/2020,United States
Americas,935,01/09/2020,United States
Americas,1449,01/10/2020,United States
Americas,2093,01/11/2020,United States
Americas,3005,01/12/2020,United States
Africa,350,01/01/2010,Unknown
Africa,381,01/01/2011,Unknown
Africa,386,01/01/2012,Unknown
Africa,536,01/01/2013,Unknown
Africa,532,01/01/2014,Unknown
Africa,605,01/01/2015,Unknown
Africa,658,01/01/2016,Unknown
Africa,877,01/01/2017,Unknown
Africa,1057,01/01/2018,Unknown
Africa,1453,01/01/2019,Unknown
Africa,1536,01/01/2020,Unknown
Africa,303,01/02/2010,Unknown
Africa,325,01/02/2011,Unknown
Africa,359,01/02/2012,Unknown
Africa,386,01/02/2013,Unknown
Africa,458,01/02/2014,Unknown
Africa,395,01/02/2015,Unknown
Africa,595,01/02/2016,Unknown
Africa,676,01/02/2017,Unknown
Africa,708,01/02/2018,Unknown
Africa,1050,01/02/2019,Unknown
Africa,1118,01/02/2020,Unknown
Africa,500,01/03/2010,Unknown
Africa,568,01/03/2011,Unknown
Africa,487,01/03/2012,Unknown
Africa,666,01/03/2013,Unknown
Africa,619,01/03/2014,Unknown
Africa,707,01/03/2015,Unknown
Africa,827,01/03/2016,Unknown
Africa,1001,01/03/2017,Unknown
Africa,1115,01/03/2018,Unknown
Africa,1585,01/03/2019,Unknown
Africa,658,01/03/2020,Unknown
Africa,550,01/04/2010,Unknown
Africa,773,01/04/2011,Unknown
Africa,740,01/04/2012,Unknown
Africa,752,01/04/2013,Unknown
Africa,820,01/04/2014,Unknown
Africa,937,01/04/2015,Unknown
Africa,982,01/04/2016,Unknown
Africa,1452,01/04/2017,Unknown
Africa,1355,01/04/2018,Unknown
Africa,1833,01/04/2019,Unknown
Africa,0,01/04/2020,Unknown
Africa,466,01/05/2010,Unknown
Africa,439,01/05/2011,Unknown
Africa,566,01/05/2012,Unknown
Africa,694,01/05/2013,Unknown
Africa,647,01/05/2014,Unknown
Africa,716,01/05/2015,Unknown
Africa,775,01/05/2016,Unknown
Africa,1141,01/05/2017,Unknown
Africa,859,01/05/2018,Unknown
Africa,734,01/05/2019,Unknown
Africa,0,01/05/2020,Unknown
Africa,308,01/06/2010,Unknown
Africa,454,01/06/2011,Unknown
Africa,639,01/06/2012,Unknown
Africa,1046,01/06/2013,Unknown
Africa,712,01/06/2014,Unknown
Africa,754,01/06/2015,Unknown
Africa,493,01/06/2016,Unknown
Africa,880,01/06/2017,Unknown
Africa,1101,01/06/2018,Unknown
Africa,1549,01/06/2019,Unknown
Africa,0,01/06/2020,Unknown
Africa,467,01/07/2010,Unknown
Africa,683,01/07/2011,Unknown
Africa,667,01/07/2012,Unknown
Africa,458,01/07/2013,Unknown
Africa,688,01/07/2014,Unknown
Africa,901,01/07/2015,Unknown
Africa,1019,01/07/2016,Unknown
Africa,1710,01/07/2017,Unknown
Africa,1595,01/07/2018,Unknown
Africa,1526,01/07/2019,Unknown
Africa,55,01/07/2020,Unknown
Africa,345,01/08/2010,Unknown
Africa,421,01/08/2011,Unknown
Africa,524,01/08/2012,Unknown
Africa,788,01/08/2013,Unknown
Africa,818,01/08/2014,Unknown
Africa,975,01/08/2015,Unknown
Africa,1324,01/08/2016,Unknown
Africa,1631,01/08/2017,Unknown
Africa,1649,01/08/2018,Unknown
Africa,1825,01/08/2019,Unknown
Africa,163,01/08/2020,Unknown
Africa,566,01/09/2010,Unknown
Africa,504,01/09/2011,Unknown
Africa,605,01/09/2012,Unknown
Africa,818,01/09/2013,Unknown
Africa,770,01/09/2014,Unknown
Africa,818,01/09/2015,Unknown
Africa,1109,01/09/2016,Unknown
Africa,1194,01/09/2017,Unknown
Africa,1449,01/09/2018,Unknown
Africa,1730,01/09/2019,Unknown
Africa,159,01/09/2020,Unknown
Africa,479,01/10/2010,Unknown
Africa,530,01/10/2011,Unknown
Africa,566,01/10/2012,Unknown
Africa,656,01/10/2013,Unknown
Africa,676,01/10/2014,Unknown
Africa,598,01/10/2015,Unknown
Africa,748,01/10/2016,Unknown
Africa,1000,01/10/2017,Unknown
Africa,1156,01/10/2018,Unknown
Africa,1059,01/10/2019,Unknown
Africa,270,01/10/2020,Unknown
Africa,520,01/11/2010,Unknown
Africa,483,01/11/2011,Unknown
Africa,487,01/11/2012,Unknown
Africa,462,01/11/2013,Unknown
Africa,437,01/11/2014,Unknown
Africa,482,01/11/2015,Unknown
Africa,686,01/11/2016,Unknown
Africa,929,01/11/2017,Unknown
Africa,949,01/11/2018,Unknown
Africa,1192,01/11/2019,Unknown
Africa,503,01/11/2020,Unknown
Africa,774,01/12/2010,Unknown
Africa,891,01/12/2011,Unknown
Africa,1069,01/12/2012,Unknown
Africa,1009,01/12/2013,Unknown
Africa,972,01/12/2014,Unknown
Africa,1360,01/12/2015,Unknown
Africa,1536,01/12/2016,Unknown
Africa,2187,01/12/2017,Unknown
Africa,2361,01/12/2018,Unknown
Africa,3159,01/12/2019,Unknown
Africa,1996,01/12/2020,Unknown
Americas,1289,01/01/2010,Unknown
Americas,1734,01/01/2011,Unknown
Americas,2087,01/01/2012,Unknown
Americas,2396,01/01/2013,Unknown
Americas,3903,01/01/2014,Unknown
Americas,3689,01/01/2015,Unknown
Americas,4318,01/01/2016,Unknown
Americas,5474,01/01/2017,Unknown
Americas,6581,01/01/2018,Unknown
Americas,7239,01/01/2019,Unknown
Americas,8078,01/01/2020,Unknown
Americas,1618,01/02/2010,Unknown
Americas,1760,01/02/2011,Unknown
Americas,1839,01/02/2012,Unknown
Americas,2541,01/02/2013,Unknown
Americas,2914,01/02/2014,Unknown
Americas,3782,01/02/2015,Unknown
Americas,4111,01/02/2016,Unknown
Americas,4574,01/02/2017,Unknown
Americas,5780,01/02/2018,Unknown
Americas,8358,01/02/2019,Unknown
Americas,2917,01/02/2020,Unknown
Americas,1788,01/03/2010,Unknown
Americas,2089,01/03/2011,Unknown
Americas,2147,01/03/2012,Unknown
Americas,3069,01/03/2013,Unknown
Americas,3746,01/03/2014,Unknown
Americas,4504,01/03/2015,Unknown
Americas,4741,01/03/2016,Unknown
Americas,5440,01/03/2017,Unknown
Americas,6746,01/03/2018,Unknown
Americas,10207,01/03/2019,Unknown
Americas,1363,01/03/2020,Unknown
Americas,1483,01/04/2010,Unknown
Americas,2158,01/04/2011,Unknown
Americas,2303,01/04/2012,Unknown
Americas,2809,01/04/2013,Unknown
Americas,3906,01/04/2014,Unknown
Americas,4578,01/04/2015,Unknown
Americas,3879,01/04/2016,Unknown
Americas,5294,01/04/2017,Unknown
Americas,5814,01/04/2018,Unknown
Americas,7393,01/04/2019,Unknown
Americas,0,01/04/2020,Unknown
Americas,1348,01/05/2010,Unknown
Americas,1639,01/05/2011,Unknown
Americas,1751,01/05/2012,Unknown
Americas,2416,01/05/2013,Unknown
Americas,3000,01/05/2014,Unknown
Americas,3683,01/05/2015,Unknown
Americas,3438,01/05/2016,Unknown
Americas,4214,01/05/2017,Unknown
Americas,4630,01/05/2018,Unknown
Americas,5395,01/05/2019,Unknown
Americas,0,01/05/2020,Unknown
Americas,1215,01/06/2010,Unknown
Americas,1563,01/06/2011,Unknown
Americas,1831,01/06/2012,Unknown
Americas,2354,01/06/2013,Unknown
Americas,2788,01/06/2014,Unknown
Americas,3004,01/06/2015,Unknown
Americas,3276,01/06/2016,Unknown
Americas,4104,01/06/2017,Unknown
Americas,4683,01/06/2018,Unknown
Americas,5356,01/06/2019,Unknown
Americas,0,01/06/2020,Unknown
Americas,1433,01/07/2010,Unknown
Americas,1884,01/07/2011,Unknown
Americas,2209,01/07/2012,Unknown
Americas,2486,01/07/2013,Unknown
Americas,2748,01/07/2014,Unknown
Americas,3458,01/07/2015,Unknown
Americas,3960,01/07/2016,Unknown
Americas,5083,01/07/2017,Unknown
Americas,5117,01/07/2018,Unknown
Americas,5873,01/07/2019,Unknown
Americas,66,01/07/2020,Unknown
Americas,1310,01/08/2010,Unknown
Americas,1790,01/08/2011,Unknown
Americas,2146,01/08/2012,Unknown
Americas,2312,01/08/2013,Unknown
Americas,2857,01/08/2014,Unknown
Americas,3179,01/08/2015,Unknown
Americas,3607,01/08/2016,Unknown
Americas,4739,01/08/2017,Unknown
Americas,4594,01/08/2018,Unknown
Americas,5310,01/08/2019,Unknown
Americas,296,01/08/2020,Unknown
Americas,1480,01/09/2010,Unknown
Americas,1750,01/09/2011,Unknown
Americas,2063,01/09/2012,Unknown
Americas,2392,01/09/2013,Unknown
Americas,2995,01/09/2014,Unknown
Americas,3423,01/09/2015,Unknown
Americas,4251,01/09/2016,Unknown
Americas,4632,01/09/2017,Unknown
Americas,5055,01/09/2018,Unknown
Americas,5982,01/09/2019,Unknown
Americas,584,01/09/2020,Unknown
Americas,1764,01/10/2010,Unknown
Americas,2032,01/10/2011,Unknown
Americas,2910,01/10/2012,Unknown
Americas,3106,01/10/2013,Unknown
Americas,3883,01/10/2014,Unknown
Americas,3614,01/10/2015,Unknown
Americas,4391,01/10/2016,Unknown
Americas,5008,01/10/2017,Unknown
Americas,5314,01/10/2018,Unknown
Americas,6496,01/10/2019,Unknown
Americas,827,01/10/2020,Unknown
Americas,1762,01/11/2010,Unknown
Americas,2401,01/11/2011,Unknown
Americas,2287,01/11/2012,Unknown
Americas,3023,01/11/2013,Unknown
Americas,3178,01/11/2014,Unknown
Americas,3496,01/11/2015,Unknown
Americas,4580,01/11/2016,Unknown
Americas,6269,01/11/2017,Unknown
Americas,6830,01/11/2018,Unknown
Americas,8020,01/11/2019,Unknown
Americas,1297,01/11/2020,Unknown
Americas,2111,01/12/2010,Unknown
Americas,2854,01/12/2011,Unknown
Americas,3201,01/12/2012,Unknown
Americas,4066,01/12/2013,Unknown
Americas,5126,01/12/2014,Unknown
Americas,6220,01/12/2015,Unknown
Americas,5906,01/12/2016,Unknown
Americas,7141,01/12/2017,Unknown
Americas,7620,01/12/2018,Unknown
Americas,9165,01/12/2019,Unknown
Americas,1924,01/12/2020,Unknown
Asia,5432,01/01/2010,Unknown
Asia,6075,01/01/2011,Unknown
Asia,6118,01/01/2012,Unknown
Asia,7083,01/01/2013,Unknown
Asia,9919,01/01/2014,Unknown
Asia,10140,01/01/2015,Unknown
Asia,11710,01/01/2016,Unknown
Asia,11867,01/01/2017,Unknown
Asia,14819,01/01/2018,Unknown
Asia,14176,01/01/2019,Unknown
Asia,13173,01/01/2020,Unknown
Asia,5838,01/02/2010,Unknown
Asia,6763,01/02/2011,Unknown
Asia,6693,01/02/2012,Unknown
Asia,7706,01/02/2013,Unknown
Asia,10885,01/02/2014,Unknown
Asia,10226,01/02/2015,Unknown
Asia,12132,01/02/2016,Unknown
Asia,12651,01/02/2017,Unknown
Asia,13783,01/02/2018,Unknown
Asia,15178,01/02/2019,Unknown
Asia,14617,01/02/2020,Unknown
Asia,7079,01/03/2010,Unknown
Asia,7419,01/03/2011,Unknown
Asia,8041,01/03/2012,Unknown
Asia,10108,01/03/2013,Unknown
Asia,13124,01/03/2014,Unknown
Asia,13799,01/03/2015,Unknown
Asia,13569,01/03/2016,Unknown
Asia,14911,01/03/2017,Unknown
Asia,18217,01/03/2018,Unknown
Asia,18176,01/03/2019,Unknown
Asia,4959,01/03/2020,Unknown
Asia,7507,01/04/2010,Unknown
Asia,8400,01/04/2011,Unknown
Asia,9328,01/04/2012,Unknown
Asia,11053,01/04/2013,Unknown
Asia,13556,01/04/2014,Unknown
Asia,13490,01/04/2015,Unknown
Asia,15191,01/04/2016,Unknown
Asia,17971,01/04/2017,Unknown
Asia,19862,01/04/2018,Unknown
Asia,22873,01/04/2019,Unknown
Asia,11,01/04/2020,Unknown
Asia,9599,01/05/2010,Unknown
Asia,8808,01/05/2011,Unknown
Asia,7243,01/05/2012,Unknown
Asia,10382,01/05/2013,Unknown
Asia,14438,01/05/2014,Unknown
Asia,14699,01/05/2015,Unknown
Asia,14845,01/05/2016,Unknown
Asia,16267,01/05/2017,Unknown
Asia,16746,01/05/2018,Unknown
Asia,15674,01/05/2019,Unknown
Asia,3,01/05/2020,Unknown
Asia,6762,01/06/2010,Unknown
Asia,7977,01/06/2011,Unknown
Asia,8953,01/06/2012,Unknown
Asia,11392,01/06/2013,Unknown
Asia,14091,01/06/2014,Unknown
Asia,12746,01/06/2015,Unknown
Asia,13371,01/06/2016,Unknown
Asia,14879,01/06/2017,Unknown
Asia,19462,01/06/2018,Unknown
Asia,18252,01/06/2019,Unknown
Asia,0,01/06/2020,Unknown
Asia,7334,01/07/2010,Unknown
Asia,8571,01/07/2011,Unknown
Asia,7914,01/07/2012,Unknown
Asia,10433,01/07/2013,Unknown
Asia,12639,01/07/2014,Unknown
Asia,14234,01/07/2015,Unknown
Asia,16632,01/07/2016,Unknown
Asia,14858,01/07/2017,Unknown
Asia,18431,01/07/2018,Unknown
Asia,16608,01/07/2019,Unknown
Asia,75,01/07/2020,Unknown
Asia,7965,01/08/2010,Unknown
Asia,8543,01/08/2011,Unknown
Asia,10050,01/08/2012,Unknown
Asia,13060,01/08/2013,Unknown
Asia,13385,01/08/2014,Unknown
Asia,14880,01/08/2015,Unknown
Asia,15318,01/08/2016,Unknown
Asia,17934,01/08/2017,Unknown
Asia,17039,01/08/2018,Unknown
Asia,17967,01/08/2019,Unknown
Asia,396,01/08/2020,Unknown
Asia,8263,01/09/2010,Unknown
Asia,9309,01/09/2011,Unknown
Asia,9397,01/09/2012,Unknown
Asia,11974,01/09/2013,Unknown
Asia,13547,01/09/2014,Unknown
Asia,14781,01/09/2015,Unknown
Asia,15844,01/09/2016,Unknown
Asia,17530,01/09/2017,Unknown
Asia,15709,01/09/2018,Unknown
Asia,17003,01/09/2019,Unknown
Asia,371,01/09/2020,Unknown
Asia,10241,01/10/2010,Unknown
Asia,11660,01/10/2011,Unknown
Asia,10375,01/10/2012,Unknown
Asia,13854,01/10/2013,Unknown
Asia,14250,01/10/2014,Unknown
Asia,15069,01/10/2015,Unknown
Asia,16737,01/10/2016,Unknown
Asia,18871,01/10/2017,Unknown
Asia,17195,01/10/2018,Unknown
Asia,18803,01/10/2019,Unknown
Asia,690,01/10/2020,Unknown
Asia,10211,01/11/2010,Unknown
Asia,11074,01/11/2011,Unknown
Asia,10708,01/11/2012,Unknown
Asia,12752,01/11/2013,Unknown
Asia,12368,01/11/2014,Unknown
Asia,14831,01/11/2015,Unknown
Asia,16242,01/11/2016,Unknown
Asia,18937,01/11/2017,Unknown
Asia,16899,01/11/2018,Unknown
Asia,16213,01/11/2019,Unknown
Asia,888,01/11/2020,Unknown
Asia,8934,01/12/2010,Unknown
Asia,10460,01/12/2011,Unknown
Asia,11588,01/12/2012,Unknown
Asia,16223,01/12/2013,Unknown
Asia,16616,01/12/2014,Unknown
Asia,17545,01/12/2015,Unknown
Asia,19464,01/12/2016,Unknown
Asia,20566,01/12/2017,Unknown
Asia,19176,01/12/2018,Unknown
Asia,20018,01/12/2019,Unknown
Asia,1891,01/12/2020,Unknown
Europe,11991,01/01/2010,Unknown
Europe,13414,01/01/2011,Unknown
Europe,14777,01/01/2012,Unknown
Europe,16229,01/01/2013,Unknown
Europe,16495,01/01/2014,Unknown
Europe,18779,01/01/2015,Unknown
Europe,20590,01/01/2016,Unknown
Europe,23776,01/01/2017,Unknown
Europe,28573,01/01/2018,Unknown
Europe,29945,01/01/2019,Unknown
Europe,33880,01/01/2020,Unknown
Europe,11966,01/02/2010,Unknown
Europe,14115,01/02/2011,Unknown
Europe,16058,01/02/2012,Unknown
Europe,16360,01/02/2013,Unknown
Europe,18237,01/02/2014,Unknown
Europe,19291,01/02/2015,Unknown
Europe,21842,01/02/2016,Unknown
Europe,25348,01/02/2017,Unknown
Europe,29590,01/02/2018,Unknown
Europe,33054,01/02/2019,Unknown
Europe,35528,01/02/2020,Unknown
Europe,12069,01/03/2010,Unknown
Europe,12523,01/03/2011,Unknown
Europe,13425,01/03/2012,Unknown
Europe,16953,01/03/2013,Unknown
Europe,15672,01/03/2014,Unknown
Europe,18414,01/03/2015,Unknown
Europe,21134,01/03/2016,Unknown
Europe,20143,01/03/2017,Unknown
Europe,28345,01/03/2018,Unknown
Europe,27401,01/03/2019,Unknown
Europe,13290,01/03/2020,Unknown
Europe,8241,01/04/2010,Unknown
Europe,13084,01/04/2011,Unknown
Europe,12935,01/04/2012,Unknown
Europe,14217,01/04/2013,Unknown
Europe,16154,01/04/2014,Unknown
Europe,15764,01/04/2015,Unknown
Europe,15971,01/04/2016,Unknown
Europe,22014,01/04/2017,Unknown
Europe,22210,01/04/2018,Unknown
Europe,28810,01/04/2019,Unknown
Europe,0,01/04/2020,Unknown
Europe,7154,01/05/2010,Unknown
Europe,7774,01/05/2011,Unknown
Europe,7655,01/05/2012,Unknown
Europe,8886,01/05/2013,Unknown
Europe,9083,01/05/2014,Unknown
Europe,10134,01/05/2015,Unknown
Europe,10776,01/05/2016,Unknown
Europe,10990,01/05/2017,Unknown
Europe,12095,01/05/2018,Unknown
Europe,11471,01/05/2019,Unknown
Europe,24,01/05/2020,Unknown
Europe,5854,01/06/2010,Unknown
Europe,6067,01/06/2011,Unknown
Europe,6580,01/06/2012,Unknown
Europe,7994,01/06/2013,Unknown
Europe,8145,01/06/2014,Unknown
Europe,8158,01/06/2015,Unknown
Europe,8851,01/06/2016,Unknown
Europe,9497,01/06/2017,Unknown
Europe,11093,01/06/2018,Unknown
Europe,13429,01/06/2019,Unknown
Europe,0,01/06/2020,Unknown
Europe,8759,01/07/2010,Unknown
Europe,9766,01/07/2011,Unknown
Europe,10816,01/07/2012,Unknown
Europe,11542,01/07/2013,Unknown
Europe,12588,01/07/2014,Unknown
Europe,14189,01/07/2015,Unknown
Europe,16081,01/07/2016,Unknown
Europe,18311,01/07/2017,Unknown
Europe,21193,01/07/2018,Unknown
Europe,23658,01/07/2019,Unknown
Europe,501,01/07/2020,Unknown
Europe,8991,01/08/2010,Unknown
Europe,9409,01/08/2011,Unknown
Europe,8981,01/08/2012,Unknown
Europe,9997,01/08/2013,Unknown
Europe,11658,01/08/2014,Unknown
Europe,13266,01/08/2015,Unknown
Europe,15525,01/08/2016,Unknown
Europe,17896,01/08/2017,Unknown
Europe,20847,01/08/2018,Unknown
Europe,22342,01/08/2019,Unknown
Europe,1570,01/08/2020,Unknown
Europe,8685,01/09/2010,Unknown
Europe,9018,01/09/2011,Unknown
Europe,9556,01/09/2012,Unknown
Europe,11147,01/09/2013,Unknown
Europe,11034,01/09/2014,Unknown
Europe,12391,01/09/2015,Unknown
Europe,13408,01/09/2016,Unknown
Europe,15108,01/09/2017,Unknown
Europe,17014,01/09/2018,Unknown
Europe,19452,01/09/2019,Unknown
Europe,2113,01/09/2020,Unknown
Europe,11611,01/10/2010,Unknown
Europe,13697,01/10/2011,Unknown
Europe,13150,01/10/2012,Unknown
Europe,14663,01/10/2013,Unknown
Europe,15587,01/10/2014,Unknown
Europe,17372,01/10/2015,Unknown
Europe,21122,01/10/2016,Unknown
Europe,24285,01/10/2017,Unknown
Europe,24403,01/10/2018,Unknown
Europe,27587,01/10/2019,Unknown
Europe,4869,01/10/2020,Unknown
Europe,12651,01/11/2010,Unknown
Europe,13120,01/11/2011,Unknown
Europe,12602,01/11/2012,Unknown
Europe,14338,01/11/2013,Unknown
Europe,14491,01/11/2014,Unknown
Europe,15518,01/11/2015,Unknown
Europe,20116,01/11/2016,Unknown
Europe,21979,01/11/2017,Unknown
Europe,22469,01/11/2018,Unknown
Europe,26282,01/11/2019,Unknown
Europe,6984,01/11/2020,Unknown
Europe,12662,01/12/2010,Unknown
Europe,13799,01/12/2011,Unknown
Europe,15212,01/12/2012,Unknown
Europe,16820,01/12/2013,Unknown
Europe,18289,01/12/2014,Unknown
Europe,22816,01/12/2015,Unknown
Europe,23325,01/12/2016,Unknown
Europe,27767,01/12/2017,Unknown
Europe,29746,01/12/2018,Unknown
Europe,33298,01/12/2019,Unknown
Europe,24327,01/12/2020,Unknown
Oceania,703,01/01/2010,Unknown
Oceania,833,01/01/2011,Unknown
Oceania,1184,01/01/2012,Unknown
Oceania,1530,01/01/2013,Unknown
Oceania,1768,01/01/2014,Unknown
Oceania,1780,01/01/2015,Unknown
Oceania,3536,01/01/2016,Unknown
Oceania,2371,01/01/2017,Unknown
Oceania,3395,01/01/2018,Unknown
Oceania,3503,01/01/2019,Unknown
Oceania,2926,01/01/2020,Unknown
Oceania,585,01/02/2010,Unknown
Oceania,786,01/02/2011,Unknown
Oceania,986,01/02/2012,Unknown
Oceania,983,01/02/2013,Unknown
Oceania,1072,01/02/2014,Unknown
Oceania,1225,01/02/2015,Unknown
Oceania,1319,01/02/2016,Unknown
Oceania,1657,01/02/2017,Unknown
Oceania,2021,01/02/2018,Unknown
Oceania,2843,01/02/2019,Unknown
Oceania,220,01/02/2020,Unknown
Oceania,817,01/03/2010,Unknown
Oceania,1125,01/03/2011,Unknown
Oceania,1292,01/03/2012,Unknown
Oceania,1508,01/03/2013,Unknown
Oceania,1440,01/03/2014,Unknown
Oceania,1633,01/03/2015,Unknown
Oceania,1706,01/03/2016,Unknown
Oceania,2180,01/03/2017,Unknown
Oceania,3257,01/03/2018,Unknown
Oceania,4105,01/03/2019,Unknown
Oceania,80,01/03/2020,Unknown
Oceania,1092,01/04/2010,Unknown
Oceania,1469,01/04/2011,Unknown
Oceania,1722,01/04/2012,Unknown
Oceania,1760,01/04/2013,Unknown
Oceania,2442,01/04/2014,Unknown
Oceania,2190,01/04/2015,Unknown
Oceania,2230,01/04/2016,Unknown
Oceania,2924,01/04/2017,Unknown
Oceania,4516,01/04/2018,Unknown
Oceania,4990,01/04/2019,Unknown
Oceania,0,01/04/2020,Unknown
Oceania,869,01/05/2010,Unknown
Oceania,1091,01/05/2011,Unknown
Oceania,1221,01/05/2012,Unknown
Oceania,1431,01/05/2013,Unknown
Oceania,1619,01/05/2014,Unknown
Oceania,1866,01/05/2015,Unknown
Oceania,1592,01/05/2016,Unknown
Oceania,2080,01/05/2017,Unknown
Oceania,2907,01/05/2018,Unknown
Oceania,3542,01/05/2019,Unknown
Oceania,0,01/05/2020,Unknown
Oceania,917,01/06/2010,Unknown
Oceania,1078,01/06/2011,Unknown
Oceania,1437,01/06/2012,Unknown
Oceania,1742,01/06/2013,Unknown
Oceania,1828,01/06/2014,Unknown
Oceania,2017,01/06/2015,Unknown
Oceania,2186,01/06/2016,Unknown
Oceania,2479,01/06/2017,Unknown
Oceania,2986,01/06/2018,Unknown
Oceania,3062,01/06/2019,Unknown
Oceania,0,01/06/2020,Unknown
Oceania,1141,01/07/2010,Unknown
Oceania,1542,01/07/2011,Unknown
Oceania,1673,01/07/2012,Unknown
Oceania,1788,01/07/2013,Unknown
Oceania,2150,01/07/2014,Unknown
Oceania,2202,01/07/2015,Unknown
Oceania,2452,01/07/2016,Unknown
