Transaction ID,Transaction Date,Value,Cancelled?
1793402639,2023-02-04,134.24,N
1832025985,2023-02-04,204.89,N
1868843726,2023-02-04,96.09,N
1878630679,2023-02-04,111.74,N
1892054582,2023-02-04,198.37,N
1898050627,2023-02-04,16.51,N
1907938214,2023-02-04,54.37,N
1912518457,2023-02-04,88.31,N
1926355431,2023-02-04,189.72,N
1935977008,2023-02-04,129.16,N
1936910594,2023-02-04,74.21,N
1937714322,2023-02-04,622.4,N
1946831050,2023-02-04,1080.2,N
1963112407,2023-02-04,119.53,N
1980172188,2023-02-04,97.9,N
1983802778,2023-02-04,74.84,N
1984925687,2023-02-04,152.48,N
1997873745,2023-02-04,58.86,N
2023806380,2023-02-04,109.21,N
2041403136,2023-02-04,49.52,N
2064498265,2023-02-04,99.5,N
2076804692,2023-02-04,1131.3,N
2086894465,2023-02-04,124.23,N
2099735360,2023-02-04,46.96,N
2115947142,2023-02-04,515.6,N
2123753068,2023-02-04,55.98,N
2152329481,2023-02-04,238.96,N
2156333319,2023-02-04,128.19,N
2181726000,2023-02-04,68.1,N
2197447068,2023-02-04,47.39,N
2198337886,2023-02-04,151.32,N
2217886835,2023-02-04,120.38,N
2226546626,2023-02-04,99.93,N
2227750308,2023-02-04,104.53,N
2239143797,2023-02-04,1593.8,N
2246336244,2023-02-04,44.06,N
2264100540,2023-02-04,86.76,Y
2269326156,2023-02-04,162.79,N
2272208312,2023-02-04,105.93,N
2273293984,2023-02-04,82.87,N
2321105070,2023-02-04,91.41,N
2327417112,2023-02-04,42.73,N
2344890378,2023-02-04,109.45,N
2354945248,2023-02-04,72.42,N
2407876229,2023-02-04,111.18,N
2413145478,2023-02-04,34.82,N
2427497525,2023-02-04,94.62,N
2460991061,2023-02-04,119.83,N
2498610294,2023-02-04,128.26,N
2520808187,2023-02-04,72.97,N
2529136785,2023-02-04,64.93,N
2531735518,2023-02-04,153.16,N
2549470486,2023-02-04,61.06,N
2560984520,2023-02-04,85.93,N
2579396047,2023-02-04,173.9,N
2592340505,2023-02-04,129.7,N
2594367907,2023-02-04,125.25,N
2610159633,2023-02-04,66.17,N
2610746938,2023-02-04,124.06,N
2645145868,2023-02-04,58.31,N
2731344636,2023-02-04,131.28,N
2764893337,2023-02-04,160.27,N
2767206357,2023-02-04,138.34,N
2777200629,2023-02-04,80.37,N
2778785485,2023-02-04,18.25,N
2779003022,2023-02-04,81.94,N
2798356148,2023-02-04,98.27,N
2818929806,2023-02-04,129.37,N
2823924337,2023-02-04,91.11,N
2824881984,2023-02-04,45.03,N
2826549715,2023-02-04,578.7,N
2826775383,2023-02-04,88.18,N
2834720304,2023-02-04,102.71,N
2839220458,2023-02-04,1084.8,N
2843750091,2023-02-04,1263.9,N
2853172279,2023-02-04,146.29,N
2874416754,2023-02-04,73.67,N
2896158731,2023-02-04,178.94,N
2901335837,2023-02-04,1026.7,N
2918507164,2023-02-04,138.04,N
2922573516,2023-02-04,25.74,N
2951609701,2023-02-04,97.84,N
2954409762,2023-02-04,125.73,N
2973929180,2023-02-04,117.6,N
2976603588,2023-02-04,111.88,N
2978406070,2023-02-04,121.83,N
2987328362,2023-02-04,629,N
2991001569,2023-02-04,110.05,N
2992405973,2023-02-04,97.67,N
3038960403,2023-02-04,131.69,N
3058104928,2023-02-04,1579.8,N
3060296146,2023-02-04,80.86,N
3079677943,2023-02-04,110.3,N
3089006715,2023-02-04,255,N
3101879213,2023-02-04,1367.4,N
3132020303,2023-02-04,90.91,N
3173609697,2023-02-04,71.39,N
3177211086,2023-02-04,888.9,N
3178497897,2023-02-04,50.19,N
3192515171,2023-02-04,44.5,N
3253465578,2023-02-04,108.24,N
3254163559,2023-02-04,245.23,N
3261593644,2023-02-04,436.5,N
3276620308,2023-02-04,199.43,N
3295927944,2023-02-04,149.2,N
3314110367,2023-02-04,182.66,N
3322114341,2023-02-04,133.46,N
3327944180,2023-02-04,104.24,N
3381878662,2023-02-04,164.38,N
3412257958,2023-02-04,127.96,N
3415492192,2023-02-04,64.43,N
3417669413,2023-02-04,884.9,N
3447428309,2023-02-04,111.88,N
3486059564,2023-02-04,69.05,N
3491071798,2023-02-04,74.02,N
3516592842,2023-02-04,113.62,N
3520434423,2023-02-04,150.02,N
3528163593,2023-02-04,686.5,N
3528638567,2023-02-04,91.22,N
3534227166,2023-02-04,22.38,N
3583696972,2023-02-04,89.95,N
3626048942,2023-02-04,148.06,N
3629257895,2023-02-04,44.62,N
3645600698,2023-02-04,88.89,N
3670591079,2023-02-04,71.57,N
3695537809,2023-02-04,165.42,N
3711484832,2023-02-04,158.04,N
3735085741,2023-02-04,578.6,N
3743730294,2023-02-04,87.1,N
3772774024,2023-02-04,134.34,N
3799154353,2023-02-04,57.96,N
3870198044,2023-02-04,109.5,N
3882370998,2023-02-04,123.43,N
3973774005,2023-02-04,118.37,N
3975347813,2023-02-04,173.75,N
3977310534,2023-02-04,1639.2,N
3989632620,2023-02-04,95.6,N
4002645134,2023-02-04,67.91,N
4026107922,2023-02-04,381.6,N
4026405346,2023-02-04,89.97,N
4028545781,2023-02-04,153.96,N
4040987462,2023-02-04,124.14,N
4058290692,2023-02-04,89.58,N
4084387347,2023-02-04,113.62,N
4085986937,2023-02-04,135.72,N
4126942025,2023-02-04,1548.2,N
4143382547,2023-02-04,1059.1,N
4161895879,2023-02-04,142.92,N
4168058972,2023-02-04,950.2,N
4176672684,2023-02-04,78.83,N
4181995844,2023-02-04,189.3,N
4201615855,2023-02-04,84.59,N
4240887518,2023-02-04,127.68,N
4241802346,2023-02-04,158.56,N
4245218282,2023-02-04,132.12,N
4329851725,2023-02-04,362.7,N
4361501319,2023-02-04,104.45,N
4364691690,2023-02-04,63.81,N
4369216451,2023-02-04,48.4,N
4374164723,2023-02-04,76.06,N
4392316475,2023-02-04,126.18,N
4409545086,2023-02-04,115.54,N
4416332173,2023-02-04,213.8,N
4432617063,2023-02-04,123.12,N
4454951128,2023-02-04,176.15,N
4473074307,2023-02-04,133.61,N
4504906058,2023-02-04,27.43,N
4514312991,2023-02-04,50.69,N
4522764758,2023-02-04,62.69,N
4534580398,2023-02-04,189.06,N
4582733727,2023-02-04,262,N
4587203173,2023-02-04,31.94,N
4590354926,2023-02-04,73.5,N
4601154219,2023-02-04,210.25,N
4604605785,2023-02-04,55.54,N
4636036662,2023-02-04,110.99,N
4641921105,2023-02-04,61.88,N
4650435013,2023-02-04,81.63,N
4650914035,2023-02-04,114.54,N
4668771686,2023-02-04,135.89,N
4685475453,2023-02-04,58.05,N
4695137879,2023-02-04,168.29,N
4716018326,2023-02-04,41.77,N
4720033822,2023-02-04,153.28,N
4751395882,2023-02-04,24.31,N
4757388934,2023-02-04,91.88,N
4758584850,2023-02-04,1610.8,N
4773306157,2023-02-04,127.73,N
4789230716,2023-02-04,73.93,N
4838195079,2023-02-04,87.56,N
4840727074,2023-02-04,104.07,N
4852845719,2023-02-04,1349.2,N
4860646827,2023-02-04,86.9,N
4861639557,2023-02-04,101.75,N
4876194653,2023-02-04,7.12,Y
4885699959,2023-02-04,200.42,N
4885884489,2023-02-04,165.75,N
4893430688,2023-02-04,189.38,N
4895409996,2023-02-04,1246.9,N
4914406608,2023-02-04,143.01,N
4916816552,2023-02-04,58.38,N
4933166552,2023-02-04,110.37,N
4938167158,2023-02-04,66.32,N
4964318427,2023-02-04,117.79,N
4984035226,2023-02-04,141.71,N
4984773065,2023-02-04,58.03,N
4995679189,2023-02-04,84.12,N
5004714002,2023-02-04,101.49,N
5006953233,2023-02-04,153.31,N
5046064057,2023-02-04,150.9,Y
5052854218,2023-02-04,106.46,N
5137539988,2023-02-04,152.03,N
5140421984,2023-02-04,163.58,N
5148379537,2023-02-04,97.86,N
5162255890,2023-02-04,7.74,N
5171466998,2023-02-04,76.66,N
5201523803,2023-02-04,129.64,N
5222880117,2023-02-04,107.78,N
5224894964,2023-02-04,68.76,N
5244354841,2023-02-04,134.81,N
5244517902,2023-02-04,905.4,N
5263914555,2023-02-04,135.11,N
5285364205,2023-02-04,134.48,N
5323694475,2023-02-04,68.54,N
5338229838,2023-02-04,97.94,N
5397262684,2023-02-04,130.37,N
5402673276,2023-02-04,1218,N
5403525610,2023-02-04,163.15,N
5406298674,2023-02-04,83.73,N
5422166906,2023-02-04,102.44,N
5504348870,2023-02-04,82.25,N
5542957951,2023-02-04,163.96,N
5545015531,2023-02-04,68.14,N
5555149034,2023-02-04,109.43,N
5570408991,2023-02-04,93.78,N
5589108128,2023-02-04,105.89,N
5600981120,2023-02-04,120.85,N
5613635021,2023-02-04,523.6,N
5645077814,2023-02-04,944.5,N
5646194121,2023-02-04,47.33,N
5650170002,2023-02-04,112.65,N
5651197117,2023-02-04,127.76,N
5653910422,2023-02-04,121.04,N
5681559149,2023-02-04,126.02,N
5700580268,2023-02-04,160.12,N
5713450570,2023-02-04,89.19,N
5747020765,2023-02-04,97.06,N
5761253992,2023-02-04,51.81,N
5761749386,2023-02-04,95.01,N
5802009438,2023-02-04,66.05,N
5802333014,2023-02-04,37.75,N
5809862764,2023-02-04,93.96,N
5818586820,2023-02-04,35.8,N
5893264061,2023-02-04,126.98,N
5947931192,2023-02-04,900.7,N
5983519751,2023-02-04,63.54,N
5985695921,2023-02-04,45.53,N
6013762341,2023-02-04,83.95,N
6032973875,2023-02-04,62.25,N
6052504188,2023-02-04,77.66,N
6062251703,2023-02-04,115.56,N
6092192950,2023-02-04,95.13,N
6110436097,2023-02-04,95.05,N
6114844203,2023-02-04,52.76,N
6141807178,2023-02-04,122.19,N
6156276548,2023-02-04,158.98,N
6176541328,2023-02-04,19.13,N
6179207534,2023-02-04,106.07,N
6179294666,2023-02-04,103.05,N
6184175815,2023-02-04,80.75,N
6200008337,2023-02-04,55.7,N
6201286004,2023-02-04,1320.2,N
6203340529,2023-02-04,121.97,N
6217550296,2023-02-04,129.11,N
6218721833,2023-02-04,101.52,N
6230356279,2023-02-04,113.49,N
6240675679,2023-02-04,97.81,N
6257980437,2023-02-04,92.27,N
6282350506,2023-02-04,120.69,N
6283761259,2023-02-04,130.12,N
6310650203,2023-02-04,14.63,N
6315788874,2023-02-04,122.2,N
6323842068,2023-02-04,125.11,N
6328813872,2023-02-04,32.88,N
6344223030,2023-02-04,150.79,N
6373397408,2023-02-04,157.05,N
6383970054,2023-02-04,118.19,N
6388336108,2023-02-04,120.19,N
6394445150,2023-02-04,109.08,N
6405257762,2023-02-04,126.83,N
6411162689,2023-02-04,49.53,N
6411354847,2023-02-04,102.31,N
6411547319,2023-02-04,150.76,N
6430468410,2023-02-04,63.83,N
6433139043,2023-02-04,214.78,N
6442485404,2023-02-04,8.85,N
6443768434,2023-02-04,97.19,N
6448159894,2023-02-04,131.11,N
6450777648,2023-02-04,1031.4,N
6481611156,2023-02-04,51.84,N
6489738333,2023-02-04,89.11,N
6496601755,2023-02-04,142.88,N
6518368454,2023-02-04,90.09,N
6535816702,2023-02-04,78.39,N
6549457823,2023-02-04,81.35,N
6560082997,2023-02-04,45.51,N
6563689477,2023-02-04,77.97,Y
6620511147,2023-02-04,186.01,N
6639552493,2023-02-04,668.8,N
6646108544,2023-02-04,94.29,N
6653080536,2023-02-04,123.49,N
6659781358,2023-02-04,80.51,N
6705561912,2023-02-04,303.4,N
6719443887,2023-02-04,98.52,N
6734876551,2023-02-04,72.53,N
6760569210,2023-02-04,109.76,N
6761314372,2023-02-04,136.2,N
6766218231,2023-02-04,150.38,N
6791231777,2023-02-04,187.19,N
6812520691,2023-02-04,139.7,N
6840984958,2023-02-04,104.91,N
6854112303,2023-02-04,99.39,N
6854737885,2023-02-04,86.74,N
6855921841,2023-02-04,122.23,N
6870272867,2023-02-04,244.13,N
6877220757,2023-02-04,112.13,N
6918590057,2023-02-04,63.26,N
6921462382,2023-02-04,24.15,N
6948389627,2023-02-04,162.1,N
6979592564,2023-02-04,21.78,N
6984323193,2023-02-04,185.63,N
7013853844,2023-02-04,124.08,N
7050062642,2023-02-04,139.51,N
7051367501,2023-02-04,116.66,N
7065769674,2023-02-04,82.56,N
7089629236,2023-02-04,117.97,N
7106002453,2023-02-04,75.48,N
7111758064,2023-02-04,81.91,N
7116244514,2023-02-04,70.76,N
7116494278,2023-02-04,201.15,N
7119680447,2023-02-04,136.46,N
7133328399,2023-02-04,30.36,N
7139551405,2023-02-04,133.3,N
7149553230,2023-02-04,103.33,N
7163660073,2023-02-04,76.17,N
7164018553,2023-02-04,37.8,N
7180602892,2023-02-04,1705.8,N
7243458084,2023-02-04,136.51,N
7248556246,2023-02-04,95.37,N
7279577644,2023-02-04,74.75,N
7320770660,2023-02-04,127.8,N
7324023568,2023-02-04,39.76,N
7363498059,2023-02-04,45.45,N
7370470598,2023-02-04,184.38,N
7376395628,2023-02-04,105.17,N
7377903295,2023-02-04,87.65,N
7392323873,2023-02-04,220.77,N
7411217719,2023-02-04,1266.4,N
7439333136,2023-02-04,55.24,N
7448776126,2023-02-04,1618.2,N
7454524451,2023-02-04,105.81,N
7468916098,2023-02-04,63.46,N
7485258354,2023-02-04,79.24,N
7491797687,2023-02-04,191.64,N
7497247840,2023-02-04,117.26,N
7526196889,2023-02-04,104.15,N
7538102728,2023-02-04,75.94,N
7579254999,2023-02-04,129.92,N
7602340833,2023-02-04,48.63,N
7602723392,2023-02-04,5.86,N
7617728417,2023-02-04,196.98,N
7628440290,2023-02-04,761.9,N
7722127142,2023-02-04,87.13,N
7729235331,2023-02-04,100.39,N
7737173609,2023-02-04,53.51,N
7760106874,2023-02-04,134.22,N
7769273463,2023-02-04,146.82,N
7771326390,2023-02-04,165.76,N
7783831354,2023-02-04,97.26,N
7797308020,2023-02-04,95.13,N
7802816084,2023-02-04,3.48,N
7806096760,2023-02-04,100.53,N
7834037722,2023-02-04,95.64,N
7835550199,2023-02-04,148.35,N
7941057050,2023-02-04,118.6,N
7943803256,2023-02-04,42.74,N
7980956540,2023-02-04,119.25,N
7990883465,2023-02-04,150.01,N
7994900291,2023-02-04,112.22,N
8072094629,2023-02-04,67.01,N
8073986558,2023-02-04,53.8,N
8077471986,2023-02-04,39.82,N
8093711791,2023-02-04,54.34,N
8103964972,2023-02-04,25.82,N
8106357031,2023-02-04,92.05,N
8108469813,2023-02-04,85.2,N
8120976975,2023-02-04,133,N
8122490972,2023-02-04,614,N
8126442964,2023-02-04,133.05,N
8131648974,2023-02-04,118.08,N
8152461210,2023-02-04,125.07,N
8188170089,2023-02-04,90.44,N
8188527017,2023-02-04,77.37,N
8212931315,2023-02-04,54.57,N
8227239692,2023-02-04,146.89,N
8246811487,2023-02-04,68.44,N
8249004485,2023-02-04,1465.5,N
8256857153,2023-02-04,105.37,N
8265094701,2023-02-04,186.59,N
8319194504,2023-02-04,46.13,N
8330628493,2023-02-04,72.72,N
8350533986,2023-02-04,44.37,N
8361003126,2023-02-04,535.8,N
8370703178,2023-02-04,503.6,N
8379983610,2023-02-04,100.63,N
8385654860,2023-02-04,146.68,N
8416797889,2023-02-04,163.28,N
8456669415,2023-02-04,157.26,N
8482400975,2023-02-04,15.32,N
8498977266,2023-02-04,140.43,N
8535701494,2023-02-04,1361,N
8655477818,2023-02-04,157.68,N
8664791147,2023-02-04,59.13,N
8704862325,2023-02-04,81.16,N
8746395830,2023-02-04,84.48,N
8805789682,2023-02-04,26.48,N
8821866106,2023-02-04,1410.9,N
8836167233,2023-02-04,117.96,N
8839736581,2023-02-04,85.5,N
8874784201,2023-02-04,192,N
8875038309,2023-02-04,1702.7,N
8877710098,2023-02-04,111.47,N
8885603661,2023-02-04,1649.2,N
8885918735,2023-02-04,72.06,N
8925747545,2023-02-04,32.62,N
8925860716,2023-02-04,35.52,N
8929384803,2023-02-04,162.76,N
8934271272,2023-02-04,149.33,N
8951736512,2023-02-04,121.95,N
8960287016,2023-02-04,35.68,N
8968057575,2023-02-04,85.27,N
8989540321,2023-02-04,54.15,N
9015951012,2023-02-04,107.38,N
9029282673,2023-02-04,84.53,N
9036812607,2023-02-04,150.84,N
9058090884,2023-02-04,133.05,N
9074617751,2023-02-04,1369.6,N
9135925213,2023-02-04,100.94,N
9166816564,2023-02-04,1395.3,N
9198830945,2023-02-04,1795.8,N
9232156288,2023-02-04,117.79,N
9259120225,2023-02-04,122.06,N
9276230440,2023-02-04,58.55,N
9300710397,2023-02-04,74.95,N
9316867959,2023-02-04,123.51,N
9335592331,2023-02-04,68.87,N
9358549068,2023-02-04,101.39,N
9369412115,2023-02-04,1231.2,N
9371663693,2023-02-04,113.97,N
9395054549,2023-02-04,40.4,N
9420162567,2023-02-04,126.27,N
9426341757,2023-02-04,155.57,N
9430388371,2023-02-04,47.16,N
9455824647,2023-02-04,598.4,N
9473055145,2023-02-04,96.78,N
9483026326,2023-02-04,26.76,N
9490122955,2023-02-04,150.45,N
9542647905,2023-02-04,84.91,N
9548988143,2023-02-04,115.27,N
9549110818,2023-02-04,89.51,N
9557963204,2023-02-04,148.08,N
9564125359,2023-02-04,482.7,N
9579527717,2023-02-04,27.77,N
9581567534,2023-02-04,199.41,N
9596601547,2023-02-04,2122.7,N
9615896012,2023-02-04,91.7,N
9631525171,2023-02-04,108.21,N
9640473553,2023-02-04,1412.5,N
9644769848,2023-02-04,58.74,N
9651899034,2023-02-04,49.6,N
9671480861,2023-02-04,69.83,N
9679528561,2023-02-04,141.33,N
9691999056,2023-02-04,46.49,N
9721504025,2023-02-04,90.13,N
9723018624,2023-02-04,158.41,N
9734984268,2023-02-04,121.49,N
9741093896,2023-02-04,87.35,N
9764387616,2023-02-04,44.05,N
9775340691,2023-02-04,55.94,N
9806948815,2023-02-04,72.87,N
9825001860,2023-02-04,139.28,N
9837219211,2023-02-04,155.63,N
9851456314,2023-02-04,58.09,N
9851457051,2023-02-04,94.61,N
9857647022,2023-02-04,98.42,N
9859513651,2023-02-04,0.23,N
9863046035,2023-02-04,86.15,N
9866139212,2023-02-04,8.63,N
9888196405,2023-02-04,102.22,N
9910391740,2023-02-04,31.07,N
9942853987,2023-02-04,64.48,N
9948701895,2023-02-04,96.31,N
9951111327,2023-02-04,36.24,N
9954652973,2023-02-04,94.72,N
9964839901,2023-02-04,32.51,N
9975748805,2023-02-04,72.83,N
9985914376,2023-02-04,95.76,N
0021915512,2023-02-05,471.4,N
0048891843,2023-02-05,92.4,N
0050536516,2023-02-05,201.75,N
0073138096,2023-02-05,43.28,N
0082988927,2023-02-05,106.43,N
0104730641,2023-02-05,63.32,N
0134077903,2023-02-05,185.3,N
0172202795,2023-02-05,26.38,N
0196639352,2023-02-05,70.44,N
0208327800,2023-02-05,539.8,N
0212908405,2023-02-05,144.77,N
0230965326,2023-02-05,89.23,N
0263214494,2023-02-05,41.33,N
0265007917,2023-02-05,83.59,N
0294507167,2023-02-05,159.46,N
0321891155,2023-02-05,128.65,N
0329095730,2023-02-05,167.85,N
0338269827,2023-02-05,116.16,N
0344080757,2023-02-05,113.3,N
0349508089,2023-02-05,98.07,N
0351618635,2023-02-05,74.16,N
0359163084,2023-02-05,33.85,N
0370446437,2023-02-05,73.99,N
0371181984,2023-02-05,103.36,N
0382689151,2023-02-05,19.27,N
0406537062,2023-02-05,34.76,N
0414018850,2023-02-05,53.92,N
0416958001,2023-02-05,99.16,N
0422262781,2023-02-05,53.81,N
0427954665,2023-02-05,81.18,N
0448496747,2023-02-05,55.38,N
0467336342,2023-02-05,59.47,N
0472032380,2023-02-05,55.52,N
0476289459,2023-02-05,129.71,N
0505945169,2023-02-05,183.09,N
0512522472,2023-02-05,1625.6,N
0529082381,2023-02-05,74.52,N
0532177533,2023-02-05,69.58,N
0534883214,2023-02-05,124.83,N
0538992956,2023-02-05,29.75,N
0543399761,2023-02-05,148.09,N
0549076565,2023-02-05,76.23,N
0567881229,2023-02-05,130.71,N
0634577484,2023-02-05,1922.5,N
0643038329,2023-02-05,65.31,N
0670188557,2023-02-05,78.67,N
0672048035,2023-02-05,100.33,N
0680805168,2023-02-05,949.6,N
0697683710,2023-02-05,46.86,N
0710459009,2023-02-05,91.73,N
0716310503,2023-02-05,39.2,N
0725850809,2023-02-05,85.78,N
0766246248,2023-02-05,146.21,N
0767873262,2023-02-05,73.78,N
0768678234,2023-02-05,1292.8,N
0781477115,2023-02-05,505,N
0822231956,2023-02-05,64.41,N
0823474046,2023-02-05,115.12,N
0832612650,2023-02-05,81.8,N
0858330121,2023-02-05,1712.2,N
0868142441,2023-02-05,25.75,N
0870753614,2023-02-05,100.23,N
0871453681,2023-02-05,1.11,N
0878311971,2023-02-05,179.9,N
0905233727,2023-02-05,151.27,N
0906846447,2023-02-05,177.45,N
0957426674,2023-02-05,159.54,N
0982375301,2023-02-05,74.37,N
1020515929,2023-02-05,12.23,N
1021787450,2023-02-05,122.01,N
1027572898,2023-02-05,93.03,N
1054179336,2023-02-05,106.71,N
1064991637,2023-02-05,65.92,N
1093215755,2023-02-05,108.08,N
1097057445,2023-02-05,1110.7,N
1098861329,2023-02-05,100.87,N
1111831947,2023-02-05,87.06,N
1118220110,2023-02-05,5.44,N
1139942352,2023-02-05,164.35,N
1145514855,2023-02-05,161.8,N
1152015125,2023-02-05,102.47,N
1159998736,2023-02-05,124.37,N
1169612520,2023-02-05,149.4,N
1170754953,2023-02-05,540.8,N
1190474506,2023-02-05,159.3,N
1192362985,2023-02-05,859.9,N
1258829517,2023-02-05,114.23,N
1260690326,2023-02-05,75.06,N
1268772976,2023-02-05,174.7,N
1280098740,2023-02-05,103.21,N
1336523212,2023-02-05,963.3,N
1343140889,2023-02-05,70.81,N
1349419087,2023-02-05,6.72,N
1359507949,2023-02-05,91.78,N
1361265914,2023-02-05,115.53,N
1363398423,2023-02-05,72.33,N
1389876284,2023-02-05,35.3,N
1438031238,2023-02-05,97.37,N
1440646015,2023-02-05,167.18,N
1455979945,2023-02-05,98.72,N
1458947300,2023-02-05,92.89,N
1461801761,2023-02-05,108.31,N
1470433524,2023-02-05,749.9,N
1478890649,2023-02-05,78.96,N
1500758809,2023-02-05,46.34,N
1516244524,2023-02-05,88.55,N
1563307332,2023-02-05,121.7,N
1618104616,2023-02-05,135.39,N
1642032042,2023-02-05,114.03,N
1652499067,2023-02-05,121.03,N
1663298378,2023-02-05,145.08,N
1667390686,2023-02-05,139.34,N
1677118083,2023-02-05,57.79,N
1679976001,2023-02-05,101.46,N
1727708865,2023-02-05,95.98,N
1746913312,2023-02-05,163.32,N
1761878492,2023-02-05,135.59,N
1777471532,2023-02-05,49.95,N
1792334176,2023-02-05,61.84,N
1800238940,2023-02-05,184.78,N
1807240533,2023-02-05,143.3,N
1815105178,2023-02-05,90.66,N
1825520763,2023-02-05,124.52,N
1827571438,2023-02-05,143.73,N
1829835793,2023-02-05,65.25,N
1884134955,2023-02-05,71.33,N
1937234088,2023-02-05,81.2,N
1957484578,2023-02-05,171.75,N
2017541419,2023-02-05,129.47,N
2060631351,2023-02-05,0.49,N
2073899234,2023-02-05,1233.7,N
2084881714,2023-02-05,33.32,N
2087440301,2023-02-05,114.53,N
2097508421,2023-02-05,99.25,N
2113606054,2023-02-05,144.38,N
2113727196,2023-02-05,16.24,N
2124821210,2023-02-05,151.15,N
2124903993,2023-02-05,105.91,N
2147438634,2023-02-05,170.9,N
2148461524,2023-02-05,74.28,N
2181331413,2023-02-05,89.54,N
2191359027,2023-02-05,87.07,N
2201823243,2023-02-05,196,N
2219739732,2023-02-05,100.57,N
2231924730,2023-02-05,62.34,N
2268692205,2023-02-05,104.42,N
2276593792,2023-02-05,81.6,N
2299118160,2023-02-05,165.42,N
2344990887,2023-02-05,89.52,N
2361844486,2023-02-05,20.17,N
2377414079,2023-02-05,40.41,N
2390149693,2023-02-05,1131.8,N
2417384280,2023-02-05,144.67,N
2423648782,2023-02-05,57.87,N
2441743678,2023-02-05,52.36,N
2454860058,2023-02-05,112.01,N
2461611874,2023-02-05,23.02,N
2476397393,2023-02-05,58.5,N
2526844088,2023-02-05,98.03,N
2543674624,2023-02-05,165.04,N
2546447637,2023-02-05,33.96,N
2591289646,2023-02-05,65.73,N
2614062545,2023-02-05,161.46,N
2620764742,2023-02-05,84.35,N
2636335986,2023-02-05,44.78,N
2653235250,2023-02-05,118.22,N
2674870575,2023-02-05,94.95,N
2676688650,2023-02-05,276.4,N
2685729798,2023-02-05,154.98,N
2699254215,2023-02-05,107.8,N
2710409739,2023-02-05,17.88,N
2717179976,2023-02-05,191.47,N
2721470167,2023-02-05,74.98,N
2757749978,2023-02-05,403.6,N
2766901205,2023-02-05,95.84,N
2768261181,2023-02-05,848.7,N
2772786722,2023-02-05,219.27,N
2794675001,2023-02-05,161.01,N
2804008827,2023-02-05,54.79,N
2827325578,2023-02-05,37.98,N
2836584130,2023-02-05,84.4,N
2852520362,2023-02-05,200.2,N
2872014411,2023-02-05,6.87,N
2877686094,2023-02-05,193.2,N
2886276022,2023-02-05,54.53,N
2903865353,2023-02-05,99.91,N
2911669347,2023-02-05,189.35,N
2915856990,2023-02-05,131.72,N
2926458525,2023-02-05,2112.8,N
2928796479,2023-02-05,17.93,N
2934341194,2023-02-05,63.7,N
3008338488,2023-02-05,1852.7,N
3009392869,2023-02-05,88.7,N
3011215596,2023-02-05,108.26,N
3048513787,2023-02-05,45.42,N
3102171966,2023-02-05,80.83,N
3102259812,2023-02-05,860.7,N
3121538691,2023-02-05,127.52,N
3122258900,2023-02-05,2.25,N
3129512969,2023-02-05,90.06,N
3155214414,2023-02-05,97.55,N
3164998635,2023-02-05,110.09,N
3171285096,2023-02-05,84.05,N
3178248765,2023-02-05,54.49,N
3227241382,2023-02-05,101.6,N
3229852583,2023-02-05,125.17,N
3243189578,2023-02-05,144.63,N
3250022586,2023-02-05,49.84,N
3254123794,2023-02-05,98.3,N
3257609159,2023-02-05,200.77,N
3298771317,2023-02-05,298.3,N
3312591511,2023-02-05,116.94,N
3318086347,2023-02-05,26.93,N
3331604208,2023-02-05,174.96,N
3337092764,2023-02-05,772.5,N
3351080352,2023-02-05,76.11,N
3359620305,2023-02-05,12.08,N
3367532894,2023-02-05,72.1,N
3413468545,2023-02-05,1475.4,N
3442633362,2023-02-05,99.57,N
3447176989,2023-02-05,152.02,N
3448307629,2023-02-05,149.41,N
3449508865,2023-02-05,158.54,N
3456241909,2023-02-05,129.49,N
3476623203,2023-02-05,148.33,N
3487106167,2023-02-05,812.6,N
3515982760,2023-02-05,56.62,N
3517661317,2023-02-05,103.17,N
3520531224,2023-02-05,974.8,N
3565351659,2023-02-05,158.24,N
3574761430,2023-02-05,78.62,N
3578917052,2023-02-05,133.57,N
3605952364,2023-02-05,155.64,N
3617589790,2023-02-05,118.23,N
3630058655,2023-02-05,142.33,N
3645271570,2023-02-05,790.5,N
3677894360,2023-02-05,227.66,N
3685361406,2023-02-05,149.91,N
3705705725,2023-02-05,83.99,N
3716818690,2023-02-05,118.55,N
3717091964,2023-02-05,1195,N
3726896406,2023-02-05,67.95,N
3743289237,2023-02-05,93.57,N
3750933022,2023-02-05,82.33,N
3759362141,2023-02-05,39.31,N
3841495796,2023-02-05,62.8,N
3861172437,2023-02-05,147.75,N
3867699925,2023-02-05,149.93,N
3871152749,2023-02-05,119.88,N
3893811281,2023-02-05,52.34,N
3901009841,2023-02-05,139.1,N
3926155388,2023-02-05,217.15,N
3936876363,2023-02-05,6.73,N
4021499547,2023-02-05,114.97,N
4040274075,2023-02-05,907.1,N
4046956674,2023-02-05,135.88,N
4051289419,2023-02-05,114.02,N
4056080399,2023-02-05,49.78,N
4084912956,2023-02-05,997.4,N
4092509790,2023-02-05,91.56,N
4093090726,2023-02-05,141.51,N
4114348166,2023-02-05,74.55,N
4125874670,2023-02-05,81.21,N
4130156055,2023-02-05,58.28,N
4133808312,2023-02-05,1685.4,N
4149280363,2023-02-05,108.33,N
4151443983,2023-02-05,77,N
4189514284,2023-02-05,627.1,N
