Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,Segment__c
0018d00000GgwzEAAR,False,,Briggs955 Inc,Customer,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzEAAR,27310,Energy,2000000,4000,,,,,0058d000004QHafAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,COMM
0018d00000GgwzFAAR,False,,Rodgers956 Inc,Customer,,,,,,Germany,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzFAAR,27320,Electronics,2000000,4000,,,,,0058d000004QHaiAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,03/08/2029,,,,,Pending,Seminar - Internal,,,,,,,,,,,,,,,SMB
0018d00000GgwzGAAR,False,,Sanchez957 Inc,Customer,,,,,,China,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzGAAR,27330,Apparel,2000000,4000,,,,,0058d000004QHaiAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000GgwtRAAR,False,,Greer122 Inc,Customer,,,,,,Thailand,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtRAAR,1610,Technology,1000000,5000,,,,,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,MM
0018d00000GgwtSAAR,False,,Stewart123 Inc,Partner,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtSAAR,1629,Banking,1000000,5000,,,,,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,ENT
0018d00000GgwtTAAR,False,,Frank124 Inc,Partner,,,,,,Normway,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtTAAR,2400,Manufacturing,1000000,5000,,,,,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Web,,,,,,,,,,,,,,,ESMB
0018d00000GgwtUAAR,False,,Burke125 Inc,Customer,,,,,,Hong Kong,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtUAAR,3220,Telecommunications,1000000,5000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Web,,,,,,,,,,,,,,,COMM
0018d00000GgwtVAAR,False,,Bates126 Inc,Partner,,,,,,Korea,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtVAAR,1610,Healthcare,1000000,5000,,,,,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,ENT
0018d00000GgwtWAAR,False,,Nash127 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtWAAR,1629,Transportation,1000000,5000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,COMM
0018d00000GgwtXAAR,False,,Morton128 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtXAAR,2400,Transportation,1000000,5000,,,,,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,25/09/2029,,,,,Pending,Web,,,,,,,,,,,,,,,SMB
0018d00000GgwtYAAR,False,,Cruz129 Inc,Customer,,,,,,Korea,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtYAAR,3220,Agriculture,1000000,5000,,,,,0058d000004QHaeAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,MM
0018d00000GgwtZAAR,False,,Jennings130 Inc,Customer,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtZAAR,1610,Apparel,1000000,5000,,,,,0058d000004QHaiAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,ESMB
0018d00000GgwtaAAB,False,,Rodgers131 Inc,Customer,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtaAAB,1629,Manufacturing,1000000,5000,,,,,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,COMM
0018d00000GgwtbAAB,False,,Cobb132 Inc,Customer,,,,,,Taiwan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtbAAB,2400,Apparel,1000000,5000,,,,,0058d000004QHaiAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000GgwtcAAB,False,,Johnston133 Inc,Customer,,,,OR,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtcAAB,3220,Technology,1000000,5000,,,,,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,COMM
0018d00000GgwtdAAB,False,,Nichols134 Inc,Customer,,,,AZ,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtdAAB,1610,Finance,1000000,5000,,,,,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,22/08/2029,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,COMM
0018d00000GgwteAAB,False,,Larson135 Inc,Customer,,,,,,Hong Kong,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwteAAB,1629,Manufacturing,1000000,5000,,,,,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,GB
0018d00000GgwtfAAB,False,,Thompson136 Inc,Customer,,,,,,Thailand,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtfAAB,2400,Energy,1000000,5000,,,,,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,02/09/2029,,,,,Pending,Web,,,,,,,,,,,,,,,MM
0018d00000GgwtgAAB,False,,Ramirez137 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtgAAB,3220,Electronics,1000000,5000,,,,,0058d000004QHaiAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,29/08/2029,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,SMB
0018d00000GgwthAAB,False,,Peters138 Inc,Customer,,,,,,Spain,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwthAAB,1610,Retail,1000000,5000,,,,,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Web,,,,,,,,,,,,,,,COMM
0018d00000GgwtiAAB,False,,Pope139 Inc,Partner,,,,KY,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtiAAB,1629,Transportation,1000000,5000,,,,,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,20/07/2029,,,,,Pending,Web,,,,,,,,,,,,,,,ESMB
0018d00000GgwtjAAB,False,,Lopez140 Inc,Customer,,,,,,China,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtjAAB,2400,Energy,1000000,5000,,,,,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,21/08/2029,,,,,Pending,Trade Show,,,,,,,,,,,,,,,GB
0018d00000GgwvnAAB,False,,Stokes200 Inc,Partner,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvnAAB,64991,Insurance,2000000,8000,,,,,0058d000004QHaeAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Seminar - Internal,,,,,,,,,,,,,,,MM
0018d00000GgwvoAAB,False,,Austin201 Inc,Customer,,,,,,Russian,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvoAAB,66110,Technology,2000000,8000,,,,,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,ESMB
0018d00000GgwvpAAB,False,,Reeves202 Inc,Customer,,,,,,Sweden,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvpAAB,64191,Apparel,2000000,8000,,,,,0058d000004QHaoAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,12/08/2029,,,,,Pending,Partner,,,,,,,,,,,,,,,COMM
0018d00000GgwvqAAB,False,,Simmons203 Inc,Customer,,,,NC,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvqAAB,64192,Healthcare,2000000,8000,,,,,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,ENT
0018d00000GgwvrAAB,False,,Howell204 Inc,Customer,,,,OK,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvrAAB,64205,Technology,2000000,8000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,COMM
0018d00000GgwvsAAB,False,,Sandoval205 Inc,Customer,,,,,,Russian,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvsAAB,64929,Manufacturing,2000000,8000,,,,,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,GB
0018d00000GgwvtAAB,False,,Miller206 Inc,Partner,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvtAAB,64991,Biotechnology,2000000,8000,,,,,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,COMM
0018d00000GgwvuAAB,False,,Stone207 Inc,Customer,,,,,,Russian,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvuAAB,66110,Banking,2000000,8000,,,,,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,ESMB
0018d00000GgwvvAAB,False,,Thomas208 Inc,Customer,,,,,,Hong Kong,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvvAAB,64191,Energy,2000000,8000,,,,,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,10/08/2029,,,,,Pending,Partner,,,,,,,,,,,,,,,COMM
0018d00000GgwvwAAB,False,,Gonzales209 Inc,Customer,,,,,,Brazil,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvwAAB,64192,Utilities,2000000,8000,,,,,0058d000004QHafAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,COMM
0018d00000GgwzHAAR,False,,Jimenez958 Inc,Customer,,,,PA,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzHAAR,26400,Apparel,2000000,4000,,,,,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,SMB
0018d00000GgwzIAAR,False,,Oliver959 Inc,Partner,,,,NE,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzIAAR,26511,Technology,2000000,4000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,SMB
0018d00000GgwzJAAR,False,,Johnson960 Inc,Partner,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzJAAR,26512,Communications,2000000,4000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,SMB
0018d00000GgwzKAAR,False,,Stokes961 Inc,Customer,,,,IN,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzKAAR,27110,Agriculture,2000000,4000,,,,,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,GB
0018d00000GgwzLAAR,False,,Adams25 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwzLAAR,27120,Transportation,2000000,4000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,GB
0018d00000GgwtkAAB,False,,Daniels141 Inc,Customer,,,,,,Germany,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtkAAB,3220,Utilities,1000000,5000,,,,,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,21/08/2029,,,,,Pending,Partner,,,,,,,,,,,,,,,GB
0018d00000GgwtlAAB,False,,Underwood142 Inc,Customer,,,,NJ,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtlAAB,1610,Energy,1000000,5000,,,,,0058d000004QHaeAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,24/08/2029,,,,,Pending,Advertisement,,,,,,,,,,,,,,,COMM
0018d00000GgwtmAAB,False,,McKenzie143 Inc,Customer,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtmAAB,1629,Media,1000000,5000,,,,,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,GB
0018d00000GgwtnAAB,False,,Quinn144 Inc,Customer,,,,,,Brazil,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtnAAB,2400,Engineering,1000000,5000,,,,,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000GgwtoAAB,False,,Newman145 Inc,Customer,,,,MS,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtoAAB,3220,Insurance,1000000,5000,,,,,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,16/09/2029,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000GgwtpAAB,False,,Knight146 Inc,Customer,,,,CT,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtpAAB,1610,Energy,1000000,5000,,,,,0058d000004QHaeAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,19/08/2029,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,SMB
0018d00000GgwtqAAB,False,,Graves147 Inc,Customer,,,,CO,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtqAAB,1629,Biotechnology,1000000,5000,,,,,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,03/09/2029,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,SMB
0018d00000GgwtrAAB,False,,Thomas148 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtrAAB,2400,Biotechnology,1000000,5000,,,,,0058d000004QHaoAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,COMM
0018d00000GgwtsAAB,False,,Colon149 Inc,Partner,,,,,,Taiwan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtsAAB,3220,Insurance,1000000,5000,,,,,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Web,,,,,,,,,,,,,,,GB
0018d00000GgwttAAB,False,,Salazar150 Inc,Customer,,,,,,United Kingdom,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwttAAB,1610,Utilities,1000000,5000,,,,,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,12/09/2029,,,,,Pending,Advertisement,,,,,,,,,,,,,,,SMB
0018d00000GgwtuAAB,False,,McGuire151 Inc,Customer,,,,,,Russian,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtuAAB,1629,Transportation,1000000,5000,,,,,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,GB
0018d00000GgwtvAAB,False,,Butler152 Inc,Partner,,,,HI,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtvAAB,2400,Electronics,1000000,5000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,SMB
0018d00000GgwtwAAB,False,,Miles153 Inc,Partner,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtwAAB,3220,Education,1000000,5000,,,,,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000GgwtxAAB,False,,Mann154 Inc,Customer,,,,,,Korea,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtxAAB,1610,Apparel,1000000,5000,,,,,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,SMB
0018d00000GgwtyAAB,False,,Reyes155 Inc,Customer,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtyAAB,1629,Banking,1000000,5000,,,,,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,COMM
0018d00000GgwtzAAB,False,,Nguyen156 Inc,Customer,,,,,,Italy,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwtzAAB,2400,Healthcare,1000000,5000,,,,,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,08/09/2029,,,,,Pending,Public Relations,,,,,,,,,,,,,,,ENT
0018d00000Ggwu0AAB,False,,Fletcher157 Inc,Customer,,,,,,Spain,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggwu0AAB,3220,Communications,1000000,5000,,,,,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,SMB
0018d00000Ggwu1AAB,False,,Parsons158 Inc,Partner,,,,,,Korea,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggwu1AAB,1610,Biotechnology,1000000,5000,,,,,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,SMB
0018d00000Ggwu2AAB,False,,Flores159 Inc,Customer,,,,,,Brazil,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggwu2AAB,1629,Media,1000000,5000,,,,,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,COMM
0018d00000Ggwu3AAB,False,,Shaw160 Inc,Customer,,,,,,France,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggwu3AAB,2400,Education,1000000,5000,,,,,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000Ggwu4AAB,False,,Dawson161 Inc,Customer,,,,,,India,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggwu4AAB,3220,Education,1000000,5000,,,,,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Partner,,,,,,,,,,,,,,,ESMB
0018d00000GgwvxAAB,False,,Romero210 Inc,Customer,,,,AZ,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvxAAB,64205,Agriculture,2000000,8000,,,,,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,GB
0018d00000GgwvyAAB,False,,Simmons211 Inc,Customer,,,,AZ,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvyAAB,64929,Banking,2000000,8000,,,,,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,09/08/2029,,,,,Pending,Advertisement,,,,,,,,,,,,,,,SMB
0018d00000GgwvzAAB,False,,Cannon212 Inc,Customer,,,,VT,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000GgwvzAAB,64991,Manufacturing,2000000,8000,,,,,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,17/08/2029,,,,,Pending,Public Relations,,,,,,,,,,,,,,,MM
0018d00000Ggww0AAB,False,,Barker213 Inc,Customer,,,,,,India,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggww0AAB,66110,Insurance,2000000,8000,,,,,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,GB
0018d00000Ggww1AAB,False,,Vega214 Inc,Customer,,,,,,Russian,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggww1AAB,64191,Electronics,2000000,8000,,,,,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,SMB
0018d00000Ggww2AAB,False,,Pittman435 Inc,Customer,,,,,,Russian,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggww2AAB,64192,Biotechnology,2000000,8000,,,,,0058d000004QHaoAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,26/07/2029,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,COMM
0018d00000Ggww3AAB,False,,Foster410 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggww3AAB,64205,Media,2000000,8000,,,,,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,GB
