Id,IsDeleted,AccountId,RecordTypeId,IsPrivate,Name,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,PushCount,LastStageChangeDate,FiscalQuarter,FiscalYear,Fiscal,ContactId,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,Opportunity_Source__c
0068d000009MWJwAAO,False,0018d00000GgwtqAAB,0128d000001J21VAAS,False,Opportunity for Vasquez1005,Closed Won,269400,100,269400,1347,27/03/2029,New Business,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,Marketing
0068d000009MWJxAAO,False,0018d00000Ggx23AAB,0128d000001J21VAAS,False,Opportunity for Schultz1008,Closed Won,5188750,100,5188750,5730,22/08/2028,New Business / Add-on,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHabAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,0088d00000Ou4OnAAJ,,,,,,,AE
0068d000009MWJyAAO,False,0018d00000Ggww5AAB,0128d000001J21VAAS,False,Opportunity for Holmes1012,Qualification,1348890,10,134889,5657,06/02/2030,New Business,,Advertisement,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,07/09/2029,0,,1,2023,2023 1,,,,True,False,0088d00000Ou4OoAAJ,,,,,,,AE
0068d000009MWJzAAO,False,0018d00000Ggwu5AAB,0128d000001J21VAAS,False,Opportunity for Richardson1013,Value Proposition,499733,50,249866.5,,01/09/2029,Existing Business,,Partner,False,False,Pipeline,Pipeline,,False,,0058d000004QHaiAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,15/09/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,AE
0068d000009MWK0AAO,False,0018d00000GgwwBAAR,0128d000001J21VAAS,False,Opportunity for Floyd1015,Closed Won,401291,100,401291,,25/09/2028,New Business,,Web,True,True,Closed,Closed,,False,,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,,,,,,,,BDR
0068d000009MWK1AAO,False,0018d00000GgwttAAB,0128d000001J21VAAS,False,Opportunity for Atkins1016,Closed Won,1926610,100,1926610,2062,20/01/2029,New Business,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,Marketing
0068d000009MWKBAA4,False,0018d00000Ggx3oAAB,0128d000001J21VAAS,False,Opportunity for Newman1387,Closed Won,2451210,100,2451210,4127,30/05/2028,Existing Business,,Seminar - Internal,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2021,2021 2,,,,False,False,0088d00000Ou4OwAAJ,,,,,,,Marketing
0068d000009MWKCAA4,False,0018d00000GgwtpAAB,0128d000001J21VAAS,False,Opportunity for Boone1390,Closed Won,69240,100,69240,577,29/07/2029,New Business,,Web,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,19/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,Marketing
0068d000009MWKEAA4,False,0018d00000GgwvTAAR,0128d000001J21VAAS,False,Opportunity for Sanders1392,Closed Won,196890,100,196890,3126,07/07/2029,New Business / Add-on,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2022,2022 3,,,,False,False,0088d00000Ou4OxAAJ,,,,,,,Marketing
0068d000009MWKFAA4,False,0018d00000Ggx95AAB,0128d000001J21VAAS,False,Opportunity for Maldonado1393,Closed Won,739550,100,739550,2674,29/11/2028,New Business,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,0088d00000Ou4OyAAJ,,,,,,,AE
0068d000009MWKHAA4,False,0018d00000GgwtqAAB,0128d000001J21VAAS,False,Opportunity for Moran1395,Closed Won,234500,100,234500,469,08/06/2028,Existing Business,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2021,2021 2,,,,False,False,,,,,,,,BDR
0068d000009MWKIAA4,False,0018d00000GgwzhAAB,0128d000001J21VAAS,False,Opportunity for Robinson1397,Closed Won,33600,100,33600,840,09/11/2028,New Business,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,,,,,,,,AE
0068d000009MWKJAA4,False,0018d00000GgwwTAAR,0128d000001J21VAAS,False,Opportunity for Salazar1398,Closed Won,555200,100,555200,347,19/05/2029,New Business / Add-on,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,BDR
0068d000009MWKKAA4,False,0018d00000Ggx7UAAR,0128d000001J21VAAS,False,Opportunity for Kelly1755,Closed Won,197075,100,197075,667,27/05/2029,New Business / Add-on,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4OzAAJ,,,,,,,BDR
0068d000009MWKLAA4,False,0018d00000Ggx3aAAB,0128d000001J21VAAS,False,Opportunity for Buchanan1756,Closed Lost,76532,0,0,,30/06/2029,New Business,,Word of mouth,True,False,Omitted,Omitted,,False,,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,Alliances
0068d000009MWKMAA4,False,0018d00000GgwykAAB,0128d000001J21VAAS,False,Opportunity for McGee1757,Proposal/Price Quote,360800,75,270600,902,26/08/2029,New Business / Add-on,,Partner,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,04/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,AE
0068d000009MWKNAA4,False,0018d00000Ggx5WAAR,0128d000001J21VAAS,False,Opportunity for Nguyen1759,Closed Lost,1324800,0,0,828,20/05/2029,New Business / Add-on,,Partner,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,BDR
0068d000009MWKOAA4,False,0018d00000GgwvwAAB,0128d000001J21VAAS,False,Opportunity for Luna1760,Closed Won,89400,100,89400,149,24/10/2028,New Business / Add-on,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaoAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,,,,,,,,AE
0068d000009MWKPAA4,False,0018d00000Ggx9SAAR,0128d000001J21VAAS,False,Opportunity for Sanders1761,Qualification,1049880,10,104988,3263,07/09/2029,New Business,,Partner,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,10/09/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4P0AAJ,,,,,,,BDR
0068d000009MWKRAA4,False,0018d00000Ggx85AAB,0128d000001J21VAAS,False,Opportunity for Zimmerman1763,Qualification,4747520,10,474752,4569,19/10/2029,New Business,,Public Relations,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaeAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,21/08/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4P1AAJ,,,,,,,AE
0068d000009MWKSAA4,False,0018d00000Ggx0BAAR,0128d000001J21VAAS,False,Opportunity for Barton1764,Value Proposition,3209120,50,1604560,4252,27/12/2029,New Business,,Partner,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,22/07/2029,0,,4,2022,2022 4,,,,True,False,0088d00000Ou4P2AAJ,,,,,,,BDR
0068d000009MWKaAAO,False,0018d00000Ggww9AAB,0128d000001J21VAAS,False,Opportunity for Byrd640,Closed Won,499928,100,499928,,21/02/2029,New Business,,Web,True,True,Closed,Closed,,False,,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,,,,,,,,AE
0068d000009MWKbAAO,False,0018d00000GgwzPAAR,0128d000001J21VAAS,False,Opportunity for Carson641,Closed Won,376955,100,376955,3431,26/01/2029,Existing Business,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4P5AAJ,,,,,,,AE
0068d000009MWKcAAO,False,0018d00000Ggx9WAAR,0128d000001J21VAAS,False,Opportunity for Figueroa642,Needs Analysis,701400,20,140280,1169,08/09/2029,New Business,,Seminar - Internal,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,05/07/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,Marketing
0068d000009MWKdAAO,False,0018d00000Ggwz4AAB,0128d000001J21VAAS,False,Opportunity for Jensen643,Closed Won,898800,100,898800,642,20/11/2028,New Business,,Seminar - Internal,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,,,,,,,,Alliances
0068d000009MWKeAAO,False,0018d00000GgwucAAB,0128d000001J21VAAS,False,Opportunity for Frazier644,Qualification,1528750,10,152875,1223,01/10/2029,New Business / Add-on,,Advertisement,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHafAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,04/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,BDR
0068d000009MWKfAAO,False,0018d00000Ggx7NAAR,0128d000001J21VAAS,False,Opportunity for Barrett645,Closed Lost,2221650,0,0,2683,28/05/2029,New Business / Add-on,,Employee Referral,True,False,Omitted,Omitted,,True,01s8d000005Us9zAAC,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4P6AAJ,,,,,,,Marketing
0068d000009MWKgAAO,False,0018d00000Ggx1TAAR,0128d000001J21VAAS,False,Opportunity for Bowen646,Needs Analysis,1158700,20,231740,1103,10/09/2029,New Business,,Trade Show,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,08/09/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4P7AAJ,,,,,,,AE
0068d000009MWKiAAO,False,0018d00000GgwuLAAR,0128d000001J21VAAS,False,Opportunity for Ruiz650,Closed Won,209640,100,209640,,18/07/2029,New Business / Add-on,,Trade Show,True,True,Closed,Closed,,False,,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2022,2022 3,,,,False,False,,,,,,,,Marketing
0068d000009MWKjAAO,False,0018d00000Ggx91AAB,0128d000001J21VAAS,False,Opportunity for Blair652,Closed Won,965425,100,965425,2738,10/10/2028,New Business / Add-on,,Public Relations,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,0088d00000Ou4P8AAJ,,,,,,,AE
0068d000009MW85AAG,False,0018d00000GgwutAAB,0128d000001J21VAAS,False,Opportunity for Cunningham175,Closed Won,4357300,100,4357300,4427,23/02/2029,New Business / Add-on,,Seminar - Internal,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4JjAAJ,,,,,,,Marketing
0068d000009MW86AAG,False,0018d00000GgwuaAAB,0128d000001J21VAAS,False,Opportunity for Bush283,Proposal/Price Quote,4067300,75,3050475,4372,01/10/2029,New Business,,Web,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,18/08/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4JkAAJ,,,,,,,Alliances
0068d000009MW87AAG,False,0018d00000GgwzTAAR,0128d000001J21VAAS,False,Opportunity for Pearson288,Closed Won,1790440,100,1790440,3837,29/04/2029,New Business,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4JlAAJ,,,,,,,AE
0068d000009MW88AAG,False,0018d00000Ggx72AAB,0128d000001J21VAAS,False,Opportunity for Higgins293,Negotiation/Review,3306425,90,2975782.5,6175,10/09/2029,Existing Business,,Web,False,False,Forecast,Commit,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,18/09/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4JmAAJ,,,,,,,BDR
0068d000009MW89AAG,False,0018d00000GgwzWAAR,0128d000001J21VAAS,False,Opportunity for Armstrong296,Closed Won,236040,100,236040,1967,27/11/2028,New Business,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,4,2021,2021 4,,,,False,False,,,,,,,,BDR
0068d000009MW8AAAW,False,0018d00000Ggx3TAAR,0128d000001J21VAAS,False,Opportunity for Francis298,Perception Analysis,219000,70,153300,365,12/10/2029,New Business / Add-on,,Employee Referral,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,12/09/2029,0,,4,2022,2022 4,,,,True,False,,,,,,,,AE
0068d000009MW8BAAW,False,0018d00000Ggx9CAAR,0128d000001J21VAAS,False,Opportunity for McBride299,Value Proposition,567000,50,283500,2009,19/09/2029,New Business,,Employee Referral,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,07/08/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,AE
0068d000009MW8CAAW,False,0018d00000Ggx53AAB,0128d000001J21VAAS,False,Opportunity for Miller300,Closed Won,2303500,100,2303500,1871,17/04/2029,New Business,,Public Relations,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHajAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4JnAAJ,,,,,,,BDR
0068d000009MW8DAAW,False,0018d00000GgwwnAAB,0128d000001J21VAAS,False,Opportunity for Cross303,Perception Analysis,2086050,70,1460235,3527,17/09/2029,New Business,,Public Relations,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,25/07/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4JoAAJ,,,,,,,AE
0068d000009MW8FAAW,False,0018d00000GgwxKAAR,0128d000001J21VAAS,False,Opportunity for Figueroa377,Perception Analysis,5839810,70,4087867,6162,01/09/2029,New Business / Add-on,,Word of mouth,False,False,BestCase,Best Case,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,06/08/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4JpAAJ,,,,,,,Marketing
0068d000009MWH5AAO,False,0018d00000Ggx84AAB,0128d000001J21VAAS,False,Opportunity for McCoy901,Closed Won,2132690,100,2132690,3812,28/08/2028,New Business,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHadAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,0088d00000Ou4NWAAZ,,,,,,,AE
0068d000009MWHDAA4,False,0018d00000Ggx5OAAR,0128d000001J21VAAS,False,Opportunity for West913,Closed Won,1418640,100,1418640,2742,19/06/2028,New Business,,Advertisement,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2021,2021 2,,,,False,False,0088d00000Ou4NbAAJ,,,,,,,AE
0068d000009MWHEAA4,False,0018d00000GgwwrAAB,0128d000001J21VAAS,False,Opportunity for Armstrong916,Closed Lost,237283,0,0,,25/05/2029,New Business / Add-on,,Web,True,False,Omitted,Omitted,,False,,0058d000004QHagAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,Marketing
0068d000009MWH6AAO,False,0018d00000GgwyVAAR,0128d000001J21VAAS,False,Opportunity for Black902,Closed Won,340500,100,340500,681,09/05/2029,New Business,,Public Relations,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaaAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,Marketing
0068d000009MWH7AAO,False,0018d00000Ggx91AAB,0128d000001J21VAAS,False,Opportunity for Morales903,Closed Won,2317340,100,2317340,3528,14/06/2029,New Business / Add-on,,Employee Referral,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHanAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4NXAAZ,,,,,,,Marketing
0068d000009MWH8AAO,False,0018d00000Ggx5jAAB,0128d000001J21VAAS,False,Opportunity for Doyle904,Closed Won,94283,100,94283,,11/07/2029,New Business,,Trade Show,True,True,Closed,Closed,,False,,0058d000004QHamAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2022,2022 3,,,,False,False,,,,,,,,Marketing
0068d000009MWH9AAO,False,0018d00000Ggx3eAAB,0128d000001J21VAAS,False,Opportunity for Williamson906,Closed Won,2449675,100,2449675,3151,09/06/2029,New Business / Add-on,,Web,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4NYAAZ,,,,,,,Alliances
0068d000009MWHAAA4,False,0018d00000GgwztAAB,0128d000001J21VAAS,False,Opportunity for Black908,Closed Won,165000,100,165000,825,10/05/2029,New Business,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHalAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,,,,,,,,Marketing
0068d000009MWHBAA4,False,0018d00000Ggwx5AAB,0128d000001J21VAAS,False,Opportunity for Brady910,Closed Won,1355700,100,1355700,2777,03/02/2029,New Business / Add-on,,Web,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHahAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,1,2022,2022 1,,,,False,False,0088d00000Ou4NZAAZ,,,,,,,BDR
0068d000009MWHCAA4,False,0018d00000Ggx5VAAR,0128d000001J21VAAS,False,Opportunity for Evans911,Value Proposition,185630,50,92815,2482,27/08/2029,New Business,,Trade Show,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHapAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,26/09/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4NaAAJ,,,,,,,Alliances
0068d000009MWKUAA4,False,0018d00000GgwyXAAR,0128d000001J21VAAS,False,Opportunity for Ramirez1767,Closed Won,3440,100,3440,86,24/07/2029,New Business,,Public Relations,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,28/07/2029,0,,3,2022,2022 3,,,,True,False,,,,,,,,Marketing
0068d000009MWKVAA4,False,0018d00000Ggx1YAAR,0128d000001J21VAAS,False,Opportunity for James1768,Closed Won,1386250,100,1386250,1109,10/09/2028,New Business / Add-on,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,3,2021,2021 3,,,,False,False,,,,,,,,AE
0068d000009MWKYAA4,False,0018d00000Ggx2RAAR,0128d000001J21VAAS,False,Opportunity for Abbott636,Closed Won,121490,100,121490,808,09/04/2029,New Business,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaqAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4P3AAJ,,,,,,,BDR
0068d000009MWKZAA4,False,0018d00000Ggx3YAAR,0128d000001J21VAAS,False,Opportunity for Jefferson638,Closed Won,719960,100,719960,3221,20/04/2029,New Business / Add-on,,Trade Show,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHacAAG,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4P4AAJ,,,,,,,BDR
0068d000009MWKlAAO,False,0018d00000GgwvyAAB,0128d000001J21VAAS,False,Opportunity for Bridges657,Qualification,1314400,10,131440,3503,24/08/2029,New Business,,Trade Show,False,False,Pipeline,Pipeline,,True,01s8d000005Us9zAAC,0058d000004QHaZAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,09/08/2029,0,,3,2022,2022 3,,,,True,False,0088d00000Ou4P9AAJ,,,,,,,BDR
0068d000009MWKvAAO,False,0018d00000GgwyBAAR,0128d000001J21VAAS,False,Opportunity for Ortiz1039,Closed Won,128265,100,128265,1717,22/04/2029,New Business,,Word of mouth,True,True,Closed,Closed,,True,01s8d000005Us9zAAC,0058d000004QHaYAAW,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,0058d000004B2qYAAS,31/08/2022 12:37:13,,0,,2,2022,2022 2,,,,False,False,0088d00000Ou4PCAAZ,,,,,,,BDR
