ID,Joining Date,Account Type,Date of Birth,Ethnicity
458285,27/03/2023,Basic,20/12/2018,Other
865336,15/06/2023,Gold,27/11/1969,Other
127541,15/05/2023,Gold,13/07/2016,Asian
172511,18/10/2023,Gold,11/07/1945,Other
568991,16/01/2023,Gold,27/04/1979,White
973817,07/08/2023,Gold,26/07/1990,Black
925655,26/06/2023,Gold,26/12/2017,Asian
997703,19/09/2023,Platinum,07/01/1998,Other
158161,09/07/2023,Basic,15/10/2014,White
557275,09/08/2023,Platinum,09/09/1999,Other
534142,26/08/2023,Gold,09/11/1954,Black
159759,29/09/2023,Gold,29/04/1993,Black
435115,26/08/2023,Basic,07/02/2012,Other
391064,23/09/2023,Gold,07/09/1959,Other
988008,06/02/2023,Gold,09/07/1971,Asian
656037,11/07/2023,Platinum,17/08/1961,White
784400,26/11/2023,Gold,10/12/2002,Asian
325644,24/06/2023,Basic,20/03/1995,White
854139,19/07/2023,Platinum,12/07/1978,Other
130835,04/12/2023,Basic,07/06/1984,White
701255,15/04/2023,Gold,22/03/1973,White
405774,05/10/2023,Gold,11/08/1993,Asian
467340,19/06/2023,Platinum,04/09/1984,White
201146,17/08/2023,Basic,01/07/1976,Black
214055,21/06/2023,Basic,04/12/1976,Asian
878212,08/12/2023,Basic,01/03/1957,White
894920,25/03/2023,Platinum,03/12/1979,White
804513,25/02/2023,Gold,12/05/1974,Asian
633141,30/05/2023,Basic,20/05/1943,White
731003,13/01/2023,Platinum,16/09/1941,White
175875,10/10/2023,Gold,19/11/1970,Asian
755120,12/01/2023,Platinum,06/07/1984,Other
993957,17/07/2023,Platinum,07/03/1944,Asian
755822,19/11/2023,Gold,04/07/1942,Black
853490,21/08/2023,Basic,18/08/2011,Black
300208,11/05/2023,Gold,03/04/2008,White
920752,04/01/2023,Gold,01/09/1990,White
703596,26/10/2023,Platinum,06/06/1948,White
725107,13/12/2023,Gold,07/05/1991,Black
708191,12/04/2023,Basic,30/06/1974,White
596604,17/01/2023,Gold,29/04/2000,Asian
909727,26/09/2023,Gold,20/01/2011,Asian
442783,15/05/2023,Gold,18/12/2007,Asian
191607,09/01/2023,Gold,15/03/1963,White
829199,05/01/2023,Basic,25/01/1978,Other
569694,24/05/2023,Platinum,07/11/2018,Black
952333,15/11/2023,Gold,05/03/2000,Other
979652,15/05/2023,Platinum,23/05/1956,Black
853101,08/12/2023,Basic,13/04/1984,Other
759212,29/07/2023,Platinum,06/10/2017,White
472457,19/01/2023,Gold,30/01/1991,Black
602470,22/12/2023,Gold,12/07/2018,Black
637483,31/05/2023,Basic,21/08/2009,White
520059,02/05/2023,Gold,26/01/1942,Asian
761244,02/01/2023,Platinum,26/12/1942,White
687501,06/04/2023,Platinum,21/08/1976,Black
194394,16/10/2023,Gold,18/06/1991,Asian
149442,23/02/2023,Gold,10/06/1952,Other
255005,08/04/2023,Basic,04/01/1941,White
598787,01/02/2023,Basic,11/09/1962,Other
883835,18/08/2023,Gold,18/11/1987,Asian
761978,17/11/2023,Gold,04/11/1991,Asian
676797,03/03/2023,Gold,03/11/1986,Asian
410607,03/11/2023,Gold,08/03/1958,Asian
897163,11/10/2023,Platinum,05/10/1986,Other
587714,01/12/2023,Gold,02/10/1952,White
982951,03/03/2023,Platinum,06/03/1982,Black
176024,14/01/2023,Gold,26/12/1999,Other
791553,28/06/2023,Gold,24/09/1982,White
906366,14/12/2023,Gold,15/05/2015,Asian
314233,09/09/2023,Platinum,16/12/2018,Asian
742714,05/05/2023,Gold,04/04/1968,Black
552566,28/04/2023,Gold,04/02/1950,White
415677,11/03/2023,Basic,31/03/2008,Black
296100,19/03/2023,Gold,22/10/1991,Other
446540,28/03/2023,Basic,22/07/1950,Other
221238,01/11/2023,Platinum,28/12/1940,Other
900910,27/02/2023,Gold,21/09/1967,White
938419,17/08/2023,Basic,04/10/2003,White
769158,12/10/2023,Basic,09/03/1996,Asian
559179,22/10/2023,Basic,18/02/1979,Other
963921,20/03/2023,Gold,08/09/2011,Black
682556,07/10/2023,Gold,30/09/1966,Black
602662,09/01/2023,Basic,07/03/1958,Other
879093,06/11/2023,Gold,21/09/1968,Black
866947,02/02/2023,Gold,11/04/1949,Other
933326,05/10/2023,Gold,06/10/2010,Other
232704,17/09/2023,Gold,20/10/1956,Black
305736,16/12/2023,Basic,15/08/1978,Asian
252873,17/09/2023,Basic,17/02/1946,Other
322646,27/02/2023,Basic,24/02/1956,Asian
662004,03/09/2023,Platinum,03/04/2014,Black
701108,21/11/2023,Basic,29/10/1975,White
250381,26/03/2023,Platinum,18/05/1945,Other
868733,22/06/2023,Basic,17/02/1967,Asian
397552,11/06/2023,Gold,31/10/1941,Other
312962,01/11/2023,Gold,12/07/1978,White
184178,09/04/2023,Basic,29/10/1958,Asian
162027,08/08/2023,Gold,15/03/1992,Other
293145,29/05/2023,Gold,07/08/1989,Black
368497,28/09/2023,Basic,29/07/1991,Other
319191,07/05/2023,Platinum,16/12/2010,Other
514864,24/04/2023,Platinum,19/02/1965,Other
514214,09/05/2023,Platinum,09/07/1941,Other
528606,13/03/2023,Basic,03/12/2014,Other
725200,23/06/2023,Basic,26/03/1952,Asian
472221,17/08/2023,Platinum,12/10/1994,White
970978,08/07/2023,Platinum,28/01/1945,White
554004,27/01/2023,Gold,20/07/1997,Asian
427577,10/01/2023,Basic,06/01/1971,Asian
968967,07/12/2023,Gold,24/12/1992,Asian
340059,06/04/2023,Basic,24/01/2004,White
120476,18/06/2023,Platinum,27/05/1976,Other
667852,27/06/2023,Basic,28/03/1947,Black
939786,25/11/2023,Gold,16/06/1997,Other
166124,08/09/2023,Gold,31/05/1966,Black
947772,27/12/2023,Gold,14/09/1964,Asian
888532,17/01/2023,Gold,11/01/2013,White
390727,04/11/2023,Basic,09/10/1972,Asian
349505,03/01/2023,Basic,13/09/1961,White
551306,03/10/2023,Gold,06/02/2008,White
571041,07/06/2023,Basic,16/04/1947,Other
285940,02/04/2023,Platinum,03/06/2017,Black
991305,16/04/2023,Platinum,30/10/1986,Other
514489,10/07/2023,Basic,03/05/2005,Black
128220,27/02/2023,Basic,22/03/1947,Other
661243,17/09/2023,Gold,17/11/2011,Other
202437,29/10/2023,Platinum,30/12/1976,Other
621479,22/03/2023,Basic,12/01/1968,White
687384,15/06/2023,Basic,02/04/1963,Asian
296948,21/05/2023,Platinum,10/12/1986,Black
135215,23/12/2023,Platinum,18/02/1955,Other
480246,08/12/2023,Platinum,13/04/1982,Asian
553320,13/04/2023,Gold,19/03/1952,Asian
345349,26/06/2023,Basic,22/02/2013,Black
890043,08/02/2023,Basic,24/05/2010,White
314876,29/09/2023,Basic,13/02/2013,Asian
382490,28/04/2023,Gold,06/11/1997,Other
801415,02/12/2023,Gold,07/07/2010,Asian
436308,24/06/2023,Basic,03/10/1959,White
868193,14/12/2023,Basic,11/09/1948,White
314848,14/12/2023,Gold,30/11/2015,Asian
451214,04/04/2023,Platinum,13/04/1992,White
119971,01/10/2023,Basic,21/05/1963,Asian
673020,04/10/2023,Platinum,30/11/1979,Other
897320,31/10/2023,Basic,13/04/1978,White
896280,06/08/2023,Basic,24/09/1996,Other
884949,31/05/2023,Gold,03/12/1943,Asian
121769,13/08/2023,Gold,31/12/1948,Asian
940125,02/10/2023,Gold,22/09/1949,Black
924472,24/03/2023,Basic,14/06/1972,White
717582,10/08/2023,Basic,05/08/1950,Other
150324,11/08/2023,Gold,13/06/2017,White
528483,26/04/2023,Platinum,03/05/2010,Black
974075,06/09/2023,Basic,24/03/1982,White
113596,30/09/2023,Basic,19/11/2005,Black
182216,11/06/2023,Platinum,13/02/1979,Other
207622,22/09/2023,Platinum,29/12/1959,White
466664,16/07/2023,Basic,14/05/1981,Asian
397269,03/05/2023,Platinum,08/06/2001,Other
319351,01/09/2023,Gold,11/08/1961,Black
130206,10/04/2023,Gold,19/03/1972,Asian
483606,14/01/2023,Platinum,03/07/1941,Other
618817,30/12/2023,Gold,22/12/1950,Asian
801438,31/01/2023,Basic,20/06/1950,Asian
626975,27/01/2023,Basic,04/10/1948,Black
460507,28/04/2023,Platinum,28/10/1945,White
445531,25/03/2023,Gold,01/11/1963,Black
314997,23/06/2023,Gold,31/07/2001,Other
785851,08/11/2023,Basic,12/06/1981,Other
239922,15/05/2023,Basic,31/10/1989,Asian
772826,28/01/2023,Basic,29/08/1978,White
652834,10/09/2023,Gold,19/11/1982,Black
753388,06/11/2023,Platinum,16/05/1952,Asian
625210,30/09/2023,Gold,23/12/1995,Other
104185,25/04/2023,Basic,08/06/1989,White
593940,16/07/2023,Gold,18/03/1981,Black
698434,11/03/2023,Basic,23/12/1946,Black
239999,10/08/2023,Platinum,07/09/1988,Black
287391,06/02/2023,Platinum,25/11/1954,Other
978249,20/02/2023,Platinum,09/07/1944,Asian
714800,26/01/2023,Basic,25/06/1974,Asian
169924,11/09/2023,Platinum,20/10/1977,White
345518,23/11/2023,Platinum,22/12/1994,Black
960910,13/07/2023,Basic,16/12/1997,Black
892338,05/11/2023,Platinum,03/06/1961,White
202785,08/06/2023,Platinum,11/09/1948,Black
478868,15/08/2023,Gold,27/10/1958,Other
381217,28/04/2023,Basic,05/08/1962,White
809513,06/01/2023,Basic,01/01/1951,Black
970285,04/08/2023,Basic,21/08/1988,Other
564633,20/06/2023,Gold,01/06/2011,Black
717206,21/06/2023,Platinum,19/06/1963,Black
485637,09/10/2023,Basic,20/10/2001,White
802490,27/10/2023,Basic,13/05/1970,Other
850145,23/08/2023,Gold,04/04/2019,Other
148755,17/09/2023,Platinum,21/10/1970,White
627428,01/02/2023,Platinum,05/11/2018,White
168605,14/11/2023,Basic,26/09/1983,Black
908478,25/04/2023,Gold,05/10/1941,Asian
466954,17/06/2023,Basic,05/03/1955,Black
202946,18/06/2023,Gold,16/09/1960,Black
921939,29/09/2023,Gold,05/02/1963,Other
848472,18/10/2023,Gold,20/10/2009,Other
637023,03/04/2023,Platinum,23/11/1953,Black
418614,22/02/2023,Gold,17/11/2013,White
917106,31/10/2023,Platinum,16/10/1942,Asian
560790,01/06/2023,Basic,25/05/2006,Other
793732,28/08/2023,Platinum,19/05/1986,Asian
845839,17/03/2023,Platinum,29/05/1979,Black
601428,29/06/2023,Platinum,23/12/1980,White
260096,20/11/2023,Basic,10/01/1955,Black
960368,26/01/2023,Platinum,05/09/1997,Asian
606864,08/02/2023,Platinum,05/10/1945,Other
151356,28/08/2023,Basic,11/02/2013,Asian
923843,24/12/2023,Gold,11/12/2015,White
445532,13/09/2023,Basic,08/10/1972,Black
131879,04/05/2023,Platinum,02/09/1952,Other
774922,19/11/2023,Gold,14/08/2011,Black
638704,21/03/2023,Gold,06/04/1946,Other
871141,16/04/2023,Basic,24/02/1944,Other
177977,10/05/2023,Basic,02/04/1957,Asian
612794,29/01/2023,Basic,12/11/1981,Asian
530288,04/04/2023,Platinum,24/08/1966,Black
543545,08/01/2023,Basic,30/08/1986,Asian
669150,27/12/2023,Platinum,27/10/1963,Black
824009,27/04/2023,Platinum,27/03/1989,Black
306535,13/07/2023,Basic,23/12/1977,Asian
760048,17/07/2023,Basic,17/04/2011,Black
222493,02/08/2023,Platinum,06/12/1941,Asian
149481,18/06/2023,Basic,26/06/1959,Asian
369873,10/06/2023,Gold,08/09/1972,Black
801200,15/05/2023,Platinum,25/01/1979,Black
302917,24/04/2023,Gold,03/05/1955,Other
234964,10/10/2023,Platinum,14/09/1962,Other
421873,13/04/2023,Gold,08/05/1969,Other
838073,26/03/2023,Basic,14/09/2011,Asian
618265,03/03/2023,Basic,31/05/1945,Black
838906,26/11/2023,Gold,01/06/1976,White
306981,07/12/2023,Basic,27/01/1983,Other
184141,22/03/2023,Basic,18/03/1949,Black
270858,21/12/2023,Basic,24/08/2004,Black
597729,08/07/2023,Basic,07/02/1958,Other
271529,21/11/2023,Platinum,10/07/2012,Asian
341542,03/10/2023,Gold,26/12/1984,Black
192505,06/04/2023,Platinum,15/10/1966,White
978930,25/02/2023,Basic,27/03/2016,Asian
982585,11/04/2023,Gold,07/02/2016,Black
727292,11/04/2023,Gold,13/01/1984,Black
662810,25/02/2023,Gold,11/12/1994,Asian
940236,20/08/2023,Platinum,28/12/1957,White
426552,24/05/2023,Gold,13/09/1995,White
930802,14/05/2023,Gold,18/02/2018,Asian
919470,27/04/2023,Basic,09/10/1949,Other
911428,27/08/2023,Gold,04/05/2005,Black
128016,04/06/2023,Platinum,26/10/1952,Black
132163,29/03/2023,Basic,19/08/2019,White
861502,24/09/2023,Basic,07/05/1981,Other
601677,05/11/2023,Basic,09/01/1964,Other
934663,27/04/2023,Basic,29/01/1969,Black
720947,19/08/2023,Basic,17/11/1997,Other
478020,27/02/2023,Gold,16/05/1987,Black
733667,20/01/2023,Platinum,15/11/1944,Black
949894,22/06/2023,Gold,21/12/1946,Asian
393185,05/03/2023,Gold,11/08/1967,Black
222775,30/09/2023,Basic,30/11/1960,White
163418,28/12/2023,Platinum,24/10/2017,Other
805034,19/03/2023,Platinum,10/01/1968,Asian
155384,09/09/2023,Platinum,04/07/1992,Asian
206041,13/10/2023,Gold,18/10/2010,White
248692,01/05/2023,Basic,10/03/1949,Black
806747,05/01/2023,Basic,31/05/2007,Other
734567,06/09/2023,Basic,22/01/1976,Black
660049,02/08/2023,Basic,21/11/1984,Asian
248371,01/03/2023,Gold,30/12/1979,Asian
467421,02/06/2023,Basic,12/04/1975,Asian
540772,01/10/2023,Gold,15/05/1957,Black
571428,08/03/2023,Platinum,23/06/1965,Black
325886,14/09/2023,Gold,19/05/1941,Asian
134738,04/02/2023,Basic,21/04/1992,Asian
326497,11/10/2023,Basic,24/04/2013,Black
304982,25/06/2023,Platinum,08/04/1979,Other
419675,27/07/2023,Gold,19/06/1965,Black
888481,11/01/2023,Basic,14/10/2017,Other
791978,28/03/2023,Basic,18/10/1985,White
804299,06/10/2023,Gold,04/11/1957,Other
290840,14/02/2023,Gold,03/08/2001,Asian
768053,14/06/2023,Gold,17/01/1998,White
366023,02/05/2023,Basic,01/01/1986,Asian
889441,02/09/2023,Basic,23/09/2000,Asian
510071,13/06/2023,Platinum,10/10/1992,Other
594256,25/12/2023,Gold,06/03/1989,Other
943346,30/11/2023,Basic,27/08/1957,Other
881809,10/08/2023,Basic,29/10/1961,White
878515,07/05/2023,Gold,21/07/1989,Other
141629,04/11/2023,Basic,09/03/1957,Other
567696,09/09/2023,Gold,17/09/1943,Black
920547,29/10/2023,Basic,28/12/1943,Asian
577581,22/10/2023,Platinum,22/06/1960,White
982613,23/08/2023,Platinum,29/05/1949,White
830235,14/03/2023,Gold,15/08/1947,Black
983034,06/12/2023,Platinum,13/11/1972,Asian
549243,01/05/2023,Gold,07/06/1947,Black
659716,27/05/2023,Platinum,09/11/2008,Black
873760,26/04/2023,Gold,31/12/1980,White
714124,07/03/2023,Platinum,24/12/1986,Other
314042,05/01/2023,Platinum,26/12/1986,Asian
258885,12/03/2023,Basic,16/03/1943,Black
494788,11/11/2023,Gold,05/05/1968,Black
561709,30/06/2023,Basic,23/11/1959,Asian
459563,06/06/2023,Gold,15/03/1963,Black
528281,22/02/2023,Basic,22/12/2009,Black
851016,18/10/2023,Platinum,18/01/2010,White
271596,30/11/2023,Gold,10/09/2000,White
926550,06/12/2023,Basic,31/10/1942,Asian
298919,03/06/2023,Platinum,17/07/2008,Asian
971397,20/10/2023,Platinum,21/10/1970,Other
748205,05/02/2023,Gold,19/06/2002,Asian
413196,04/03/2023,Platinum,01/10/1974,White
121392,15/08/2023,Gold,06/04/1980,Black
589567,17/06/2023,Platinum,10/05/1961,Black
889600,07/10/2023,Gold,02/06/1946,Asian
376499,06/12/2023,Platinum,27/01/1969,Asian
970548,12/12/2023,Platinum,09/05/1996,Asian
983346,24/11/2023,Basic,19/08/1951,Asian
220298,12/11/2023,Gold,05/07/1978,Asian
989180,14/03/2023,Gold,18/09/1953,White
628443,29/04/2023,Platinum,22/06/1970,Other
465564,26/08/2023,Platinum,12/08/2015,Asian
779147,27/12/2023,Basic,28/07/1989,Other
818135,03/04/2023,Gold,11/04/1954,Asian
947646,05/09/2023,Gold,14/04/1968,Asian
535172,18/02/2023,Basic,23/12/1964,Asian
221128,29/06/2023,Basic,16/08/1978,Black
167545,23/10/2023,Platinum,15/03/1987,White
158712,13/12/2023,Gold,27/11/1948,Black
124463,18/08/2023,Basic,12/05/1943,Other
575378,24/11/2023,Platinum,07/04/1974,White
285333,08/12/2023,Gold,22/03/1948,Other
593067,20/08/2023,Gold,01/10/2019,Black
595739,09/04/2023,Platinum,18/06/1997,White
931463,22/12/2023,Platinum,30/08/1978,Other
712911,18/02/2023,Gold,05/06/1943,Other
349244,03/06/2023,Basic,18/01/2007,Asian
963545,15/10/2023,Basic,19/12/2001,White
543731,25/07/2023,Gold,18/05/1989,Asian
580145,13/01/2023,Basic,14/11/2015,Asian
693419,26/10/2023,Gold,27/02/1950,Black
677472,16/10/2023,Gold,18/01/1996,Black
139501,17/05/2023,Basic,01/01/1994,Asian
371271,25/10/2023,Basic,28/08/2001,Other
850402,23/01/2023,Gold,17/09/1991,Other
228463,19/07/2023,Gold,20/11/2011,Other
228727,06/09/2023,Platinum,29/03/1964,Other
844387,02/02/2023,Basic,17/01/1950,Asian
931023,07/09/2023,Platinum,05/03/1985,Black
614858,10/04/2023,Basic,24/03/1977,Other
189309,24/10/2023,Platinum,29/01/1985,Other
371550,02/02/2023,Basic,20/08/2004,Black
722586,16/12/2023,Gold,15/05/1942,White
353144,19/12/2023,Gold,08/12/2019,Other
583851,16/02/2023,Gold,26/02/2006,Other
679893,28/12/2023,Basic,02/07/1951,Asian
112161,13/11/2023,Platinum,27/06/1967,Asian
918799,04/06/2023,Gold,22/10/2010,White
589251,03/04/2023,Platinum,01/06/1943,White
226854,07/12/2023,Gold,03/08/1988,White
817709,12/09/2023,Platinum,03/11/1988,Other
533119,17/02/2023,Platinum,25/01/1960,White
491387,28/10/2023,Platinum,04/11/2001,Asian
239484,06/02/2023,Gold,01/05/1999,Other
346957,14/10/2023,Platinum,29/12/1990,Asian
135265,28/03/2023,Platinum,09/02/1940,White
731691,16/03/2023,Platinum,29/07/1951,Black
694973,21/12/2023,Platinum,24/10/2017,Other
673358,12/01/2023,Platinum,14/01/2014,Other
182172,12/10/2023,Basic,11/11/1940,Other
796180,16/09/2023,Basic,10/03/1944,Other
697830,21/11/2023,Gold,14/11/1948,White
491519,10/01/2023,Gold,04/04/1955,Asian
814220,09/06/2023,Basic,21/04/1942,Other
591154,23/01/2023,Basic,01/12/2002,Black
211683,02/07/2023,Basic,04/09/2005,Other
980787,13/03/2023,Platinum,18/02/1975,Black
899966,05/01/2023,Gold,13/02/2015,White
251536,06/10/2023,Basic,14/05/1957,Asian
399130,28/02/2023,Basic,04/07/1958,Asian
264065,30/03/2023,Platinum,08/12/1975,Other
932627,12/12/2023,Platinum,01/12/1953,Other
276875,14/01/2023,Gold,27/08/1989,Black
527900,20/03/2023,Gold,11/10/1952,Black
748491,20/11/2023,Platinum,07/12/1957,Asian
569494,01/09/2023,Gold,30/08/1976,Black
603071,25/06/2023,Basic,07/05/1969,Other
751597,14/07/2023,Basic,25/12/1966,White
628497,21/06/2023,Platinum,26/10/2005,Asian
220423,04/07/2023,Platinum,23/05/1940,Other
503279,17/10/2023,Gold,13/04/1967,White
401721,08/10/2023,Platinum,15/12/1955,Other
731240,04/04/2023,Gold,08/05/1951,Other
691378,27/01/2023,Basic,07/12/1979,Other
959681,04/11/2023,Basic,30/11/1945,White
312371,17/03/2023,Gold,28/06/2019,Asian
199260,10/05/2023,Basic,31/01/1992,Other
311919,04/01/2023,Gold,26/06/1961,Other
489883,26/07/2023,Basic,21/11/1972,Asian
224213,27/11/2023,Platinum,17/01/1992,Other
809555,26/06/2023,Basic,07/05/1952,Other
701002,25/09/2023,Gold,02/03/1989,White
402835,27/08/2023,Platinum,25/05/1941,Other
158323,24/09/2023,Platinum,07/05/1973,White
911471,05/04/2023,Basic,11/01/2007,White
954550,08/04/2023,Gold,23/01/1953,Black
146884,24/08/2023,Basic,19/05/1961,Black
381269,01/11/2023,Gold,15/07/1983,Black
