Quarter,Store,Bike,Order ID,Customer Age,Bike Value,Existing Customer?,Day of Month
2,York,Mountain,677,28,2135,Yes,19
2,York,Mountain,678,30,4621,Yes,2
4,York,Gravel,679,26,1684,Yes,28
4,York,Gravel,680,47,4113,No,27
3,London,Road,681,29,4072,No,24
2,London,Road,682,30,1208,No,24
2,London,Road,683,26,3580,No,29
4,London,Road,684,42,3558,Yes,11
1,Leeds,Mountain,685,25,1926,Yes,22
2,Birmingham,Mountain,686,35,4714,Yes,13
3,Leeds,Mountain,687,35,1334,No,12
1,Birmingham,Mountain,688,27,4736,No,27
3,Manchester,Gravel,689,29,2893,No,26
3,Manchester,Gravel,690,48,3743,No,10
1,York,Road,691,27,3095,Yes,20
1,York,Road,692,30,2810,Yes,27
3,York,Road,693,32,3433,Yes,10
3,York,Road,694,48,3102,No,28
3,York,Mountain,695,34,4038,No,16
1,London,Mountain,696,26,2844,No,5
2,London,Mountain,697,33,2552,No,8
2,London,Mountain,698,31,4453,Yes,13
3,London,Gravel,699,39,3790,Yes,26
3,Leeds,Gravel,700,46,1127,Yes,18
2,Birmingham,Road,701,39,4191,No,8
3,Leeds,Road,702,42,1180,No,9
2,Birmingham,Road,703,46,3711,No,29
2,Manchester,Road,704,25,1581,No,25
1,Manchester,Mountain,705,34,4463,Yes,3
3,York,Mountain,706,49,3469,Yes,4
3,York,Mountain,707,35,4307,Yes,21
4,York,Mountain,708,46,3765,No,1
1,York,Gravel,709,45,4553,No,2
3,York,Gravel,710,28,2619,No,23
2,London,Road,711,36,4029,No,18
3,London,Road,712,44,4000,Yes,9
4,London,Road,713,45,2995,Yes,20
2,London,Road,714,48,4607,Yes,21
3,Leeds,Mountain,715,31,1736,No,9
3,York,Mountain,716,30,4123,No,30
1,York,Mountain,717,26,2130,No,10
2,York,Mountain,718,28,3909,No,25
3,York,Gravel,719,43,2087,Yes,14
3,York,Gravel,720,48,3385,Yes,14
2,London,Road,721,44,4491,Yes,12
1,London,Road,722,33,1609,No,16
4,London,Road,723,39,4105,No,1
2,London,Road,724,43,2019,No,19
1,Leeds,Mountain,725,41,3881,No,16
4,Birmingham,Mountain,726,49,4794,Yes,25
2,Leeds,Mountain,727,46,2217,Yes,29
3,Birmingham,Mountain,728,46,1974,Yes,22
3,Manchester,Gravel,729,29,4924,No,4
1,Manchester,Gravel,730,33,1267,No,21
1,York,Road,731,26,2002,No,8
3,York,Road,732,28,3356,No,11
2,York,Road,733,46,1833,Yes,15
3,York,Road,734,25,4588,Yes,11
1,York,Mountain,735,36,1930,Yes,28
1,London,Mountain,736,38,4064,No,18
3,London,Mountain,737,39,4189,No,4
3,London,Mountain,738,49,1442,No,3
4,London,Gravel,739,36,1353,No,25
4,Leeds,Gravel,740,47,3167,Yes,1
1,Birmingham,Road,741,32,2456,Yes,21
3,Leeds,Road,742,40,2391,Yes,14
3,Birmingham,Road,743,50,4013,No,25
3,Manchester,Road,744,35,1506,No,18
1,Manchester,Mountain,745,50,3048,No,17
2,York,Mountain,746,31,1972,No,8
1,York,Mountain,747,32,3329,Yes,23
4,York,Mountain,748,27,2065,Yes,6
3,York,Gravel,749,43,3666,Yes,11
2,York,Gravel,750,39,3199,No,30
1,London,Road,751,36,4750,No,29
1,London,Road,752,43,1601,No,10
1,London,Road,753,47,4705,No,18
2,London,Road,754,45,2468,Yes,26
2,Leeds,Mountain,755,40,1394,Yes,10
3,Birmingham,Mountain,756,42,2074,Yes,23
3,Leeds,Mountain,757,38,1475,No,22
3,Birmingham,Mountain,758,36,3884,No,28
1,Manchester,Gravel,759,38,4303,No,13
4,Manchester,Gravel,760,31,3371,No,2
1,York,Road,761,27,3021,Yes,21
2,York,Road,762,26,1010,Yes,10
3,York,Road,763,30,1503,Yes,23
3,York,Road,764,26,3853,No,15
1,York,Mountain,765,40,4281,No,22
3,London,Mountain,766,49,1092,No,29
2,London,Mountain,767,42,1217,No,2
3,London,Mountain,768,45,4235,Yes,23
4,London,Gravel,769,35,3380,Yes,27
3,Leeds,Gravel,770,50,3724,Yes,5
2,York,Road,771,30,3426,No,14
3,York,Road,772,43,3314,No,19
4,York,Road,773,88,4797,No,3
2,York,Road,774,37,3014,No,20
3,York,Mountain,775,39,1081,Yes,28
2,London,Mountain,776,38,3067,Yes,10
2,London,Mountain,777,32,2185,Yes,21
1,London,Mountain,778,37,3247,No,18
3,London,Gravel,779,33,1229,No,18
3,Leeds,Gravel,780,44,1626,No,30
3,Birmingham,Road,781,43,3619,No,26
3,Leeds,Road,782,38,3049,Yes,30
1,Birmingham,Road,783,40,1308,Yes,18
2,Manchester,Road,784,39,1650,Yes,17
3,Manchester,Mountain,785,38,3001,No,24
1,York,Mountain,786,47,4099,No,27
2,York,Mountain,787,33,4882,No,24
4,York,Mountain,788,38,2614,No,10
1,York,Gravel,789,34,2442,Yes,23
2,York,Gravel,790,48,1366,Yes,11
4,London,Road,791,48,2080,Yes,19
2,London,Road,792,41,2515,No,4
4,London,Road,793,36,3334,No,7
1,London,Road,794,47,4929,No,22
2,Leeds,Mountain,795,27,1013,No,25
3,Birmingham,Mountain,796,50,3541,Yes,19
4,Leeds,Mountain,797,26,4911,Yes,6
3,Birmingham,Mountain,798,27,4348,Yes,20
2,Manchester,Gravel,799,48,1417,No,29
3,Manchester,Gravel,800,33,1174,No,6
2,York,Road,801,25,2054,No,25
2,York,Road,802,47,3656,No,28
4,York,Road,803,43,2808,Yes,10
2,York,Road,804,42,1291,Yes,22
2,York,Mountain,805,40,3107,Yes,20
3,London,Mountain,806,43,3931,No,11
2,London,Mountain,807,28,4396,No,28
3,London,Mountain,808,35,2743,No,27
3,London,Gravel,809,37,1460,No,27
4,Leeds,Gravel,810,26,3509,Yes,2
4,Birmingham,Road,811,32,3039,Yes,1
2,Leeds,Road,812,39,3939,Yes,30
1,Birmingham,Road,813,28,3688,No,19
1,Manchester,Road,814,39,2831,No,10
1,Manchester,Mountain,815,49,4499,No,18
3,York,Mountain,816,50,4960,No,19
2,York,Mountain,817,28,1979,Yes,24
4,York,Mountain,818,27,1943,Yes,18
3,York,Gravel,819,35,4246,Yes,6
2,York,Gravel,820,34,1701,No,22
4,London,Road,821,49,3656,No,10
3,London,Road,822,45,3668,No,18
3,London,Road,823,41,3117,No,5
1,London,Road,824,30,1580,Yes,3
2,Leeds,Mountain,825,49,3514,Yes,25
1,York,Mountain,826,33,4461,Yes,3
1,York,Mountain,827,41,4049,No,26
4,York,Mountain,828,25,3295,No,4
4,York,Gravel,829,28,1777,No,20
4,York,Gravel,830,27,3971,No,28
1,London,Road,831,44,1185,Yes,20
3,London,Road,832,50,4184,Yes,18
2,London,Road,833,28,3423,Yes,21
4,London,Road,834,36,1313,No,5
1,Leeds,Mountain,835,28,1608,No,31
1,Birmingham,Mountain,836,50,3673,No,20
2,Leeds,Mountain,837,47,3633,No,23
1,Birmingham,Mountain,838,34,3080,Yes,11
1,Manchester,Gravel,839,40,4959,Yes,7
2,Manchester,Gravel,840,47,4349,Yes,13
2,York,Road,841,42,1152,No,1
2,York,Road,842,37,1095,No,16
2,York,Road,843,39,3221,No,16
1,York,Road,844,36,1154,No,3
2,York,Mountain,845,43,2314,Yes,15
2,London,Mountain,846,34,2937,Yes,2
4,London,Mountain,847,43,3928,Yes,1
3,London,Mountain,848,30,2236,No,24
1,London,Gravel,849,36,3494,No,27
2,Leeds,Gravel,850,26,3237,No,6
1,Birmingham,Road,851,43,1058,No,20
2,Leeds,Road,852,43,1950,Yes,8
1,Birmingham,Road,853,40,4762,Yes,18
3,Manchester,Road,854,26,4772,Yes,18
2,Manchester,Mountain,855,48,2885,No,29
4,York,Mountain,856,49,3553,No,20
3,York,Mountain,857,40,4498,No,16
2,York,Mountain,858,50,3374,No,25
3,York,Gravel,859,45,3048,Yes,30
1,York,Gravel,860,45,2073,Yes,28
2,London,Road,861,40,1738,Yes,23
1,London,Road,862,26,3664,No,5
1,London,Road,863,29,2114,No,2
3,London,Road,864,26,2910,No,23
2,Leeds,Mountain,865,35,2015,No,15
1,Birmingham,Mountain,866,49,1622,Yes,23
3,Leeds,Mountain,867,47,3889,Yes,27
3,Birmingham,Mountain,868,27,4641,Yes,2
2,Manchester,Gravel,869,48,3451,No,17
3,Manchester,Gravel,870,48,3020,No,17
3,York,Road,871,50,3741,No,30
3,York,Road,872,25,3574,No,21
2,York,Road,873,25,4889,Yes,17
2,York,Road,874,50,3729,Yes,21
4,York,Mountain,875,29,3217,Yes,24
1,London,Mountain,876,33,2565,No,31
2,London,Mountain,877,27,2804,No,21
1,London,Mountain,878,29,2914,No,20
3,London,Gravel,879,35,2204,No,26
4,Leeds,Gravel,880,26,3597,Yes,31
2,York,Road,881,50,4780,Yes,2
3,York,Road,882,42,1129,Yes,28
1,York,Road,883,32,4903,No,28
2,York,Road,884,29,4647,No,3
2,York,Mountain,885,25,4300,No,5
3,London,Mountain,886,29,4341,No,4
4,London,Mountain,887,34,4883,Yes,1
2,London,Mountain,888,39,2358,Yes,10
2,London,Gravel,889,47,2636,Yes,7
1,Leeds,Gravel,890,33,3879,No,2
3,Birmingham,Road,891,36,3491,No,25
2,Leeds,Road,892,42,3037,No,4
3,Birmingham,Road,893,42,4580,No,9
2,Manchester,Road,894,25,3346,Yes,11
2,Manchester,Mountain,895,35,4856,Yes,11
3,York,Mountain,896,46,1473,Yes,2
2,York,Mountain,897,42,3803,No,22
2,York,Mountain,898,47,4489,No,30
1,York,Gravel,899,27,3788,No,8
4,York,Gravel,900,25,4115,No,14
4,London,Road,901,31,2599,Yes,31
3,London,Road,902,36,1053,Yes,14
2,London,Road,903,43,3805,Yes,29
4,London,Road,904,40,2111,No,23
2,Leeds,Mountain,905,33,3774,No,6
2,Birmingham,Mountain,906,44,2643,No,30
2,Leeds,Mountain,907,26,3580,No,5
4,Birmingham,Mountain,908,50,4735,Yes,26
3,Manchester,Gravel,909,46,1453,Yes,7
2,Manchester,Gravel,910,39,3582,Yes,29
3,York,Road,911,32,3056,No,7
2,York,Road,912,45,4695,No,21
3,York,Road,913,35,2578,No,5
3,York,Road,914,35,4814,No,25
2,York,Mountain,915,36,1500,Yes,4
1,London,Mountain,916,48,3875,Yes,27
3,London,Mountain,917,31,3836,Yes,19
1,London,Mountain,918,25,1848,No,30
3,London,Gravel,919,25,4768,No,16
3,Leeds,Gravel,920,48,4989,No,4
2,Birmingham,Road,921,47,1816,No,20
2,Leeds,Road,922,28,4761,Yes,11
2,Birmingham,Road,923,31,4030,Yes,1
4,Manchester,Road,924,35,3679,Yes,5
3,Manchester,Mountain,925,44,3139,No,7
3,York,Mountain,926,26,1271,No,17
2,York,Mountain,927,38,1248,No,21
2,York,Mountain,928,48,4587,No,1
4,York,Gravel,929,27,2328,Yes,10
1,York,Gravel,930,29,2922,Yes,28
2,London,Road,931,40,1642,Yes,8
3,London,Road,932,30,1879,No,30
2,London,Road,933,50,4199,No,16
2,London,Road,934,43,3353,No,16
3,Leeds,Mountain,935,37,2429,No,8
1,York,Mountain,936,26,1783,Yes,11
1,York,Mountain,937,27,4511,Yes,18
2,York,Mountain,938,34,2704,Yes,7
3,York,Gravel,939,42,4093,No,9
2,York,Gravel,940,27,1615,No,21
1,London,Road,941,43,3676,No,16
4,London,Road,942,37,1161,No,11
2,London,Road,943,40,3462,Yes,7
4,London,Road,944,35,4837,Yes,12
4,Leeds,Mountain,945,39,1262,Yes,24
1,Birmingham,Mountain,946,27,1648,No,28
4,Leeds,Mountain,947,27,4840,No,26
3,Birmingham,Mountain,948,43,4646,No,11
3,Manchester,Gravel,949,49,4080,No,22
1,Manchester,Gravel,950,32,2698,Yes,28
1,York,Road,951,42,2472,Yes,18
2,York,Road,952,33,1623,Yes,8
2,York,Road,953,31,1589,No,13
4,York,Road,954,44,3500,No,27
1,York,Mountain,955,46,4613,No,9
1,London,Mountain,956,38,1946,No,1
3,London,Mountain,957,37,3434,Yes,11
3,London,Mountain,958,32,4159,Yes,17
4,London,Gravel,959,42,2441,Yes,19
3,Leeds,Gravel,960,34,3685,No,15
2,Birmingham,Road,961,33,2827,No,27
4,Leeds,Road,962,34,1162,No,15
2,Birmingham,Road,963,39,4120,No,8
1,Manchester,Road,964,40,3701,Yes,19
1,Manchester,Mountain,965,39,2580,Yes,24
2,York,Mountain,966,48,3085,Yes,16
2,York,Mountain,967,27,3235,No,5
3,York,Mountain,968,46,2660,No,12
1,York,Gravel,969,43,1526,No,19
1,York,Gravel,970,29,4541,No,28
3,London,Road,971,44,3898,Yes,4
1,London,Road,972,42,2680,Yes,14
3,London,Road,973,38,4122,Yes,22
1,London,Road,974,37,1400,No,14
1,Leeds,Mountain,975,37,1773,No,27
1,Birmingham,Mountain,976,31,1115,No,13
1,Leeds,Mountain,977,32,4963,No,4
3,Birmingham,Mountain,978,48,3283,Yes,8
1,Manchester,Gravel,979,35,1295,Yes,25
1,Manchester,Gravel,980,47,1017,Yes,2
3,York,Road,981,41,1013,No,13
3,York,Road,982,29,4350,No,17
3,York,Road,983,33,2337,No,31
3,York,Road,984,45,3760,No,23
1,York,Mountain,985,46,1291,Yes,26
2,London,Mountain,986,30,2403,Yes,20
4,London,Mountain,987,32,2606,Yes,22
3,London,Mountain,988,36,2367,No,18
4,London,Gravel,989,25,4785,No,25
3,Leeds,Gravel,990,37,1315,No,16
1,York,Road,991,35,3019,No,23
4,York,Road,992,40,3050,Yes,7
3,York,Road,993,38,2353,Yes,25
2,York,Road,994,30,4800,Yes,20
1,York,Mountain,995,28,4337,No,17
3,London,Mountain,996,42,3460,No,3
1,London,Mountain,997,48,3409,No,17
1,London,Mountain,998,81,2534,No,26
2,London,Gravel,999,37,4312,Yes,25
1,Leeds,Gravel,1000,35,1200,Yes,18
