Document Index (generated),conn_country,Album Name,Artist Name,Track Name,ms_played,reason_end,reason_start,shuffle,skipped,spotify_track_uri,ts
12443,GB,Ambitions,ONE OK ROCK,Take What You Want (feat. 5 Seconds of Summer),1720,endplay,clickrow,False,,spotify:track:4u3qi4mgvCQzeTSIuUWHzl,2018-06-18T15:28:35Z
15462,GB,Cyberpunk 2077 - Original Score,P.T. Adamczyk,Never Fade Away (SAMURAI Cover),43460,endplay,clickrow,False,,spotify:track:6pV1lc8lIc8ARNB6KsZukt,2020-12-22T22:14:31Z
10052,GB,The Bastards,Palaye Royale,Lonely,1992,endplay,clickrow,False,,spotify:track:0haXiRi57j2xQo5a3WkzqV,2021-12-11T22:56:05Z
12527,GB,Monster,Paramore,Monster - Transformers Soundtrack Version,200690,endplay,clickrow,False,,spotify:track:04BSvYghzdxjSJNpee36er,2016-04-22T22:32:15Z
13556,GB,Riot!,Paramore,Misery Business,10140,endplay,clickrow,False,,spotify:track:3l9CW99AHtExIRV4hW2N5m,2021-01-31T16:41:49Z
3429,GB,Come Clean,Puddle Of Mudd,Control - Acoustic Version,4230,endplay,clickrow,False,,spotify:track:325aNb4eh8HesYlrJmLSMX,2020-06-08T00:41:25Z
2198,GB,Westworld: Season 3 (Music From The HBO Series),Ramin Djawadi,Wicked Games,6570,endplay,clickrow,False,,spotify:track:29mrsJanlVWcZDe9gP6NJ6,2020-06-08T00:26:18Z
1958,GB,Jujutsu Kaisen Opening (Kaikai Kitan),Rifti Beats,Jujutsu Kaisen Opening (Kaikai Kitan),6600,endplay,clickrow,False,,spotify:track:13RYWheN1XQwZennxs3kpX,2021-03-31T20:01:53Z
9461,GB,COWBOY BEBOP (Original Motion Picture Soundtrack),SEATBELTS,Cat Blues,1680,endplay,clickrow,False,,spotify:track:4UIWEomPQIaacYpTjEwMVS,2022-05-10T18:36:02Z
9353,GB,COWBOY BEBOP (Original Motion Picture Soundtrack),SEATBELTS,Space Lion,3040,endplay,clickrow,False,,spotify:track:5cXgboyjy6wmjQ8zHvZdEq,2022-05-10T18:36:07Z
4253,GB,Duality,Set It Off,Wolf in Sheep's Clothing,34140,endplay,clickrow,False,,spotify:track:55Fpeuuc2sbQiy74eA1gTt,2018-10-09T20:13:47Z
13072,GB,Amaryllis,Shinedown,My Name (Wearing Me Out),12580,endplay,clickrow,False,,spotify:track:7GcE7k2IlpRZXzMcfwttj9,2020-05-27T20:57:26Z
7772,GB,Lunatics and Slaves,Sin Shake Sin,Can't Go to Hell,153450,endplay,clickrow,False,,spotify:track:7859pcBwSTJ8jerSu6lh9C,2020-08-31T10:20:56Z
11674,GB,Rise,Skillet,Not Gonna Die,4700,endplay,clickrow,False,,spotify:track:2jfk3m8nq5IvB35s2xIs1O,2018-06-18T15:36:35Z
13024,GB,All Hope Is Gone,Slipknot,Psychosocial,26213,endplay,clickrow,False,,spotify:track:2MvIMgtWyK88OiPi0J8Dg3,2016-06-08T08:33:16Z
4109,GB,Roboxai,Solo Ansamblis,Įstriži Žiburiai,9260,endplay,clickrow,False,,spotify:track:38CO0Oimej5K8iYiKZoCjD,2020-05-27T21:23:20Z
15533,GB,Come What(ever) May,Stone Sour,Wicked Game - Acoustic; Live,6210,endplay,clickrow,False,,spotify:track:3V1H6liHwCDcWeqdPJabOM,2020-08-07T19:33:24Z
5640,GB,Come What(ever) May,Stone Sour,Wicked Game - Acoustic; Live,6400,endplay,clickrow,False,,spotify:track:3V1H6liHwCDcWeqdPJabOM,2020-06-08T00:25:44Z
11264,GB,Come What(ever) May,Stone Sour,Zzyzx Rd.,3710,endplay,clickrow,False,,spotify:track:2irwBysrY0SrdJ6whdWy2g,2018-06-18T15:37:28Z
1196,GB,"House of Gold & Bones, Part 1",Stone Sour,Taciturn,9320,endplay,clickrow,False,,spotify:track:0pVL6gE6ebXHExO9IzrJDQ,2020-06-08T00:33:32Z
9263,GB,Stone Sour,Stone Sour,Bother,6210,endplay,clickrow,False,,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,2021-12-08T23:19:41Z
3230,GB,Stone Sour,Stone Sour,Bother,15600,endplay,clickrow,False,,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,2020-06-08T00:23:26Z
14592,GB,FIXION,THE ORAL CIGARETTES,Kyouran Hey Kids!!,1550,endplay,clickrow,False,,spotify:track:38kcwx5znepLWCIBID0Bwm,2018-06-18T15:30:55Z
10943,GB,Willis,The Pietasters,Out All Night,4300,endplay,clickrow,False,,spotify:track:5GG2T4nFuS1L5xb9U3iJ8G,2019-11-03T14:35:18Z
10714,GB,Foreverlution,Thundamentals,How You Been? (feat. Jace Excell),9000,endplay,clickrow,False,,spotify:track:05aADU7nMDxbK64HVAuFoa,2019-10-20T12:44:11Z
8943,GB,Foreverlution,Thundamentals,How You Been? (feat. Jace Excell),11310,endplay,clickrow,False,,spotify:track:05aADU7nMDxbK64HVAuFoa,2018-08-24T11:56:30Z
12884,GB,Eclypso,Tommy Flanagan,Denzil's Best,5760,endplay,clickrow,False,,spotify:track:6IuiRJsGQ1pCqyGwc9lBgi,2018-06-18T15:39:21Z
5363,GB,Balloons At Your Funeral,Trenchcoat,As Long As I Am Drunk,42360,endplay,clickrow,False,,spotify:track:24qlo3x0DTG4VOAKYIOk7c,2018-06-18T15:18:09Z
4031,GB,Balloons At Your Funeral,Trenchcoat,Rolling in Style,10070,endplay,clickrow,False,,spotify:track:6BMnPHuzEQE8K5wpEU2szT,2020-05-27T21:03:06Z
6885,GB,Blurryface,Twenty One Pilots,Stressed Out,202333,endplay,clickrow,False,,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-12T23:37:30Z
15291,GB,Scaled And Icy,Twenty One Pilots,Lane Boy / Redecorate / Chlorine - Livestream Version,9850,endplay,clickrow,False,,spotify:track:5bPBJbixO0yYYvm4bjtRup,2021-12-08T23:34:10Z
5334,GB,Go,Vertical Horizon,Won't Go Away,119630,endplay,clickrow,False,,spotify:track:19XIOx9KUY2GRIiOizbcHj,2020-11-16T17:41:26Z
3376,GB,...If You Don’t Save Yourself,Zero 9:36,The End / Undead,6330,endplay,clickrow,False,,spotify:track:1GodulW331hO1RQTf1KpjD,2021-12-08T23:19:10Z
6716,GB,Last Surprise,insaneintherainmusic,Last Surprise,440,endplay,clickrow,False,,spotify:track:4KWVR93JzJuVZtigaiZSxj,2021-01-11T23:04:47Z
9381,GB,Stebuklas,lemon joy,Kažkada,5730,endplay,clickrow,False,,spotify:track:5SnO9GRluQtBx8mBSAuQwH,2020-05-27T21:27:51Z
4753,GB,メガロボクス オリジナル・サウンドトラック,mabanua,Battlefield,1990,endplay,clickrow,False,,spotify:track:2iRL9ELH1y6H2wblGKmfZE,2020-05-27T20:45:25Z
9417,GB,メガロボクス オリジナル・サウンドトラック,mabanua,Enter the arena,61780,endplay,clickrow,False,,spotify:track:6IX3ZqP8tKlfZg9FJ6tNlq,2020-05-27T20:47:44Z
4613,GB,The Marshall Mathers LP2,Eminem,Legacy,264600,logout,clickrow,False,,spotify:track:1mavQ4WCzXSeL2Dm5DS4GQ,2020-08-22T20:09:11Z
9503,GB,War is the Answer,Five Finger Death Punch,Bad Company,147427,logout,clickrow,False,,spotify:track:1UWGkn34CD31VQfdi4D8Zp,2018-07-21T09:57:17Z
9885,GB,Sinking Ships,Malukah,Sinking Ships,5990,logout,clickrow,False,,spotify:track:4ZIa3KEb1YnSEzdijr7UrK,2020-11-09T21:43:18Z
12235,GB,The Sound of Madness,Shinedown,Her Name Is Alice,216130,logout,clickrow,False,,spotify:track:1miLPQIL3g1n2DiMbnIKEh,2016-08-20T21:15:48Z
7884,GB,Grande,Von Wegen Lisbeth,Chérie,11080,logout,clickrow,False,,spotify:track:13FlxJxlFrtgphJb94sFAM,2019-04-07T14:27:21Z
9691,GB,Fill My World (feat. Myles Kennedy and The Conspirators),Slash,Fill My World (feat. Myles Kennedy and The Conspirators),10370,remote,clickrow,False,,spotify:track:3BAI5c9ju2d9BWzoFka2PO,2021-12-09T18:23:10Z
5093,GB,MEGALOBOX,mabanua,MEGALOBOX,16290,remote,clickrow,False,,spotify:track:2vxHrSaXpVIWM6iMPSdJiI,2021-12-10T17:05:41Z
10554,GB,Daytime Coma,Archive,Daytime Coma,874039,trackdone,clickrow,False,,spotify:track:1dYAktrb78L4ObpYO9d8it,2021-09-17T12:18:49Z
11699,GB,Sad Clown Bad Summer Number 9,Atmosphere,Sunshine,216546,trackdone,clickrow,False,,spotify:track:5OmcnFH77xm4IETrbEvhlq,2017-04-07T20:20:17Z
6319,GB,#Asecretcontract,Beissoul & Einius,Adopted Child of Love,186532,trackdone,clickrow,False,,spotify:track:1zo4Grzv5ZMlZheQAXQd02,2020-06-12T00:05:08Z
4146,GB,#Asecretcontract,Beissoul & Einius,Adopted Child of Love,186532,trackdone,clickrow,False,,spotify:track:1zo4Grzv5ZMlZheQAXQd02,2020-09-16T11:13:55Z
4805,GB,Rooftop (Jovani Remix),Beissoul & Einius,Rooftop - Jovani Remix,202135,trackdone,clickrow,False,,spotify:track:304DnM9OFUjxhqMQlLKtYl,2020-06-13T16:05:29Z
11943,GB,Greatest Hits,Black Lab,This Night,209626,trackdone,clickrow,False,,spotify:track:1iTJWaXWJE03Ek1qWGOfAo,2019-11-03T14:39:16Z
4981,GB,Bubble Bath,Blockhead,On the Bright Side,245640,trackdone,clickrow,False,,spotify:track:0zvJTwDAYPtPmor6vDLEgv,2020-01-30T13:53:57Z
3007,GB,Committed to the Crime,Chaos Chaos,Love,223017,trackdone,clickrow,False,,spotify:track:5E2zBLGvf0EIfDHeDyPKKC,2020-08-22T20:31:08Z
7907,GB,Zoot Suit Riot,Cherry Poppin' Daddies,When I Change Your Mind,151511,trackdone,clickrow,False,,spotify:track:7h34yDOHC7jYGKVEU79Tj9,2017-01-06T15:36:12Z
10152,GB,Sound City - Real to Reel,Corey Taylor,From Can to Can't,290280,trackdone,clickrow,False,,spotify:track:0cqkujgud4p3rTT5yJ4dz3,2021-01-21T20:49:55Z
11741,GB,Sound City - Real to Reel,Corey Taylor,From Can to Can't,290280,trackdone,clickrow,False,,spotify:track:0cqkujgud4p3rTT5yJ4dz3,2021-12-11T19:23:23Z
9055,GB,Singles,DAKOOKA,"Умри, если меня не любишь - Шаг за 20",150047,trackdone,clickrow,False,,spotify:track:60ScfsjN5f0hCqDriVRrmm,2022-01-14T12:11:29Z
6461,GB,Asylum,Disturbed,The Animal,253813,trackdone,clickrow,False,,spotify:track:1HD8mFfpSGLJnwv6UTLaIv,2016-03-23T22:14:13Z
2278,GB,The Very Best of Shostakovich,Dmitri Shostakovich,"Piano Concerto No. 1 in C Minor, Op. 35: II. Lento",445469,trackdone,clickrow,False,,spotify:track:3KHNMiH125wqD2I47oxmvp,2016-04-24T19:38:54Z
8528,GB,Kamikaze,Eminem,Good Guy (feat. Jessie Reyez),142192,trackdone,clickrow,False,,spotify:track:4g32MdRoqwGKQd3NXIRhpU,2019-04-23T09:26:29Z
5781,GB,Recovery,Eminem,Talkin’ 2 Myself,300426,trackdone,clickrow,False,,spotify:track:6q4XYddaLXrw1v23n4Ai4B,2016-05-16T15:06:56Z
15532,GB,Relapse: Refill,Eminem,Bagpipes From Baghdad,283066,trackdone,clickrow,False,,spotify:track:6IMSpHIWsI5DOnFYrfn2Q9,2017-09-30T13:19:05Z
9570,GB,The Marshall Mathers LP2,Eminem,The Monster,250188,trackdone,clickrow,False,,spotify:track:5U8hKxSaDXB8cVeLFQjvwx,2017-05-08T14:56:11Z
3659,GB,F8,Five Finger Death Punch,F8,6135,trackdone,clickrow,False,,spotify:track:2RyS4O0bhU3MLnjlKCsjSb,2020-03-02T17:06:58Z
9086,GB,Got Your Six,Five Finger Death Punch,Got Your Six,178100,trackdone,clickrow,False,,spotify:track:3JfBv2YfwPdflYUGMCeHgt,2017-04-14T16:32:05Z
11907,GB,War Is The Answer,Five Finger Death Punch,Far From Home,212493,trackdone,clickrow,False,,spotify:track:6V4xwPaWrTKGcCdWFLjffE,2017-09-29T19:20:05Z
8058,GB,Clothes Off,GJan,Clothes Off,223663,trackdone,clickrow,False,,spotify:track:7dpNprItwTCf61OAVPWQ9y,2020-06-28T12:45:58Z
13116,GB,Filmas,GJan,Filmas,225391,trackdone,clickrow,False,,spotify:track:6fwuoatcZluXGK51Fjkhbf,2021-11-12T20:21:26Z
13928,GB,Beautifulgarbage,Garbage,Cup of Coffee,271200,trackdone,clickrow,False,,spotify:track:3lAQw2ZfwS4wkx0gnZxwxk,2020-11-19T12:35:57Z
6878,GB,Version 2.0,Garbage,I Think I'm Paranoid,218053,trackdone,clickrow,False,,spotify:track:3g7WsaWWBaNldIYCSNwtuQ,2016-08-02T19:12:23Z
3082,GB,beautifulgarbage,Garbage,Cup Of Coffee,271200,trackdone,clickrow,False,,spotify:track:5d25jly4PNlUl0ChxNthlq,2020-06-09T19:38:46Z
10773,GB,21st Century Breakdown,Green Day,21 Guns,321093,trackdone,clickrow,False,,spotify:track:64yrDBpcdwEdNY9loyEGbX,2016-04-22T20:02:05Z
8314,GB,The Magnificent Tree,Hooverphonic,Mad About You,223733,trackdone,clickrow,False,,spotify:track:5drK2kTE2mrUdV33iHWyrx,2021-12-05T22:41:30Z
8550,GB,Red Forest,If These Trees Could Talk,The First Fire,392013,trackdone,clickrow,False,,spotify:track:0glEvaWrhIP0boU56o5Q9U,2018-04-01T10:49:21Z
5546,GB,Metal Gear Rising: Revengeance (Vocal Tracks),Jamie Christopherson,Red Sun - Maniac Agenda Mix,133666,trackdone,clickrow,False,,spotify:track:2794VesKslA4rxXxFHCnVq,2016-07-08T22:29:01Z
13894,GB,The Lord of the Rings: The Battle for Middle-Earth 2,Jamie Christopherson,Pushing Back,65243,trackdone,clickrow,False,,spotify:track:2zpnCC86YAEgfimfSzJeAI,2017-04-25T19:09:24Z
11441,GB,Never Been Blue,Johnny Boyd,We've Got a World That Swings,176240,trackdone,clickrow,False,,spotify:track:4dGauHIlZj4R7PVmyEgH2M,2017-08-05T12:05:20Z
9473,GB,bumps,Knowmadic,spliff,70009,trackdone,clickrow,False,,spotify:track:5vRiYeEaPMKNy3hou1kxry,2018-12-21T23:32:18Z
1288,GB,Serious,Luther Allison,Life Is A Bitch,219640,trackdone,clickrow,False,,spotify:track:3NxSIxMnq9tDmQtoyHQqte,2021-04-18T14:08:59Z
14954,GB,Adderall,Max Frost,Adderall,218025,trackdone,clickrow,False,,spotify:track:4Xx0J00u90QvnG3rwz4Itp,2018-04-24T08:44:58Z
6781,GB,Auf Der Maur,Melissa Auf der Maur,Taste You,279133,trackdone,clickrow,False,,spotify:track:5gXxrbZdRTf1kP0IvgsONG,2021-08-05T09:09:17Z
13440,GB,ESTERO,Michael Kaneko,Breakdown,245880,trackdone,clickrow,False,,spotify:track:4RpK4bIUQWwrCJwRCQcAVZ,2021-09-03T21:16:02Z
4123,GB,Destiny 2 (Original Soundtrack),Michael Salvatori,Inner Light,319200,trackdone,clickrow,False,,spotify:track:1EV1Q3P0kJMePXd6ZvJewV,2019-11-06T23:28:03Z
14307,GB,Ambitions,ONE OK ROCK,I Was King,238826,trackdone,clickrow,False,,spotify:track:5eNlrdrZSTnfJjXpPg1ykV,2017-04-12T08:32:36Z
1416,GB,Ambitions,ONE OK ROCK,One Way Ticket,216933,trackdone,clickrow,False,,spotify:track:1w0hboEMff54kez5XXyRNP,2017-03-31T17:09:39Z
2232,GB,The Bastards,Palaye Royale,Lonely,186249,trackdone,clickrow,False,,spotify:track:0haXiRi57j2xQo5a3WkzqV,2021-06-15T23:33:58Z
13319,GB,Crooked Teeth,Papa Roach,Born For Greatness,227847,trackdone,clickrow,False,,spotify:track:5cRPdqpWkaNmIbPi6wJDg2,2018-05-03T10:20:50Z
13573,GB,Punisher,Phoebe Bridgers,I Know The End,344692,trackdone,clickrow,False,,spotify:track:3cr3oAP4bQFNjZBV7ElKaB,2020-08-08T20:15:11Z
13649,GB,Meds,Placebo,Meds,175386,trackdone,clickrow,False,,spotify:track:5fVTi3rIiLvsEVYp0cRvaI,2021-05-27T12:51:24Z
3458,GB,What Could Have Been (from Arcane),Samuel Kim,What Could Have Been (from Arcane),213396,trackdone,clickrow,False,,spotify:track:09GUtGiMq7LDHLCxyAmukA,2021-12-19T18:47:50Z
1591,GB,The Sound of Madness,Shinedown,Her Name Is Alice,218733,trackdone,clickrow,False,,spotify:track:1miLPQIL3g1n2DiMbnIKEh,2016-07-08T16:33:15Z
8215,GB,The Sound of Madness,Shinedown,Her Name Is Alice,218733,trackdone,clickrow,False,,spotify:track:1miLPQIL3g1n2DiMbnIKEh,2016-08-05T18:04:26Z
3903,GB,Roboxai,Solo Ansamblis,Įstriži Žiburiai,368466,trackdone,clickrow,False,,spotify:track:38CO0Oimej5K8iYiKZoCjD,2020-05-28T10:54:45Z
12085,GB,Hydrograd,Stone Sour,Fabuless,240706,trackdone,clickrow,False,,spotify:track:72GH838JaxrCA8IFcXqgXm,2018-02-12T15:48:43Z
2000,GB,Sublime,Sublime,"April 29, 1992 (Miami)",233400,trackdone,clickrow,False,,spotify:track:6TiUowwluPjwIusdZthgYv,2016-07-31T11:01:44Z
12045,GB,Hypnotize,System Of A Down,Lonely Day,167906,trackdone,clickrow,False,,spotify:track:1VNWaY3uNfoeWqb5U8x2QX,2017-03-31T10:30:06Z
7208,GB,The Bravery,The Bravery,An Honest Mistake,219706,trackdone,clickrow,False,,spotify:track:203c3jfQ4JZn1BBfXG84I4,2021-12-13T19:58:43Z
8532,GB,Balloons At Your Funeral,Trenchcoat,Whorehouse Jazz Daddy,324280,trackdone,clickrow,False,,spotify:track:23LKexXTnKSzZUlLVpb2Ss,2016-05-29T15:38:01Z
6372,GB,Blurryface,Twenty One Pilots,Ride,214506,trackdone,clickrow,False,,spotify:track:2Z8WuEywRWYTKe1NybPQEW,2017-03-31T10:50:53Z
6337,GB,Devil,Two Feet,Devil,160600,trackdone,clickrow,False,,spotify:track:4zvRdQWreRSHm8siX9cvzO,2021-12-06T16:19:03Z
3510,GB,Memories (with WILLOW),YUNGBLUD,Memories (with WILLOW),155919,trackdone,clickrow,False,,spotify:track:1UhuXpOqTP6F7cF0L56HZl,2022-05-10T21:59:55Z
10273,GB,Wake of a Nation,Zeal & Ardor,At the Seams,189105,trackdone,clickrow,False,,spotify:track:23lu3i2IiQgqR5xBKJhdHR,2021-12-04T21:02:01Z
3705,GB,Untold Stories of a Dying Moon,Zero-Project,The Dance of the Shadows,288000,trackdone,clickrow,False,,spotify:track:2GpBjaHpxJMV8hGQpjB34v,2017-09-23T15:52:19Z
10145,GB,FATELESS,coldrain,LOST IN FAITH,206210,trackdone,clickrow,False,,spotify:track:7aBPbUFKzhNpyXEVkl3BUD,2017-11-22T23:03:51Z
7507,GB,MEGALOBOX2ORIGINAL SOUNDTRACK,mabanua,Determination,121714,trackdone,clickrow,False,,spotify:track:1VxRkfxvW5LcBQMT42NK7K,2022-05-12T07:42:40Z
11571,GB,Garbage,Garbage,Stupid Girl (Todd Terry - Tee’s Radio Mix),150001,unexpected-exit,clickrow,False,,spotify:track:2xro0fNN5R2qi4AFpdJ5QS,2016-08-02T08:44:03Z
7801,GB,Good Gracious! Bad People.,Sarah and the Safe Word,Sick On Seventh Street,3739,backbtn,fwdbtn,False,,spotify:track:3vO0kLVEB9zatBcVdSRkPh,2021-12-18T21:39:15Z
11787,GB,The Eminem Show,Eminem,Say Goodbye Hollywood,3350,endplay,fwdbtn,False,,spotify:track:1WJniFbKc95wCTwblH1mPm,2017-02-19T06:26:34Z
11730,GB,Ruined King: Inns of Bilgewater,Gareth Coker,Gathering of Legends (Heroes' Farewell),16293,endplay,fwdbtn,False,,spotify:track:0SjlaRVLOyVDSj1p8PkUei,2021-11-30T09:13:31Z
10579,GB,Sacrament,Lamb of God,Blacken the Cursed Sun,83280,endplay,fwdbtn,False,,spotify:track:7gNqCN4EK3B0mnklBp7EqP,2016-06-06T14:57:08Z
14665,GB,Level 5,Miracle Of Sound,Wake the White Wolf,226659,endplay,fwdbtn,False,,spotify:track:0clLkj1AMdB66TpLHZnazR,2016-07-17T16:49:04Z
11542,GB,Vol. 3: The Subliminal Verses,Slipknot,Duality,1220,endplay,fwdbtn,False,,spotify:track:61mWefnWQOLf90gepjOCb3,2020-06-27T01:26:16Z
8701,GB,Shadow Zone,Static-X,The Only,171106,endplay,fwdbtn,False,,spotify:track:35ZmCVnfYRdK1iLGCxNhMa,2016-04-16T21:32:45Z
10618,GB,"All Killer, No Filler",Sum 41,Fat Lip,760,endplay,fwdbtn,False,,spotify:track:4KacUpvbA3Mfo05gttTjhN,2019-10-06T22:10:33Z
14127,GB,The Autumn Effect,10 Years,Wasteland,0,fwdbtn,fwdbtn,False,,spotify:track:0nTiC2fGkM4q8bGlBKGrGx,2017-10-17T17:00:12Z
15378,GB,Ghost,Adelitas Way,Ghost,931,fwdbtn,fwdbtn,False,,spotify:track:2s8a4UxaQVvB0ElliEn3WN,2021-10-30T21:19:21Z
7240,GB,Transience,Amethystium,Mesmerized,46770,fwdbtn,fwdbtn,False,,spotify:track:6RZ5al0ehjna3EYgIZHoQe,2017-11-03T15:57:15Z
7497,GB,Avenged Sevenfold,Avenged Sevenfold,A Little Piece of Heaven,0,fwdbtn,fwdbtn,False,,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl,2017-10-17T17:00:14Z
5209,GB,Nightmare,Avenged Sevenfold,Nightmare,0,fwdbtn,fwdbtn,False,,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,2017-10-17T17:00:13Z
6336,GB,Dark Before Dawn,Breaking Benjamin,Angels Fall,4200,fwdbtn,fwdbtn,False,,spotify:track:7q6BhGVElCaDYQqL3VhO5w,2017-10-17T16:59:06Z
9124,GB,太鼓,Danger,22:41,768,fwdbtn,fwdbtn,False,,spotify:track:1wvwpqp33lJ90fMOZ9odG3,2021-11-02T17:02:22Z
12201,GB,Immortalized,Disturbed,Open Your Eyes,10,fwdbtn,fwdbtn,False,,spotify:track:34bimdZj8GMHEt8BiKVmie,2017-10-17T16:49:14Z
3058,GB,Someday We'll All Be Free,Donny Hathaway,Jealous Guy,130,fwdbtn,fwdbtn,False,,spotify:track:4ZMofBIe1948b23GZJriAd,2021-05-23T09:07:14Z
15326,GB,Someday We'll All Be Free,Donny Hathaway,Jealous Guy,586,fwdbtn,fwdbtn,False,,spotify:track:4ZMofBIe1948b23GZJriAd,2021-05-23T09:07:14Z
6803,GB,Eminem Presents The Re-Up,Eminem,Jimmy Crack Corn,690,fwdbtn,fwdbtn,False,,spotify:track:2wjJrxQMrQ7thWQQ62NmV8,2017-05-12T12:59:37Z
13302,GB,Eminem Presents The Re-Up,Eminem,Public Enemy #1,0,fwdbtn,fwdbtn,False,,spotify:track:5lkULyDWQM2eaJHEGzvfWH,2017-05-12T12:59:38Z
5786,GB,The Eminem Show,Eminem,'Till I Collapse,1840,fwdbtn,fwdbtn,False,,spotify:track:6yr8GiTHWvFfi4o6Q5ebdT,2018-04-04T14:44:58Z
8998,GB,The Eminem Show,Eminem,Soldier,1540,fwdbtn,fwdbtn,False,,spotify:track:0gD2cJRctfFy9RRvwf7BIJ,2017-02-19T06:26:30Z
3928,GB,Sigma,Epic Soul Factory,Everdream,367,fwdbtn,fwdbtn,False,,spotify:track:3j8kt4pX9Cwr5YJNafHR22,2017-11-03T15:56:20Z
7256,GB,The Rising Tied,Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),1630,fwdbtn,fwdbtn,False,,spotify:track:7pAT4dOUzjq8Ziap5ShIqC,2018-05-04T08:46:43Z
14525,GB,Witch Doctor,Hopsin,Witch Doctor,3020,fwdbtn,fwdbtn,False,,spotify:track:40CAbl6jnBFGoOs91k5Ut5,2018-05-03T12:57:26Z
12291,GB,Trust Fund Babies,Lil Wayne,Feelin' Like Tunechi,9486,fwdbtn,fwdbtn,False,,spotify:track:4HTY26kzdGCKJF1EqcRd2J,2021-10-12T15:15:23Z
9411,GB,Hybrid Theory,Linkin Park,In the End,390,fwdbtn,fwdbtn,False,,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,2017-10-17T17:01:33Z
9771,GB,One More Light,Linkin Park,Sharp Edges,0,fwdbtn,fwdbtn,False,,spotify:track:6c0I7CfL9ziGZN8yYkLppP,2017-10-17T17:00:14Z
8360,GB,Dead End in Tokyo,MAN WITH A MISSION,Give it Away - live from The World's On Fire Tour,2840,fwdbtn,fwdbtn,False,,spotify:track:4p76QBILNTOxXKLxyvaybz,2018-01-23T21:22:39Z
5870,GB,bloom,Machine Gun Kelly,Golden God,2657,fwdbtn,fwdbtn,False,,spotify:track:1pXVRYQ4NwwTUGRJk1GpHR,2018-05-04T15:00:09Z
9250,GB,Burn My Eyes,Machine Head,Davidian,151170,fwdbtn,fwdbtn,False,,spotify:track:3qHlBxD3acw5nrl7Padt0v,2016-06-06T14:55:45Z
7569,GB,Lost and Found,Mudvayne,Happy?,0,fwdbtn,fwdbtn,False,,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,2017-10-17T17:00:13Z
4170,GB,Crooked Teeth,Papa Roach,Bleeding Through,2050,fwdbtn,fwdbtn,False,,spotify:track:3IX7Bv6JMJaxxl2UNVhKON,2017-10-17T16:57:29Z
10102,GB,F.E.A.R.,Papa Roach,Falling Apart,0,fwdbtn,fwdbtn,False,,spotify:track:1Ka4sX789wNftDGgjCO2h7,2017-10-17T17:01:34Z
3747,GB,Metamorphosis,Papa Roach,Lifeline,50,fwdbtn,fwdbtn,False,,spotify:track:3t0joZWxGimZQu9phEoNvy,2017-10-17T16:53:21Z
10527,GB,The Connection,Papa Roach,Give Me Back My Life,1310,fwdbtn,fwdbtn,False,,spotify:track:0doMknYos5V6C4X0jEzxW4,2017-10-17T16:57:35Z
15158,GB,The Connection,Papa Roach,Still Swingin',2326,fwdbtn,fwdbtn,False,,spotify:track:7p0sSbjOo0c0edsfGapmHg,2017-09-28T13:10:13Z
5909,GB,Your Name (Original Motion Picture Soundtrack),RADWIMPS,Again to Goshintai,3621,fwdbtn,fwdbtn,False,,spotify:track:7klXc50VcsYOJDmAKUyHnr,2016-11-10T14:01:03Z
2953,GB,Your Name (Original Motion Picture Soundtrack),RADWIMPS,First View of Tokyo,1922,fwdbtn,fwdbtn,False,,spotify:track:1ZJx7gMNfCkHxNlcvOHUh6,2016-11-08T14:00:50Z
13548,GB,Courage To Grow,Rebelution,Safe And Sound,500,fwdbtn,fwdbtn,False,,spotify:track:286bpRdcpueYPc7gLIvrzU,2017-04-02T11:22:04Z
12866,GB,Knock You Down,RichaadEB,Knock You Down,1247,fwdbtn,fwdbtn,False,,spotify:track:0YyQQOOYrKeGeXBi6fnld5,2021-10-30T21:19:20Z
3615,GB,Gustav Kuhn / A Musical Portrait,Richard Wagner,"Die Walküre, WWV 86B: Walkürenritt",112968,fwdbtn,fwdbtn,False,,spotify:track:2bLQ47d9AdVqEFxUuupf8K,2016-06-16T15:03:39Z
4868,GB,Lofi of the Lost Woods,Rifti Beats,Title Theme,2316,fwdbtn,fwdbtn,False,,spotify:track:7DjdKd1YrFZSk9awQiMRDJ,2021-11-14T13:22:09Z
1092,GB,Karma and Effect,Seether,Remedy,1340,fwdbtn,fwdbtn,False,,spotify:track:1ghJ1EvIJuoluKOs0LC3Nj,2017-11-03T14:04:56Z
15751,GB,Rise,Skillet,Not Gonna Die,0,fwdbtn,fwdbtn,False,,spotify:track:2jfk3m8nq5IvB35s2xIs1O,2017-10-17T16:57:32Z
11497,GB,.5: The Gray Chapter,Slipknot,Killpop,0,fwdbtn,fwdbtn,False,,spotify:track:6AAZigYqOch79lKcrSBOv0,2017-10-17T16:50:09Z
