Student ID,Maths,English,Spanish,Science,Art,History,Geography
872,69,75,64,61,62,99,84
873,66,91,99,83,65,86,60
874,88,100,97,72,100,99,91
875,65,66,82,74,93,95,74
876,75,88,81,71,79,77,71
877,84,64,63,98,60,72,83
878,66,64,75,85,75,61,79
879,90,65,82,86,60,93,88
880,63,68,63,77,96,64,72
881,61,67,65,67,96,92,85
882,72,65,70,63,75,84,79
883,78,92,71,91,70,84,93
884,80,75,96,74,73,73,82
885,83,89,97,94,66,73,63
886,73,87,65,81,76,67,88
887,93,87,93,91,100,93,80
888,81,88,96,68,66,86,68
889,90,92,65,67,88,97,62
890,87,68,83,72,92,87,88
891,73,85,85,99,95,97,81
892,79,77,83,63,87,66,61
893,79,68,93,75,70,79,72
894,75,82,87,73,81,74,84
895,80,87,96,69,100,68,85
896,86,92,100,66,66,63,85
897,79,81,64,98,75,97,91
898,70,70,64,75,95,78,95
899,90,73,72,83,64,90,97
900,98,72,75,64,80,64,94
901,94,67,81,71,93,83,90
902,84,92,61,65,63,93,67
903,68,67,65,91,61,60,75
904,83,73,69,100,94,95,83
905,76,87,76,69,70,84,83
906,85,64,80,84,71,63,86
907,64,63,61,66,91,80,92
908,61,82,78,98,74,63,88
909,88,60,65,68,85,77,92
910,63,70,91,69,69,90,77
911,67,100,78,96,75,97,89
912,90,88,96,75,97,72,67
913,69,72,66,91,66,74,76
914,94,95,70,79,88,95,90
915,60,90,89,61,77,78,83
916,63,74,79,96,79,68,91
917,80,90,74,64,71,73,66
918,72,75,83,93,90,66,64
919,76,71,74,62,89,65,60
920,92,73,84,88,98,68,86
921,68,65,80,77,61,70,76
922,84,100,79,84,87,79,67
923,62,91,100,67,91,96,66
924,74,98,92,68,67,89,92
925,84,98,84,73,84,69,67
926,98,64,81,87,69,99,98
927,70,65,95,62,75,87,69
928,94,60,89,91,99,93,91
929,78,89,81,63,94,86,67
930,67,73,87,67,68,66,80
931,68,93,99,80,87,81,79
932,91,100,85,85,95,62,89
933,63,95,66,69,93,82,71
934,70,85,81,72,100,79,90
935,93,82,72,99,92,62,64
936,80,76,99,73,92,84,88
937,100,94,63,66,71,61,88
938,93,63,70,74,76,65,69
939,64,69,95,93,75,91,61
940,77,93,94,76,100,79,76
941,82,77,91,79,90,85,60
942,79,96,79,68,72,65,90
943,88,75,92,74,73,61,84
944,77,63,80,99,99,61,99
945,100,89,69,93,94,94,65
946,89,63,66,93,82,81,85
947,81,72,94,94,74,84,64
948,70,82,61,82,60,92,65
949,85,67,76,84,88,85,66
950,67,87,96,78,93,61,74
951,86,89,88,90,93,65,68
952,72,64,96,93,84,97,78
953,64,67,93,97,97,61,94
954,75,67,65,70,63,87,100
955,68,83,98,93,91,73,78
956,71,79,65,90,62,99,97
957,87,67,98,73,88,96,65
958,87,93,67,61,95,85,63
959,81,75,74,92,65,72,82
960,62,63,78,68,63,73,85
961,83,94,83,96,100,70,94
962,87,89,99,94,68,86,84
963,61,77,73,80,81,71,81
964,72,84,71,69,88,79,93
965,77,69,66,76,90,75,77
966,79,97,88,72,91,67,65
967,61,69,68,63,82,80,99
968,67,62,95,71,69,73,66
969,60,68,86,64,70,81,96
970,92,70,64,85,90,63,89
971,89,77,69,93,83,78,85
972,96,69,69,92,74,87,97
973,83,77,67,85,100,93,99
974,61,81,75,77,87,68,100
975,82,61,89,99,93,70,92
976,74,81,76,89,69,78,91
977,90,65,74,82,64,84,97
978,62,91,82,85,62,64,80
979,62,88,93,72,75,80,88
980,65,71,71,73,96,97,83
981,97,75,75,94,93,69,80
982,86,97,85,99,87,99,71
983,65,99,60,89,77,94,70
984,80,61,97,85,74,67,68
985,61,96,94,94,83,96,75
986,74,77,70,94,87,80,82
987,61,88,74,68,75,82,70
988,75,87,71,85,92,91,98
989,77,96,69,63,79,78,86
990,81,70,78,89,82,84,75
991,64,82,94,61,67,96,78
992,71,84,65,65,96,89,69
993,87,61,94,95,64,81,87
994,79,82,85,95,66,89,73
995,72,84,76,88,77,96,62
996,100,85,83,91,91,95,64
997,97,96,87,80,97,80,93
998,86,89,77,94,65,73,84
999,63,65,87,76,98,60,69
1000,85,79,85,60,98,84,65
