Session #,Customer ID,Song Order,Date,Artist,Song
5,aa0846,8,22/12/2020 23:18:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
102,6b550c,1,04/01/2021 22:00:00,TLC,No Scrubs
61,3fdc46,1,31/12/2020 04:00:00,Pinkfong,Baby Shark
61,3fdc46,2,31/12/2020 04:03:00,Frank Sinatra,New York New York
61,3fdc46,3,31/12/2020 04:06:00,Vanilla Ice,Ice Ice Baby
61,3fdc46,4,31/12/2020 04:09:00,Loren Allred,Never Enough (The Greatest Showman)
90,f97dbd,1,03/01/2021 11:00:00,The Lion King,Can You Feel The Love Tonight
90,f97dbd,2,03/01/2021 11:02:00,Ed Sheeran & Justin Bieber,I Don’t Care
264,9e17fe,1,25/01/2021 20:00:00,John Denver,"Take Me Home, Country Roads"
264,9e17fe,2,25/01/2021 20:03:00,Alexandra Burke,Hallelujah
221,c083ec,1,20/01/2021 09:00:00,ABBA,Waterloo
221,c083ec,2,20/01/2021 09:03:00,Bon Jovi,Livin’ On A Prayer
221,c083ec,3,20/01/2021 09:05:00,Journey,Don’t Stop Believin’
221,c083ec,4,20/01/2021 09:08:00,Neil Diamond,Sweet Caroline
94,873117,1,04/01/2021 11:00:00,George Ezra,Shotgun
94,873117,2,04/01/2021 11:02:00,Queen,Don’t Stop Me Now
268,8d850e,1,26/01/2021 12:00:00,Dolly Parton & Kenny Rogers,Islands In The Stream
268,8d850e,2,26/01/2021 12:03:00,Frozen,Let It Go
92,bdc39c,1,04/01/2021 07:00:00,The Lion King,Hakuna Matata
270,bdc39c,1,26/01/2021 16:00:00,Wheatus,Teenage Dirtbag
148,16fc7f,1,10/01/2021 18:00:00,Estelle Ft. Kanye West,American Boy
179,01fc7c,1,14/01/2021 15:00:00,Ed Sheeran & Justin Bieber,I Don’t Care
220,45c142,1,20/01/2021 04:00:00,Beyonce,Single Ladies (Put A Ring On It)
220,45c142,2,20/01/2021 04:03:00,Taylor Swift,Shake It Off
220,45c142,3,20/01/2021 04:05:00,ABBA,Gimme Gimme Gimme
220,45c142,4,20/01/2021 04:07:00,The Little Mermaid,Under The Sea
174,a3f849,1,13/01/2021 20:00:00,Aladdin,A Whole New World
174,a3f849,2,13/01/2021 20:03:00,Robbie Williams,Angels
174,a3f849,3,13/01/2021 20:06:00,Gloria Gaynor,I Will Survive
42,b5f816,1,28/12/2020 16:00:00,Bonnie Tyler,Total Eclipse Of The Heart
123,a242ac,1,07/01/2021 09:00:00,Pinkfong,Baby Shark
123,a242ac,2,07/01/2021 09:03:00,Estelle Ft. Kanye West,American Boy
123,a242ac,3,07/01/2021 09:06:00,Aqua,Barbie Girl
123,a242ac,4,07/01/2021 09:08:00,Gloria Gaynor,I Will Survive
123,a242ac,5,07/01/2021 09:10:00,High School Musical,Breaking Free
123,a242ac,6,07/01/2021 09:13:00,Wham!,Last Christmas
123,a242ac,7,07/01/2021 09:15:00,Ed Sheeran,Castle On The Hill
123,a242ac,8,07/01/2021 09:18:00,Kings Of Leon,Sex Is On Fire
123,a242ac,9,07/01/2021 09:20:00,Kings Of Leon,Sex Is On Fire
123,a242ac,10,07/01/2021 09:22:00,Eminem,Lose Yourself
297,707b62,1,01/02/2021 21:00:00,The Lion King,I Just Can’t Wait To Be King
82,b919e0,1,02/01/2021 22:00:00,Elton John,Your Song
256,a59dd7,1,25/01/2021 00:00:00,Will Smith,The Fresh Prince Of Bel Air
256,a59dd7,2,25/01/2021 00:02:00,Estelle Ft. Kanye West,American Boy
256,a59dd7,3,25/01/2021 00:05:00,Outkast,Hey Ya
256,a59dd7,4,25/01/2021 00:08:00,Spice Girls,Wannabe
132,3fdc46,1,09/01/2021 06:00:00,ABBA,Gimme Gimme Gimme
109,732ed3,1,05/01/2021 14:00:00,Mariah Carey,All I Want For Christmas Is You
109,732ed3,2,05/01/2021 14:02:00,Oasis,Don’t Look Back In Anger
109,732ed3,3,05/01/2021 14:05:00,Ed Sheeran,Castle On The Hill
213,75594b,1,19/01/2021 04:00:00,Anne-Marie,2002
213,75594b,2,19/01/2021 04:03:00,Cher,Believe
213,75594b,3,19/01/2021 04:06:00,Kesha,This Is Me (Greatest Showman)
186,74e4cd,1,15/01/2021 12:00:00,Journey,Don’t Stop Believin’
51,01fc7c,1,30/12/2020 02:00:00,Queen,Don’t Stop Me Now
51,01fc7c,2,30/12/2020 02:03:00,Outkast,Hey Ya
51,01fc7c,3,30/12/2020 02:06:00,Billie Eilish,Bad Guy
51,01fc7c,4,30/12/2020 02:08:00,Lady Gaga & Bradley Cooper,Shallow
51,01fc7c,5,30/12/2020 02:11:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
51,01fc7c,6,30/12/2020 02:14:00,Ed Sheeran,Perfect
51,01fc7c,7,30/12/2020 02:16:00,Grease,You’re The One That I Want
150,f97dbd,1,10/01/2021 23:00:00,Dirty Dancing,The Time Of My Life
251,ccee6c,1,24/01/2021 05:00:00,The Greatest Showman,A Million Dreams
251,ccee6c,2,24/01/2021 05:03:00,High School Musical,Breaking Free
251,ccee6c,3,24/01/2021 05:06:00,Alexandra Burke,Hallelujah
251,ccee6c,4,24/01/2021 05:09:00,Oasis,Wonderwall
130,cc86ee,1,08/01/2021 20:00:00,ABBA,Waterloo
130,cc86ee,2,08/01/2021 20:03:00,Frozen,Let It Go
130,cc86ee,3,08/01/2021 20:05:00,Will Smith,The Fresh Prince Of Bel Air
130,cc86ee,4,08/01/2021 20:07:00,Anne-Marie,2002
50,0cf9e6,1,29/12/2020 22:00:00,Frank Sinatra,New York New York
50,0cf9e6,2,29/12/2020 22:03:00,ABBA,Waterloo
50,0cf9e6,3,29/12/2020 22:06:00,Vanilla Ice,Ice Ice Baby
50,0cf9e6,4,29/12/2020 22:09:00,TLC,No Scrubs
165,a5632d,1,12/01/2021 11:00:00,Destiny’s Child,Say My Name
165,a5632d,2,12/01/2021 11:02:00,Will Smith,The Fresh Prince Of Bel Air
48,b33ec1,1,29/12/2020 15:00:00,The Proclaimers,I’m Gonna Be (500 Miles)
48,b33ec1,2,29/12/2020 15:03:00,Tones And I,Dance Monkey
48,b33ec1,3,29/12/2020 15:06:00,The Beatles,Hey Jude
48,b33ec1,4,29/12/2020 15:09:00,The Proclaimers,I’m Gonna Be (500 Miles)
48,b33ec1,5,29/12/2020 15:12:00,Dua Lipa,New Rules
37,8dc987,1,27/12/2020 16:00:00,Shawn Mendes & Camila Cabello,Senorita
37,8dc987,2,27/12/2020 16:03:00,Alexandra Burke,Hallelujah
197,a9f512,1,16/01/2021 23:00:00,Lewis Capaldi,Someone You Loved
197,a9f512,2,16/01/2021 23:03:00,The Lion King,Can You Feel The Love Tonight
197,a9f512,3,16/01/2021 23:05:00,Aladdin,A Whole New World
197,a9f512,4,16/01/2021 23:08:00,Kesha,This Is Me (Greatest Showman)
197,a9f512,5,16/01/2021 23:11:00,Alexandra Burke,Hallelujah
227,d5fcf7,1,21/01/2021 06:00:00,Dolly Parton,9 To 5
227,d5fcf7,2,21/01/2021 06:02:00,The Greatest Showman,A Million Dreams
227,d5fcf7,3,21/01/2021 06:05:00,Toto,Africa
227,d5fcf7,4,21/01/2021 06:08:00,Moana,How Far I’ll Go
227,d5fcf7,5,21/01/2021 06:11:00,Oasis,Don’t Look Back In Anger
214,45c142,1,19/01/2021 07:00:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
214,45c142,2,19/01/2021 07:02:00,Tones And I,Dance Monkey
214,45c142,3,19/01/2021 07:05:00,Britney Spears,Baby One More Time
214,45c142,4,19/01/2021 07:07:00,High School Musical,Breaking Free
214,45c142,5,19/01/2021 07:10:00,High School Musical,Breaking Free
214,45c142,6,19/01/2021 07:13:00,Kings Of Leon,Sex Is On Fire
214,45c142,7,19/01/2021 07:15:00,Aladdin,A Whole New World
214,45c142,8,19/01/2021 07:18:00,Spice Girls,Wannabe
214,45c142,9,19/01/2021 07:20:00,Eminem,Lose Yourself
214,45c142,10,19/01/2021 07:23:00,Billie Eilish,Bad Guy
14,51a416,1,24/12/2020 08:00:00,Ed Sheeran,Perfect
14,51a416,2,24/12/2020 08:02:00,Mariah Carey,All I Want For Christmas Is You
209,f0549d,1,18/01/2021 17:00:00,Wheatus,Teenage Dirtbag
209,f0549d,2,18/01/2021 17:03:00,Beyonce,Single Ladies (Put A Ring On It)
209,f0549d,3,18/01/2021 17:06:00,Frozen,Let It Go
209,f0549d,4,18/01/2021 17:08:00,Oasis,Wonderwall
116,e43422,1,06/01/2021 15:00:00,Frank Sinatra,New York New York
116,e43422,2,06/01/2021 15:03:00,John Denver,"Take Me Home, Country Roads"
116,e43422,3,06/01/2021 15:06:00,Cher,Believe
294,5ddb51,1,01/02/2021 13:00:00,Cher,Believe
294,5ddb51,2,01/02/2021 13:03:00,ABBA,Mamma Mia
248,a242ac,1,23/01/2021 19:00:00,The Lion King,Hakuna Matata
58,29505,1,30/12/2020 23:00:00,ABBA,Dancing Queen
58,29505,2,30/12/2020 23:02:00,Dirty Dancing,The Time Of My Life
124,498a45,1,07/01/2021 19:00:00,The Weather Girls,It’s Raining Men
124,498a45,2,07/01/2021 19:02:00,Kings Of Leon,Sex Is On Fire
124,498a45,3,07/01/2021 19:04:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
124,498a45,4,07/01/2021 19:07:00,Frank Sinatra,New York New York
99,ccee6c,1,04/01/2021 18:00:00,John Denver,"Take Me Home, Country Roads"
99,ccee6c,2,04/01/2021 18:03:00,Dua Lipa,New Rules
67,ddd7ca,1,31/12/2020 20:00:00,Guns N’ Roses,Sweet Child O’ Mine
67,ddd7ca,2,31/12/2020 20:02:00,Taylor Swift,Shake It Off
67,ddd7ca,3,31/12/2020 20:04:00,Aqua,Barbie Girl
273,2.56E+06,1,26/01/2021 23:00:00,The Human League,Don’t You Want Me Baby
273,2.56E+06,2,26/01/2021 23:03:00,The Weather Girls,It’s Raining Men
273,2.56E+06,3,26/01/2021 23:05:00,Ava Max,Sweet But Psycho
273,2.56E+06,4,26/01/2021 23:08:00,The Pogues,Fairytale Of New York
128,b0c352,1,08/01/2021 15:00:00,Ed Sheeran,Perfect
128,b0c352,2,08/01/2021 15:02:00,Moana,How Far I’ll Go
128,b0c352,3,08/01/2021 15:05:00,High School Musical,Breaking Free
118,cda151,1,06/01/2021 19:00:00,Pinkfong,Baby Shark
118,cda151,2,06/01/2021 19:03:00,Ed Sheeran,Perfect
118,cda151,3,06/01/2021 19:05:00,John Denver,"Take Me Home, Country Roads"
118,cda151,4,06/01/2021 19:08:00,A-Ha,Take On Me
118,cda151,5,06/01/2021 19:10:00,High School Musical,Breaking Free
118,cda151,6,06/01/2021 19:13:00,Shawn Mendes & Camila Cabello,Senorita
118,cda151,7,06/01/2021 19:16:00,Dolly Parton,9 To 5
118,cda151,8,06/01/2021 19:18:00,The Pogues,Fairytale Of New York
292,b919e0,1,31/01/2021 17:00:00,Pinkfong,Baby Shark
292,b919e0,2,31/01/2021 17:03:00,Tones And I,Dance Monkey
292,b919e0,3,31/01/2021 17:06:00,Pinkfong,Baby Shark
292,b919e0,4,31/01/2021 17:09:00,Guns N’ Roses,Sweet Child O’ Mine
292,b919e0,5,31/01/2021 17:11:00,Mark Ronson Ft. Amy Winehouse,Valerie
292,b919e0,6,31/01/2021 17:14:00,Beyonce,Single Ladies (Put A Ring On It)
292,b919e0,7,31/01/2021 17:17:00,Mark Ronson Ft. Amy Winehouse,Valerie
292,b919e0,8,31/01/2021 17:20:00,Dolly Parton,9 To 5
292,b919e0,9,31/01/2021 17:22:00,The Little Mermaid,Under The Sea
292,b919e0,10,31/01/2021 17:24:00,Ed Sheeran,Perfect
292,b919e0,11,31/01/2021 17:26:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
292,b919e0,12,31/01/2021 17:29:00,Grease,You’re The One That I Want
292,b919e0,13,31/01/2021 17:31:00,Camilla Cabello Ft. Young Thug,Havana
292,b919e0,14,31/01/2021 17:33:00,Loren Allred,Never Enough (The Greatest Showman)
198,ffa716,1,17/01/2021 04:00:00,High School Musical,Breaking Free
198,ffa716,2,17/01/2021 04:03:00,High School Musical,Breaking Free
198,ffa716,3,17/01/2021 04:06:00,George Ezra,Shotgun
198,ffa716,4,17/01/2021 04:08:00,Loren Allred,Never Enough (The Greatest Showman)
198,ffa716,5,17/01/2021 04:10:00,Will Smith,The Fresh Prince Of Bel Air
198,ffa716,6,17/01/2021 04:12:00,Grease,You’re The One That I Want
225,498a45,1,21/01/2021 00:00:00,Guns N’ Roses,Sweet Child O’ Mine
235,509ec8,1,22/01/2021 10:00:00,Dirty Dancing,The Time Of My Life
235,509ec8,2,22/01/2021 10:03:00,The Proclaimers,I’m Gonna Be (500 Miles)
235,509ec8,3,22/01/2021 10:06:00,Spice Girls,Wannabe
215,ddd7ca,1,19/01/2021 17:00:00,Britney Spears,Toxic
215,ddd7ca,2,19/01/2021 17:03:00,Britney Spears,Toxic
170,74e4cd,1,13/01/2021 00:00:00,Whitney Houston,I Wanna Dance With Somebody
170,74e4cd,2,13/01/2021 00:03:00,Cher,Believe
170,74e4cd,3,13/01/2021 00:06:00,Kesha,This Is Me (Greatest Showman)
170,74e4cd,4,13/01/2021 00:09:00,Elton John & Kiki Dee,Don’t Go Breaking My Heart
170,74e4cd,5,13/01/2021 00:11:00,George Ezra,Shotgun
170,74e4cd,6,13/01/2021 00:13:00,Spice Girls,Wannabe
170,74e4cd,7,13/01/2021 00:15:00,Dirty Dancing,The Time Of My Life
170,74e4cd,8,13/01/2021 00:18:00,Mariah Carey,All I Want For Christmas Is You
172,a2b2d8,1,13/01/2021 11:00:00,Ed Sheeran,Castle On The Hill
172,a2b2d8,2,13/01/2021 11:03:00,Loren Allred,Never Enough (The Greatest Showman)
172,a2b2d8,3,13/01/2021 11:05:00,The Pogues,Fairytale Of New York
172,a2b2d8,4,13/01/2021 11:07:00,The Pogues,Fairytale Of New York
172,a2b2d8,5,13/01/2021 11:09:00,Alexandra Burke,Hallelujah
172,a2b2d8,6,13/01/2021 11:12:00,Ed Sheeran,Shape Of You
172,a2b2d8,7,13/01/2021 11:15:00,ABBA,Waterloo
172,a2b2d8,8,13/01/2021 11:18:00,Ed Sheeran,Shape Of You
144,d93ab5,1,10/01/2021 10:00:00,Shania Twain,Man! I Feel Like A Woman
7,15885d,1,23/12/2020 08:00:00,Frank Sinatra,My Way
7,15885d,2,23/12/2020 08:03:00,Little Mix,Shout Out To My Ex
7,15885d,3,23/12/2020 08:06:00,Frank Sinatra,New York New York
7,15885d,4,23/12/2020 08:09:00,Ed Sheeran,Shape Of You
147,4eb901,1,10/01/2021 15:00:00,Pinkfong,Baby Shark
147,4eb901,2,10/01/2021 15:03:00,Wheatus,Teenage Dirtbag
147,4eb901,3,10/01/2021 15:06:00,The Little Mermaid,Part Of Your World
131,bf513b,1,09/01/2021 01:00:00,Guns N’ Roses,Sweet Child O’ Mine
131,bf513b,2,09/01/2021 01:02:00,Cher,Believe
131,bf513b,3,09/01/2021 01:05:00,The Greatest Showman,A Million Dreams
131,bf513b,4,09/01/2021 01:08:00,Grease,Summer Nights
131,bf513b,5,09/01/2021 01:10:00,Bonnie Tyler,Total Eclipse Of The Heart
141,a5632d,1,10/01/2021 02:00:00,The Little Mermaid,Under The Sea
141,a5632d,2,10/01/2021 02:02:00,Queen,We Will Rock You
26,c01ecb,1,26/12/2020 06:00:00,Estelle Ft. Kanye West,American Boy
26,c01ecb,2,26/12/2020 06:03:00,ABBA,Waterloo
26,c01ecb,3,26/12/2020 06:06:00,Bonnie Tyler,Total Eclipse Of The Heart
169,8d850e,1,12/01/2021 23:00:00,ABBA,Gimme Gimme Gimme
31,4b11b8,1,26/12/2020 21:00:00,Queen,I Want To Break Free
31,4b11b8,2,26/12/2020 21:03:00,Aqua,Barbie Girl
31,4b11b8,3,26/12/2020 21:05:00,ABBA,Dancing Queen
31,4b11b8,4,26/12/2020 21:07:00,Dua Lipa,New Rules
31,4b11b8,5,26/12/2020 21:10:00,Elton John,Your Song
31,4b11b8,6,26/12/2020 21:12:00,Frank Sinatra,My Way
31,4b11b8,7,26/12/2020 21:15:00,Toto,Africa
31,4b11b8,8,26/12/2020 21:18:00,Ava Max,Sweet But Psycho
40,8d850e,1,28/12/2020 03:00:00,Britney Spears,Toxic
40,8d850e,2,28/12/2020 03:03:00,Queen,I Want To Break Free
40,8d850e,3,28/12/2020 03:06:00,Bonnie Tyler,Total Eclipse Of The Heart
40,8d850e,4,28/12/2020 03:09:00,Backstreet Boys,Everybody
40,8d850e,5,28/12/2020 03:11:00,The Lion King,Hakuna Matata
40,8d850e,6,28/12/2020 03:13:00,ABBA,Mamma Mia
40,8d850e,7,28/12/2020 03:15:00,The Lion King,Can You Feel The Love Tonight
40,8d850e,8,28/12/2020 03:17:00,John Denver,"Take Me Home, Country Roads"
40,8d850e,9,28/12/2020 03:20:00,Outkast,Hey Ya
40,8d850e,10,28/12/2020 03:23:00,Elton John,Your Song
40,8d850e,11,28/12/2020 03:25:00,The Human League,Don’t You Want Me Baby
17,c01ecb,1,24/12/2020 15:00:00,Ariana Grande,7 Rings
156,2e5db7,1,11/01/2021 10:00:00,Ed Sheeran,Perfect
105,ad5f75,1,05/01/2021 02:00:00,Beyonce,Single Ladies (Put A Ring On It)
233,41c5b3,1,22/01/2021 02:00:00,Grease,Summer Nights
233,41c5b3,2,22/01/2021 02:02:00,Aladdin,A Whole New World
233,41c5b3,3,22/01/2021 02:05:00,Dirty Dancing,The Time Of My Life
10,01fc7c,1,23/12/2020 17:00:00,Ike And Tina Turner,Proud Mary
10,01fc7c,2,23/12/2020 17:02:00,Whitney Houston,I Wanna Dance With Somebody
10,01fc7c,3,23/12/2020 17:05:00,The Proclaimers,I’m Gonna Be (500 Miles)
10,01fc7c,4,23/12/2020 17:08:00,Lady Gaga & Bradley Cooper,Shallow
10,01fc7c,5,23/12/2020 17:11:00,Pinkfong,Baby Shark
10,01fc7c,6,23/12/2020 17:14:00,The Lion King,I Just Can’t Wait To Be King
10,01fc7c,7,23/12/2020 17:16:00,The Proclaimers,I’m Gonna Be (500 Miles)
91,4b11b8,1,03/01/2021 13:00:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
91,4b11b8,2,03/01/2021 13:02:00,Backstreet Boys,Everybody
91,4b11b8,3,03/01/2021 13:04:00,Oasis,Wonderwall
91,4b11b8,4,03/01/2021 13:06:00,Loren Allred,Never Enough (The Greatest Showman)
91,4b11b8,5,03/01/2021 13:08:00,Luis Fonsi & Daddy Yankee,Despacito
91,4b11b8,6,03/01/2021 13:10:00,Moana,How Far I’ll Go
91,4b11b8,7,03/01/2021 13:13:00,Oasis,Wonderwall
91,4b11b8,8,03/01/2021 13:15:00,Mariah Carey,All I Want For Christmas Is You
91,4b11b8,9,03/01/2021 13:17:00,Robbie Williams,Angels
91,4b11b8,10,03/01/2021 13:20:00,Britney Spears,Toxic
91,4b11b8,11,03/01/2021 13:23:00,Cher,Believe
91,4b11b8,12,03/01/2021 13:26:00,The Lion King,Can You Feel The Love Tonight
91,4b11b8,13,03/01/2021 13:28:00,John Denver,"Take Me Home, Country Roads"
91,4b11b8,14,03/01/2021 13:31:00,Britney Spears,Toxic
91,4b11b8,15,03/01/2021 13:34:00,Loren Allred,Never Enough (The Greatest Showman)
91,4b11b8,16,03/01/2021 13:36:00,ABBA,Dancing Queen
91,4b11b8,17,03/01/2021 13:38:00,Spice Girls,Wannabe
91,4b11b8,18,03/01/2021 13:40:00,ABBA,Waterloo
265,a0a25c,1,25/01/2021 22:00:00,Whitney Houston,I Wanna Dance With Somebody
265,a0a25c,2,25/01/2021 22:03:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
265,a0a25c,3,25/01/2021 22:06:00,TLC,No Scrubs
35,5f56ac,1,27/12/2020 11:00:00,Taylor Swift,Shake It Off
35,5f56ac,2,27/12/2020 11:02:00,Camilla Cabello Ft. Young Thug,Havana
59,bdc39c,1,31/12/2020 02:00:00,Ed Sheeran,Shape Of You
46,74e4cd,1,29/12/2020 05:00:00,Britney Spears,Baby One More Time
46,74e4cd,2,29/12/2020 05:02:00,Ed Sheeran,Perfect
46,74e4cd,3,29/12/2020 05:04:00,Cher,Believe
46,74e4cd,4,29/12/2020 05:07:00,Anne-Marie,2002
46,74e4cd,5,29/12/2020 05:10:00,Ike And Tina Turner,Proud Mary
46,74e4cd,6,29/12/2020 05:12:00,Kings Of Leon,Sex Is On Fire
46,74e4cd,7,29/12/2020 05:14:00,Frank Sinatra,My Way
46,74e4cd,8,29/12/2020 05:17:00,Elvis Presley,Suspicious Minds
245,749ebe,1,23/01/2021 16:00:00,Oasis,Don’t Look Back In Anger
89,c3e2e0,1,03/01/2021 10:00:00,Pinkfong,Baby Shark
267,ce0bf2,1,26/01/2021 07:00:00,Dolly Parton,9 To 5
267,ce0bf2,2,26/01/2021 07:02:00,Bon Jovi,Livin’ On A Prayer
267,ce0bf2,3,26/01/2021 07:04:00,A-Ha,Take On Me
267,ce0bf2,4,26/01/2021 07:06:00,The Little Mermaid,Under The Sea
267,ce0bf2,5,26/01/2021 07:08:00,George Ezra,Shotgun
53,2f626e,1,30/12/2020 10:00:00,ABBA,Waterloo
53,2f626e,2,30/12/2020 10:03:00,Tones And I,Dance Monkey
52,de547f,1,30/12/2020 09:00:00,Ed Sheeran,Perfect
111,40b63a,1,05/01/2021 22:00:00,ABBA,Gimme Gimme Gimme
111,40b63a,2,05/01/2021 22:02:00,Aqua,Barbie Girl
111,40b63a,3,05/01/2021 22:04:00,Camilla Cabello Ft. Young Thug,Havana
57,2bb0da,1,30/12/2020 21:00:00,Spice Girls,Wannabe
57,2bb0da,2,30/12/2020 21:02:00,Bon Jovi,Livin’ On A Prayer
86,a04f42,1,03/01/2021 04:00:00,Oasis,Don’t Look Back In Anger
86,a04f42,2,03/01/2021 04:03:00,Neil Diamond,Sweet Caroline
86,a04f42,3,03/01/2021 04:06:00,Grease,Summer Nights
260,2e5db7,1,25/01/2021 13:00:00,Mariah Carey,All I Want For Christmas Is You
72,e43422,1,01/01/2021 13:00:00,Shawn Mendes & Camila Cabello,Senorita
72,e43422,2,01/01/2021 13:03:00,Will Smith,The Fresh Prince Of Bel Air
72,e43422,3,01/01/2021 13:05:00,Ed Sheeran,Perfect
72,e43422,4,01/01/2021 13:07:00,Wham!,Last Christmas
72,e43422,5,01/01/2021 13:09:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
72,e43422,6,01/01/2021 13:11:00,Shania Twain,Man! I Feel Like A Woman
72,e43422,7,01/01/2021 13:14:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
282,a18ee9,1,29/01/2021 05:00:00,Elton John & Kiki Dee,Don’t Go Breaking My Heart
282,a18ee9,2,29/01/2021 05:02:00,Luis Fonsi & Daddy Yankee,Despacito
282,a18ee9,3,29/01/2021 05:04:00,Ed Sheeran,Perfect
282,a18ee9,4,29/01/2021 05:06:00,Shania Twain,Man! I Feel Like A Woman
282,a18ee9,5,29/01/2021 05:09:00,Journey,Don’t Stop Believin’
282,a18ee9,6,29/01/2021 05:12:00,Neil Diamond,Sweet Caroline
282,a18ee9,7,29/01/2021 05:15:00,A-Ha,Take On Me
282,a18ee9,8,29/01/2021 05:17:00,Bon Jovi,Livin’ On A Prayer
282,a18ee9,9,29/01/2021 05:19:00,Dolly Parton,Jolene
126,f0549d,1,08/01/2021 02:00:00,The Lion King,I Just Can’t Wait To Be King
126,f0549d,2,08/01/2021 02:02:00,Ava Max,Sweet But Psycho
126,f0549d,3,08/01/2021 02:05:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
126,f0549d,4,08/01/2021 02:08:00,Will Smith,The Fresh Prince Of Bel Air
126,f0549d,5,08/01/2021 02:10:00,Frank Sinatra,New York New York
126,f0549d,6,08/01/2021 02:13:00,Aqua,Barbie Girl
229,80244a,1,21/01/2021 12:00:00,Frank Sinatra,New York New York
229,80244a,2,21/01/2021 12:03:00,The Lion King,I Just Can’t Wait To Be King
229,80244a,3,21/01/2021 12:05:00,Gloria Gaynor,I Will Survive
85,16fc7f,1,03/01/2021 02:00:00,The Lion King,I Just Can’t Wait To Be King
85,16fc7f,2,03/01/2021 02:02:00,Pinkfong,Baby Shark
263,0becb9,1,25/01/2021 17:00:00,Bon Jovi,Livin’ On A Prayer
263,0becb9,2,25/01/2021 17:02:00,Frank Sinatra,My Way
263,0becb9,3,25/01/2021 17:05:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
211,8e86fe,1,18/01/2021 22:00:00,Journey,Don’t Stop Believin’
211,8e86fe,2,18/01/2021 22:03:00,Bon Jovi,Livin’ On A Prayer
211,8e86fe,3,18/01/2021 22:05:00,The Little Mermaid,Under The Sea
211,8e86fe,4,18/01/2021 22:07:00,Ed Sheeran,Castle On The Hill
28,2bb0da,1,26/12/2020 12:00:00,Mark Ronson Ft. Amy Winehouse,Valerie
28,2bb0da,2,26/12/2020 12:03:00,Lil Nas X,Old Town Road
28,2bb0da,3,26/12/2020 12:06:00,ABBA,Gimme Gimme Gimme
28,2bb0da,4,26/12/2020 12:08:00,The Lion King,Can You Feel The Love Tonight
28,2bb0da,5,26/12/2020 12:10:00,Ed Sheeran,Castle On The Hill
28,2bb0da,6,26/12/2020 12:13:00,The Little Mermaid,Under The Sea
28,2bb0da,7,26/12/2020 12:15:00,Ed Sheeran,Shape Of You
164,793a1c,1,11/01/2021 23:00:00,Tones And I,Dance Monkey
164,793a1c,2,11/01/2021 23:03:00,Dolly Parton & Kenny Rogers,Islands In The Stream
164,793a1c,3,11/01/2021 23:06:00,Will Smith,The Fresh Prince Of Bel Air
164,793a1c,4,11/01/2021 23:08:00,ABBA,Gimme Gimme Gimme
164,793a1c,5,11/01/2021 23:10:00,Dirty Dancing,The Time Of My Life
164,793a1c,6,11/01/2021 23:13:00,ABBA,Dancing Queen
164,793a1c,7,11/01/2021 23:15:00,Backstreet Boys,I Want It That Way
164,793a1c,8,11/01/2021 23:17:00,Neil Diamond,Sweet Caroline
164,793a1c,9,11/01/2021 23:20:00,Ed Sheeran & Justin Bieber,I Don’t Care
164,793a1c,10,11/01/2021 23:23:00,Mariah Carey,All I Want For Christmas Is You
164,793a1c,11,11/01/2021 23:25:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
164,793a1c,12,11/01/2021 23:27:00,Pinkfong,Baby Shark
74,749ebe,1,01/01/2021 21:00:00,The Pogues,Fairytale Of New York
74,749ebe,2,01/01/2021 21:02:00,George Ezra,Shotgun
74,749ebe,3,01/01/2021 21:04:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
74,749ebe,4,01/01/2021 21:07:00,Estelle Ft. Kanye West,American Boy
280,509ec8,1,28/01/2021 14:00:00,Cher,Believe
280,509ec8,2,28/01/2021 14:03:00,Frank Sinatra,New York New York
280,509ec8,3,28/01/2021 14:06:00,Oasis,Don’t Look Back In Anger
280,509ec8,4,28/01/2021 14:09:00,Kesha,This Is Me (Greatest Showman)
280,509ec8,5,28/01/2021 14:12:00,Queen,Don’t Stop Me Now
280,509ec8,6,28/01/2021 14:15:00,Gloria Gaynor,I Will Survive
280,509ec8,7,28/01/2021 14:17:00,Anne-Marie,2002
280,509ec8,8,28/01/2021 14:20:00,Robbie Williams,Angels
280,509ec8,9,28/01/2021 14:23:00,The Proclaimers,I’m Gonna Be (500 Miles)
280,509ec8,10,28/01/2021 14:26:00,Kings Of Leon,Sex Is On Fire
280,509ec8,11,28/01/2021 14:28:00,Eminem,Lose Yourself
280,509ec8,12,28/01/2021 14:31:00,Kesha,This Is Me (Greatest Showman)
280,509ec8,13,28/01/2021 14:34:00,The Little Mermaid,Under The Sea
