Trade Order,Sector,Purchase Price,Previous_Trades
263,Miscellaneous,53794.03,69
264,Miscellaneous,10195.05,70
265,Miscellaneous,34006.38,71
266,Miscellaneous,32370.7,72
267,Miscellaneous,13233.2,73
268,Miscellaneous,83853.36,74
269,Miscellaneous,17416.93,75
270,Miscellaneous,22532.76,76
271,Miscellaneous,25665.11,77
272,Miscellaneous,3525.72,78
273,Miscellaneous,21532.2,79
274,Miscellaneous,6028.15,80
275,Miscellaneous,73540.05,81
276,Miscellaneous,59948.9,82
277,Miscellaneous,11676.35,83
278,Miscellaneous,66572.16,84
279,Miscellaneous,1902.95,85
280,Miscellaneous,51525.84,86
281,Miscellaneous,33512.84,87
282,Miscellaneous,91687.59,88
283,Miscellaneous,79645.07,89
284,Miscellaneous,7380.1,90
285,Miscellaneous,54315.15,91
286,Miscellaneous,72842.44,92
287,Miscellaneous,50668.54,93
288,Miscellaneous,37866.28,94
289,Miscellaneous,22965.18,95
290,Miscellaneous,33472.83,96
291,Miscellaneous,77314.61,97
292,Miscellaneous,30068.54,98
293,Miscellaneous,70400.55,99
294,Miscellaneous,17831.92,100
372,Public Utilities,2871.09,1
373,Public Utilities,3434.64,2
374,Public Utilities,12994.85,3
375,Public Utilities,90751.02,4
376,Public Utilities,22127.39,5
377,Public Utilities,32946.96,6
378,Public Utilities,12452.82,7
379,Public Utilities,87435.35,8
380,Public Utilities,52355.37,9
381,Public Utilities,21810.85,10
382,Public Utilities,97224.88,11
383,Public Utilities,16603.92,12
384,Public Utilities,10247.91,13
385,Public Utilities,83825.62,14
386,Public Utilities,13661.38,15
387,Public Utilities,4316.8,16
388,Public Utilities,36914.51,17
389,Public Utilities,45047.8,18
390,Public Utilities,23201.7,19
391,Public Utilities,33984.35,20
392,Public Utilities,69220.88,21
393,Public Utilities,40229.96,22
394,Public Utilities,7220.47,23
395,Public Utilities,43170.19,24
396,Public Utilities,71642.46,25
397,Public Utilities,62249.85,26
398,Public Utilities,65069.38,27
399,Public Utilities,72537.14,28
400,Public Utilities,61478.84,29
401,Public Utilities,21885.44,30
402,Public Utilities,87736.63,31
403,Public Utilities,18830.38,32
404,Public Utilities,29071.16,33
405,Public Utilities,68248.61,34
406,Public Utilities,16057.29,35
407,Public Utilities,32274.07,36
408,Public Utilities,64980.74,37
409,Public Utilities,97743.73,38
410,Public Utilities,90315.51,39
411,Public Utilities,45462.58,40
412,Public Utilities,88663.98,41
413,Public Utilities,96787.96,42
414,Public Utilities,408.04,43
415,Public Utilities,61302.45,44
416,Public Utilities,2440.18,45
417,Public Utilities,74452.16,46
418,Public Utilities,68601.66,47
419,Public Utilities,7468.95,48
420,Public Utilities,2327.7,49
421,Public Utilities,42892.24,50
422,Public Utilities,10981.57,51
423,Public Utilities,85239.54,52
424,Public Utilities,7155.65,53
425,Public Utilities,10933.95,54
426,Public Utilities,21683.57,55
427,Public Utilities,61608.85,56
428,Public Utilities,9228.6,57
429,Public Utilities,67829.57,58
430,Public Utilities,46373.02,59
431,Public Utilities,12008.04,60
432,Public Utilities,41389.81,61
433,Public Utilities,98817.08,62
434,Public Utilities,21389.09,63
435,Public Utilities,70949.54,64
436,Public Utilities,41083.2,65
437,Public Utilities,92104.57,66
438,Public Utilities,77304.61,67
439,Public Utilities,81354.81,68
440,Public Utilities,95089.97,69
441,Public Utilities,53494.35,70
442,Public Utilities,85396.13,71
443,Public Utilities,40077.74,72
444,Public Utilities,49489.54,73
445,Public Utilities,76439.19,74
446,Public Utilities,28081.51,75
447,Public Utilities,43079.55,76
448,Public Utilities,92793.98,77
449,Public Utilities,19690.17,78
450,Public Utilities,83223.96,79
451,Public Utilities,81367.56,80
452,Public Utilities,12998.88,81
453,Public Utilities,75018.03,82
454,Public Utilities,74877.8,83
455,Public Utilities,74286.29,84
456,Public Utilities,40844.03,85
457,Public Utilities,99041.03,86
458,Public Utilities,47754.18,87
459,Public Utilities,30533.55,88
460,Public Utilities,11091.15,89
461,Public Utilities,94750.4,90
462,Public Utilities,3704.95,91
463,Public Utilities,26567.42,92
464,Public Utilities,42235.6,93
465,Public Utilities,30197.08,94
466,Public Utilities,16551.0,95
467,Public Utilities,35805.45,96
468,Public Utilities,57536.21,97
469,Public Utilities,54649.6,98
470,Public Utilities,33411.84,99
471,Public Utilities,54967.6,100
1022,Technology,54997.77,1
1023,Technology,1334.17,2
1024,Technology,86074.98,3
1025,Technology,83031.97,4
1026,Technology,93905.04,5
1027,Technology,37482.68,6
1028,Technology,23591.52,7
1029,Technology,19859.69,8
1030,Technology,49255.48,9
1031,Technology,88767.62,10
1032,Technology,85337.44,11
1033,Technology,10075.76,12
1034,Technology,59014.79,13
1035,Technology,2612.69,14
1036,Technology,75593.19,15
1037,Technology,42502.57,16
1038,Technology,66056.86,17
1039,Technology,91473.68,18
1040,Technology,34670.98,19
1041,Technology,15964.78,20
1042,Technology,1979.42,21
1043,Technology,54270.69,22
1044,Technology,362.92,23
1045,Technology,24498.64,24
1046,Technology,77582.31,25
1047,Technology,45414.28,26
1048,Technology,70305.45,27
1049,Technology,60680.56,28
1050,Technology,48828.29,29
1051,Technology,25064.89,30
1052,Technology,69056.61,31
1053,Technology,70083.4,32
1054,Technology,59868.87,33
1055,Technology,80858.27,34
1056,Technology,67523.85,35
1057,Technology,99492.37,36
1058,Technology,22714.4,37
1059,Technology,84440.94,38
1060,Technology,40228.03,39
1061,Technology,57407.5,40
1062,Technology,88985.29,41
1063,Technology,72960.84,42
1064,Technology,32432.18,43
1065,Technology,37894.79,44
1066,Technology,27755.4,45
1067,Technology,58117.58,46
1068,Technology,52188.52,47
1069,Technology,97125.36,48
1070,Technology,21504.29,49
1071,Technology,30534.56,50
1072,Technology,11407.24,51
1073,Technology,25881.84,52
1074,Technology,93484.75,53
1075,Technology,3813.58,54
1076,Technology,94286.88,55
1077,Technology,11123.6,56
1078,Technology,98695.23,57
1079,Technology,74724.46,58
1080,Technology,97626.75,59
1081,Technology,99243.8,60
1082,Technology,43624.75,61
1083,Technology,53999.39,62
1084,Technology,77270.32,63
1085,Technology,65241.57,64
1086,Technology,62557.84,65
1087,Technology,36583.73,66
1088,Technology,89125.09,67
1089,Technology,56005.39,68
1090,Technology,83173.23,69
1091,Technology,35696.2,70
1092,Technology,61398.49,71
1093,Technology,66344.49,72
1094,Technology,79560.17,73
1095,Technology,70085.93,74
1096,Technology,86585.31,75
1097,Technology,86703.53,76
1098,Technology,69431.9,77
1099,Technology,2341.83,78
1100,Technology,65631.15,79
1101,Technology,35518.41,80
1102,Technology,34565.82,81
1103,Technology,7839.84,82
1104,Technology,10688.09,83
1105,Technology,35284.3,84
1106,Technology,70596.71,85
1107,Technology,97245.33,86
1108,Technology,46529.94,87
1109,Technology,57549.87,88
1110,Technology,67981.39,89
1111,Technology,33718.48,90
1112,Technology,31178.09,91
1113,Technology,28597.74,92
1114,Technology,27659.34,93
1115,Technology,3611.28,94
1116,Technology,78869.76,95
1117,Technology,45740.84,96
1118,Technology,83873.17,97
1119,Technology,26986.69,98
1120,Technology,40854.55,99
1121,Technology,19937.95,100
127,Transportation,32770.2,1
128,Transportation,96413.21,2
129,Transportation,67719.26,3
130,Transportation,32578.8,4
131,Transportation,24912.09,5
132,Transportation,17366.95,6
133,Transportation,51201.29,7
134,Transportation,93034.44,8
135,Transportation,56559.55,9
136,Transportation,74118.62,10
137,Transportation,91119.63,11
138,Transportation,92787.28,12
139,Transportation,29346.87,13
140,Transportation,17310.06,14
141,Transportation,46631.33,15
142,Transportation,36734.48,16
143,Transportation,54238.48,17
144,Transportation,45197.28,18
145,Transportation,657.53,19
146,Transportation,66222.25,20
147,Transportation,83875.63,21
148,Transportation,21819.58,22
149,Transportation,48934.53,23
150,Transportation,12650.61,24
151,Transportation,69642.19,25
152,Transportation,15601.67,26
153,Transportation,7629.99,27
154,Transportation,46681.4,28
155,Transportation,62332.52,29
156,Transportation,64536.64,30
157,Transportation,79043.19,31
158,Transportation,21494.29,32
159,Transportation,82151.1,33
160,Transportation,6397.96,34
161,Transportation,6166.62,35
162,Transportation,66256.93,36
163,Transportation,44582.41,37
164,Transportation,98412.73,38
165,Transportation,57901.49,39
166,Transportation,51031.22,40
167,Transportation,32360.79,41
168,Transportation,90871.45,42
169,Transportation,18500.64,43
170,Transportation,63353.23,44
171,Transportation,9854.99,45
172,Transportation,90227.08,46
173,Transportation,34143.47,47
174,Transportation,4404.46,48
175,Transportation,63988.86,49
176,Transportation,416.35,50
177,Transportation,35081.08,51
178,Transportation,34982.61,52
179,Transportation,19458.51,53
180,Transportation,70691.87,54
181,Transportation,24824.84,55
182,Transportation,74354.6,56
183,Transportation,21180.85,57
184,Transportation,24236.5,58
185,Transportation,218.42,59
186,Transportation,88241.75,60
187,Transportation,99340.47,61
188,Transportation,22850.98,62
189,Transportation,38431.85,63
190,Transportation,8054.38,64
191,Transportation,25555.43,65
192,Transportation,67797.57,66
193,Transportation,73840.42,67
194,Transportation,61303.41,68
195,Transportation,86215.18,69
196,Transportation,80910.59,70
197,Transportation,14404.24,71
198,Transportation,11156.64,72
199,Transportation,79254.05,73
200,Transportation,44588.03,74
201,Transportation,18062.27,75
202,Transportation,81953.46,76
203,Transportation,37068.33,77
204,Transportation,75907.76,78
205,Transportation,57424.21,79
206,Transportation,92239.1,80
207,Transportation,71717.35,81
208,Transportation,37010.06,82
209,Transportation,70990.07,83
210,Transportation,96751.0,84
211,Transportation,94292.87,85
212,Transportation,29885.08,86
213,Transportation,74049.76,87
214,Transportation,96580.85,88
215,Transportation,64780.59,89
216,Transportation,87119.17,90
217,Transportation,75848.19,91
218,Transportation,37622.99,92
219,Transportation,58912.12,93
220,Transportation,16728.28,94
221,Transportation,68110.47,95
222,Transportation,48733.1,96
223,Transportation,97011.62,97
224,Transportation,1647.99,98
225,Transportation,93845.2,99
226,Transportation,9073.44,100
2523,,97723.2,1
2524,,98460.74,2
2525,,56598.45,3
2526,,76735.82,4
2527,,92705.13,5
2528,,51995.0,6
2529,,47877.03,7
2530,,75048.62,8
2531,,45123.69,9
2532,,60538.94,10
2533,,25041.42,11
2534,,32139.99,12
2535,,35591.43,13
2536,,99497.72,14
2537,,25000.64,15
2538,,68878.45,16
2539,,36757.38,17
2540,,6278.68,18
2541,,28430.51,19
2542,,43069.93,20
2543,,27512.91,21
2544,,30875.38,22
2545,,45640.58,23
2546,,16303.84,24
2547,,89523.72,25
2548,,90495.0,26
2549,,88644.19,27
2550,,64654.7,28
2551,,42684.32,29
2552,,9765.87,30
2553,,4308.08,31
2554,,37138.05,32
2555,,39346.15,33
2556,,28152.56,34
2557,,34493.06,35
2558,,90877.7,36
2559,,28218.68,37
2560,,1852.49,38
2561,,46860.63,39
2562,,15379.96,40
2563,,72687.14,41
2564,,23434.9,42
2565,,91168.03,43
2566,,26494.58,44
2567,,5738.01,45
2568,,91534.1,46
2569,,55861.27,47
2570,,37730.93,48
2571,,86887.67,49
2572,,74472.67,50
2573,,66990.31,51
2574,,17168.12,52
2575,,73584.93,53
2576,,98260.1,54
2577,,72569.25,55
2578,,49564.15,56
2579,,14021.66,57
2580,,25108.42,58
2581,,16160.44,59
2582,,39246.82,60
2583,,47578.82,61
2584,,65084.89,62
2585,,7269.19,63
2586,,10764.99,64
2587,,25340.33,65
2588,,95357.86,66
2589,,68430.2,67
2590,,2752.15,68
2591,,28383.16,69
2592,,3776.49,70
2593,,61779.18,71
2594,,52240.25,72
2595,,25644.05,73
2596,,32908.51,74
2597,,4901.6,75
2598,,75250.75,76
2599,,67135.94,77
2600,,73829.56,78
2601,,62911.51,79
2602,,91118.84,80
2603,,85162.3,81
2604,,70845.72,82
2605,,54880.37,83
2606,,6973.42,84
2607,,53521.5,85
2608,,45027.09,86
2609,,69553.44,87
2610,,99151.63,88
2611,,25470.13,89
2612,,36934.87,90
2613,,63996.88,91
2614,,20925.07,92
2615,,89794.6,93
2616,,4698.09,94
2617,,78375.97,95
2618,,52759.54,96
2619,,70857.27,97
2620,,29289.84,98
2621,,85493.14,99
2622,,46325.42,100
