Sector,Trade Order,Rolling Avg. Purchase Price,Previous Trades
Finance,1842,52234.68,67
Finance,1843,49516.06,68
Finance,1844,38305.98,69
Finance,1845,42955.85,70
Finance,1846,51395.95,71
Finance,1847,62029.92,72
Finance,1848,78235.81,73
Finance,1849,75663.68,74
Finance,1850,75556.66,75
Finance,1851,49041.39,76
Finance,1852,45328.8,77
Finance,1853,26770.66,78
Finance,1854,28655.99,79
Finance,1855,8141.36,80
Finance,1856,31063.74,81
Finance,1857,34537.13,82
Finance,1858,34701.64,83
Finance,1859,31747.1,84
Finance,1860,47339.58,85
Finance,1861,72344.32,86
Finance,1862,62708.35,87
Finance,1863,69816.91,88
Finance,1864,75179.85,89
Finance,1865,83281.74,90
Finance,1866,85451.13,91
Finance,1867,81479.34,92
Finance,1868,63419.98,93
Finance,1869,46499.29,94
Finance,1870,41634.21,95
Finance,1871,51314.18,96
Finance,1872,60257.22,97
Finance,1873,51156.34,98
Finance,1874,47475.56,99
Finance,1875,44308.76,100
n/a,2523,47159.93,1
n/a,2524,66477.8,2
n/a,2525,84260.8,3
n/a,2526,77265.0,4
n/a,2527,75346.47,5
n/a,2528,73811.98,6
n/a,2529,64192.39,7
n/a,2530,58306.88,8
n/a,2531,56016.45,9
n/a,2532,60237.08,10
n/a,2533,43568.02,11
n/a,2534,39240.12,12
n/a,2535,30924.28,13
n/a,2536,55743.05,14
n/a,2537,53363.26,15
n/a,2538,64458.94,16
n/a,2539,43545.49,17
n/a,2540,37304.84,18
n/a,2541,23822.19,19
n/a,2542,25926.37,20
n/a,2543,33004.45,21
n/a,2544,33819.41,22
n/a,2545,34676.29,23
n/a,2546,30939.93,24
n/a,2547,50489.38,25
n/a,2548,65440.85,26
n/a,2549,89554.3,27
n/a,2550,81264.63,28
n/a,2551,65327.74,29
n/a,2552,39034.96,30
n/a,2553,18919.42,31
n/a,2554,17070.67,32
n/a,2555,26930.76,33
n/a,2556,34878.92,34
n/a,2557,33997.26,35
n/a,2558,51174.44,36
n/a,2559,51196.48,37
n/a,2560,40316.29,38
n/a,2561,25643.93,39
n/a,2562,21364.36,40
n/a,2563,44975.91,41
n/a,2564,37167.33,42
n/a,2565,62430.02,43
n/a,2566,47032.5,44
n/a,2567,41133.54,45
n/a,2568,41255.56,46
n/a,2569,51044.46,47
n/a,2570,61708.77,48
n/a,2571,60159.96,49
n/a,2572,66363.76,50
n/a,2573,76116.88,51
n/a,2574,52877.03,52
n/a,2575,52581.12,53
n/a,2576,63004.38,54
n/a,2577,81471.43,55
n/a,2578,73464.5,56
n/a,2579,45385.02,57
n/a,2580,29564.74,58
n/a,2581,18430.17,59
n/a,2582,26838.56,60
n/a,2583,34328.69,61
n/a,2584,50636.84,62
n/a,2585,39977.63,63
n/a,2586,27706.36,64
n/a,2587,14458.17,65
n/a,2588,43821.06,66
n/a,2589,63042.8,67
n/a,2590,55513.4,68
n/a,2591,33188.5,69
n/a,2592,11637.27,70
n/a,2593,31312.94,71
n/a,2594,39265.31,72
n/a,2595,46554.49,73
n/a,2596,36930.94,74
n/a,2597,21151.39,75
n/a,2598,37686.95,76
n/a,2599,49096.1,77
n/a,2600,72072.08,78
n/a,2601,67959.0,79
n/a,2602,75953.3,80
n/a,2603,79730.88,81
n/a,2604,82375.62,82
n/a,2605,70296.13,83
n/a,2606,44233.17,84
n/a,2607,38458.43,85
n/a,2608,35174.0,86
n/a,2609,56034.01,87
n/a,2610,71244.05,88
n/a,2611,64725.07,89
n/a,2612,53852.21,90
n/a,2613,42133.96,91
n/a,2614,40618.94,92
n/a,2615,58238.85,93
n/a,2616,38472.59,94
n/a,2617,57622.89,95
n/a,2618,45277.87,96
n/a,2619,67330.93,97
n/a,2620,50968.88,98
n/a,2621,61880.08,99
n/a,2622,53702.8,100
Capital Goods,593,37403.89,1
Capital Goods,594,40261.69,2
Capital Goods,595,55987.67,3
Capital Goods,596,53252.35,4
Capital Goods,597,51232.5,5
Capital Goods,598,40156.78,6
Capital Goods,599,50935.87,7
Capital Goods,600,30834.12,8
Capital Goods,601,39778.75,9
Capital Goods,602,39136.33,10
Capital Goods,603,43918.64,11
Capital Goods,604,41858.7,12
Capital Goods,605,49137.67,13
Capital Goods,606,72314.31,14
Capital Goods,607,71913.03,15
Capital Goods,608,64346.26,16
Capital Goods,609,62140.52,17
Capital Goods,610,55854.36,18
Capital Goods,611,62078.13,19
Capital Goods,612,37790.0,20
Capital Goods,613,38115.05,21
Capital Goods,614,24745.1,22
Capital Goods,615,36158.39,23
Capital Goods,616,18820.78,24
Capital Goods,617,38897.04,25
Capital Goods,618,41204.03,26
Capital Goods,619,53535.12,27
Capital Goods,620,53466.18,28
Capital Goods,621,42329.42,29
Capital Goods,622,38701.25,30
Capital Goods,623,41134.7,31
Capital Goods,624,39193.81,32
Capital Goods,625,52205.41,33
Capital Goods,626,51227.15,34
Capital Goods,627,76291.88,35
Capital Goods,628,76802.05,36
Capital Goods,629,72781.32,37
Capital Goods,630,58553.35,38
Capital Goods,631,59514.22,39
Capital Goods,632,65734.73,40
Capital Goods,633,68153.12,41
Capital Goods,634,44903.1,42
Capital Goods,635,43775.99,43
Capital Goods,636,58616.33,44
Capital Goods,637,73143.38,45
Capital Goods,638,79293.43,46
Capital Goods,639,65753.6,47
Capital Goods,640,60313.82,48
Capital Goods,641,42782.8,49
Capital Goods,642,57673.88,50
Capital Goods,643,50524.45,51
Capital Goods,644,54248.44,52
Capital Goods,645,26025.67,53
Capital Goods,646,33790.99,54
Capital Goods,647,30816.77,55
Capital Goods,648,55927.96,56
Capital Goods,649,73045.51,57
Capital Goods,650,61011.89,58
Capital Goods,651,54050.45,59
Capital Goods,652,33965.42,60
Capital Goods,653,39344.66,61
Capital Goods,654,47370.21,62
Capital Goods,655,65956.75,63
Capital Goods,656,69661.29,64
Capital Goods,657,62717.27,65
Capital Goods,658,51917.18,66
Capital Goods,659,43678.76,67
Capital Goods,660,24795.09,68
Capital Goods,661,41380.85,69
Capital Goods,662,38311.65,70
Capital Goods,663,41204.93,71
Capital Goods,664,17424.59,72
Capital Goods,665,37110.23,73
Capital Goods,666,61140.69,74
Capital Goods,667,81384.56,75
Capital Goods,668,91322.39,76
Capital Goods,669,86123.65,77
Capital Goods,670,72301.1,78
Capital Goods,671,43558.35,79
Capital Goods,672,18061.3,80
Capital Goods,673,12133.05,81
Capital Goods,674,24679.97,82
Capital Goods,675,47521.41,83
Capital Goods,676,59343.37,84
Capital Goods,677,70738.02,85
Capital Goods,678,77838.07,86
Capital Goods,679,82311.16,87
Capital Goods,680,76334.87,88
Capital Goods,681,46498.66,89
Capital Goods,682,23884.8,90
Capital Goods,683,3828.28,91
Capital Goods,684,26099.0,92
Capital Goods,685,38787.49,93
Capital Goods,686,72020.91,94
Capital Goods,687,77612.97,95
Capital Goods,688,65091.53,96
Capital Goods,689,36139.76,97
Capital Goods,690,24710.23,98
Capital Goods,691,46523.99,99
Capital Goods,692,42986.13,100
Health Care,1315,54956.06,1
Health Care,1316,35936.02,2
Health Care,1317,27732.17,3
Health Care,1318,49566.69,4
Health Care,1319,47560.42,5
Health Care,1320,76688.86,6
Health Care,1321,58962.0,7
Health Care,1322,55217.26,8
Health Care,1323,35015.51,9
Health Care,1324,38932.03,10
Health Care,1325,32927.28,11
Health Care,1326,30900.89,12
Health Care,1327,25573.58,13
Health Care,1328,42585.23,14
Health Care,1329,47709.74,15
Health Care,1330,52787.07,16
Health Care,1331,51257.75,17
Health Care,1332,51688.03,18
Health Care,1333,50116.53,19
Health Care,1334,56904.95,20
Health Care,1335,43324.89,21
Health Care,1336,30336.08,22
Health Care,1337,38450.15,23
Health Care,1338,51908.86,24
Health Care,1339,52139.73,25
Health Care,1340,47976.58,26
Health Care,1341,58380.22,27
Health Care,1342,86939.95,28
Health Care,1343,60349.18,29
Health Care,1344,36218.93,30
Health Care,1345,15862.23,31
Health Care,1346,38227.93,32
Health Care,1347,55504.19,33
Health Care,1348,56600.2,34
Health Care,1349,40943.59,35
Health Care,1350,28647.74,36
Health Care,1351,48458.49,37
Health Care,1352,71479.25,38
Health Care,1353,83763.66,39
Health Care,1354,79189.92,40
Health Care,1355,64592.55,41
Health Care,1356,49410.91,42
Health Care,1357,21343.47,43
Health Care,1358,28299.84,44
Health Care,1359,33414.14,45
Health Care,1360,63302.76,46
Health Care,1361,58624.84,47
Health Care,1362,64346.51,48
Health Care,1363,57931.2,49
Health Care,1364,69947.13,50
Health Care,1365,66641.25,51
Health Care,1366,51055.38,52
Health Care,1367,41321.56,53
Health Care,1368,36980.01,54
Health Care,1369,34003.94,55
Health Care,1370,13541.83,56
Health Care,1371,37173.75,57
Health Care,1372,54349.66,58
Health Care,1373,53607.0,59
Health Care,1374,44659.09,60
Health Care,1375,40198.91,61
Health Care,1376,67314.55,62
Health Care,1377,45800.15,63
Health Care,1378,38786.68,64
Health Care,1379,26111.05,65
Health Care,1380,38465.46,66
Health Care,1381,47097.88,67
Health Care,1382,65222.15,68
Health Care,1383,57808.61,69
Health Care,1384,52807.39,70
Health Care,1385,25937.45,71
Health Care,1386,48550.29,72
Health Care,1387,46730.6,73
Health Care,1388,68200.82,74
Health Care,1389,43337.04,75
Health Care,1390,58767.35,76
Health Care,1391,52741.13,77
Health Care,1392,80749.53,78
Health Care,1393,55157.36,79
Health Care,1394,54920.05,80
Health Care,1395,27781.73,81
Health Care,1396,54077.28,82
Health Care,1397,53759.53,83
Health Care,1398,57579.34,84
Health Care,1399,30497.78,85
Health Care,1400,11715.35,86
Health Care,1401,10071.1,87
Health Care,1402,18112.93,88
Health Care,1403,45322.1,89
Health Care,1404,70630.52,90
Health Care,1405,90760.08,91
Health Care,1406,80465.44,92
Health Care,1407,71877.43,93
Health Care,1408,61576.38,94
Health Care,1409,42726.29,95
Health Care,1410,53131.52,96
Health Care,1411,47951.84,97
Health Care,1412,65943.71,98
Health Care,1413,58774.16,99
Health Care,1414,57282.49,100
Technology,1022,37239.61,1
Technology,1023,21620.36,2
Technology,1024,47468.97,3
Technology,1025,56813.71,4
Technology,1026,87670.66,5
Technology,1027,71473.23,6
Technology,1028,51659.75,7
Technology,1029,26977.96,8
Technology,1030,30902.23,9
Technology,1031,52627.6,10
Technology,1032,74453.51,11
Technology,1033,61393.61,12
Technology,1034,51476.0,13
Technology,1035,23901.08,14
Technology,1036,45740.22,15
Technology,1037,40236.15,16
Technology,1038,61384.21,17
Technology,1039,66677.7,18
Technology,1040,64067.17,19
Technology,1041,47369.81,20
Technology,1042,17538.39,21
Technology,1043,24071.63,22
Technology,1044,18871.01,23
Technology,1045,26377.42,24
Technology,1046,34147.96,25
Technology,1047,49165.08,26
Technology,1048,64434.01,27
Technology,1049,58800.1,28
Technology,1050,59938.1,29
Technology,1051,44857.91,30
Technology,1052,47649.93,31
Technology,1053,54734.97,32
Technology,1054,66336.29,33
Technology,1055,70270.18,34
Technology,1056,69417.0,35
Technology,1057,82624.83,36
Technology,1058,63243.54,37
Technology,1059,68882.57,38
Technology,1060,49127.79,39
Technology,1061,60692.16,40
Technology,1062,62206.94,41
Technology,1063,73117.88,42
Technology,1064,64792.77,43
Technology,1065,47762.6,44
Technology,1066,32694.12,45
Technology,1067,41255.92,46
Technology,1068,46020.5,47
Technology,1069,69143.82,48
Technology,1070,56939.39,49
Technology,1071,49721.4,50
Technology,1072,21148.7,51
Technology,1073,22607.88,52
Technology,1074,43591.28,53
Technology,1075,41060.06,54
Technology,1076,63861.74,55
Technology,1077,36408.02,56
Technology,1078,68035.24,57
Technology,1079,61514.43,58
Technology,1080,90348.81,59
Technology,1081,90531.67,60
Technology,1082,80165.1,61
Technology,1083,65622.65,62
Technology,1084,58298.15,63
Technology,1085,65503.76,64
Technology,1086,68356.58,65
Technology,1087,54794.38,66
Technology,1088,62755.55,67
Technology,1089,60571.4,68
Technology,1090,76101.24,69
Technology,1091,58291.61,70
Technology,1092,60089.31,71
Technology,1093,54479.73,72
Technology,1094,69101.05,73
Technology,1095,71996.86,74
Technology,1096,78743.8,75
Technology,1097,81124.92,76
Technology,1098,80906.91,77
Technology,1099,52825.75,78
Technology,1100,45801.63,79
Technology,1101,34497.13,80
Technology,1102,45238.46,81
Technology,1103,25974.69,82
Technology,1104,17697.92,83
Technology,1105,17937.41,84
Technology,1106,38856.37,85
Technology,1107,67708.78,86
Technology,1108,71457.33,87
Technology,1109,67108.38,88
Technology,1110,57353.73,89
Technology,1111,53083.25,90
Technology,1112,44292.65,91
Technology,1113,31164.77,92
Technology,1114,29145.06,93
Technology,1115,19956.12,94
Technology,1116,36713.46,95
Technology,1117,42740.63,96
Technology,1118,69494.59,97
Technology,1119,52200.23,98
Technology,1120,50571.47,99
Technology,1121,29259.73,100
