Previous Trades,Trade Order,Sector,Rolling Avg. Purchase Price
91,1112,Technology,44292.65
92,1113,Technology,31164.77
93,1114,Technology,29145.06
94,1115,Technology,19956.12
95,1116,Technology,36713.46
96,1117,Technology,42740.63
97,1118,Technology,69494.59
98,1119,Technology,52200.23
99,1120,Technology,50571.47
100,1121,Technology,29259.73
1,434,Basic Industries,29314.67
2,435,Basic Industries,59092.44
3,436,Basic Industries,60355.36
4,437,Basic Industries,66000.66
5,438,Basic Industries,36549.08
6,439,Basic Industries,46667.15
7,440,Basic Industries,54526.34
8,441,Basic Industries,54139.37
9,442,Basic Industries,22416.9
10,443,Basic Industries,34656.21
11,444,Basic Industries,51673.02
12,445,Basic Industries,61817.41
13,446,Basic Industries,59464.25
14,447,Basic Industries,58092.97
15,448,Basic Industries,73092.09
16,449,Basic Industries,58272.38
17,450,Basic Industries,44148.21
18,451,Basic Industries,19095.91
19,452,Basic Industries,5756.17
20,453,Basic Industries,29096.07
21,454,Basic Industries,37370.7
22,455,Basic Industries,42894.55
23,456,Basic Industries,32650.14
24,457,Basic Industries,29565.77
25,458,Basic Industries,38169.67
26,459,Basic Industries,50566.21
27,460,Basic Industries,67322.4
28,461,Basic Industries,58053.73
29,462,Basic Industries,38346.38
30,463,Basic Industries,41972.39
31,464,Basic Industries,56467.23
32,465,Basic Industries,75624.59
33,466,Basic Industries,69725.27
34,467,Basic Industries,80070.49
35,468,Basic Industries,80937.13
36,469,Basic Industries,79896.83
37,470,Basic Industries,69769.15
38,471,Basic Industries,71104.63
39,472,Basic Industries,57748.56
40,473,Basic Industries,65441.73
41,474,Basic Industries,63125.55
42,475,Basic Industries,84920.08
43,476,Basic Industries,86768.64
44,477,Basic Industries,74542.43
45,478,Basic Industries,55364.95
46,479,Basic Industries,39010.69
47,480,Basic Industries,54770.18
48,481,Basic Industries,49620.41
49,482,Basic Industries,52325.08
50,483,Basic Industries,48619.33
51,484,Basic Industries,60954.4
52,485,Basic Industries,58130.16
53,486,Basic Industries,57006.59
54,487,Basic Industries,68935.57
55,488,Basic Industries,70775.66
56,489,Basic Industries,50955.87
57,490,Basic Industries,28598.01
58,491,Basic Industries,25380.61
59,492,Basic Industries,42303.29
60,493,Basic Industries,54939.54
61,494,Basic Industries,72246.68
62,495,Basic Industries,59627.03
63,496,Basic Industries,64118.31
64,497,Basic Industries,39365.44
65,498,Basic Industries,40558.4
66,499,Basic Industries,43458.21
67,500,Basic Industries,62590.62
68,501,Basic Industries,70186.72
69,502,Basic Industries,60807.91
70,503,Basic Industries,40929.82
71,504,Basic Industries,45942.37
72,505,Basic Industries,59796.26
73,506,Basic Industries,79344.24
74,507,Basic Industries,73498.1
75,508,Basic Industries,49316.84
76,509,Basic Industries,36801.95
77,510,Basic Industries,33800.8
78,511,Basic Industries,52375.48
79,512,Basic Industries,71913.07
80,513,Basic Industries,78587.15
81,514,Basic Industries,79564.62
82,515,Basic Industries,77132.94
83,516,Basic Industries,60356.85
84,517,Basic Industries,41881.04
85,518,Basic Industries,42054.12
86,519,Basic Industries,68825.6
87,520,Basic Industries,64686.12
88,521,Basic Industries,58704.71
89,522,Basic Industries,59833.73
90,523,Basic Industries,59328.9
91,524,Basic Industries,64163.37
92,525,Basic Industries,59042.42
93,526,Basic Industries,83675.52
94,527,Basic Industries,85899.66
95,528,Basic Industries,82633.51
96,529,Basic Industries,63455.27
97,530,Basic Industries,35758.9
98,531,Basic Industries,29148.6
99,532,Basic Industries,48074.92
100,533,Basic Industries,49850.86
1,437,Energy,43907.28
2,438,Energy,52830.34
3,439,Energy,61011.59
4,440,Energy,70914.56
5,441,Energy,62677.54
6,442,Energy,74943.97
7,443,Energy,70568.79
8,444,Energy,61325.08
9,445,Energy,38849
10,446,Energy,16631.03
11,447,Energy,20634.24
12,448,Energy,40398.46
13,449,Energy,63488.75
14,450,Energy,50002.87
15,451,Energy,41380.71
16,452,Energy,18534.7
17,453,Energy,41255.38
18,454,Energy,41060.02
19,455,Energy,70792.21
20,456,Energy,62026.08
21,457,Energy,67558.91
22,458,Energy,46723.82
23,459,Energy,30046.68
24,460,Energy,20472.03
25,461,Energy,29254.89
26,462,Energy,44104.66
27,463,Energy,67302.82
28,464,Energy,58773.71
29,465,Energy,44370.68
30,466,Energy,29623.24
31,467,Energy,24588.58
32,468,Energy,33242.87
33,469,Energy,23761.34
34,470,Energy,30807.19
35,471,Energy,34178.99
36,472,Energy,57957.87
37,473,Energy,55265.34
38,474,Energy,74392.76
39,475,Energy,47380.08
40,476,Energy,65650.97
41,477,Energy,62200.49
42,478,Energy,76188.75
43,479,Energy,73313.64
44,480,Energy,67561.54
45,481,Energy,72329.07
46,482,Energy,58770.45
47,483,Energy,62445.23
48,484,Energy,44911.05
49,485,Energy,61047.38
50,486,Energy,57172.41
51,487,Energy,64143.5
52,488,Energy,42207.32
53,489,Energy,24754.49
54,490,Energy,14811.68
55,491,Energy,38408.73
56,492,Energy,49572.84
57,493,Energy,53949.05
58,494,Energy,46657.9
59,495,Energy,39338.17
60,496,Energy,59175.78
61,497,Energy,37059.42
62,498,Energy,40277.16
63,499,Energy,32038.7
64,500,Energy,38431.08
65,501,Energy,48725.87
66,502,Energy,41890.75
67,503,Energy,62235.44
68,504,Energy,72469.77
69,505,Energy,80986.94
70,506,Energy,54363.48
71,507,Energy,27305.61
72,508,Energy,13605.57
73,509,Energy,43600.63
74,510,Energy,58466.32
75,511,Energy,76222.48
76,512,Energy,78577.06
77,513,Energy,77264.58
78,514,Energy,72520.87
79,515,Energy,52765.68
80,516,Energy,39586.7
81,517,Energy,37940.86
82,518,Energy,55236.39
83,519,Energy,66587.09
84,520,Energy,55651.91
85,521,Energy,29580.39
86,522,Energy,29506.97
87,523,Energy,33823
88,524,Energy,31571.43
89,525,Energy,21556.42
90,526,Energy,18186.05
91,527,Energy,29982.45
92,528,Energy,50948.09
93,529,Energy,43675.44
94,530,Energy,32220.66
95,531,Energy,30688.77
96,532,Energy,48294.64
97,533,Energy,48918.95
98,534,Energy,39555.82
99,535,Energy,21917.44
100,536,Energy,35140.9
1,195,Miscellaneous,50072.49
2,196,Miscellaneous,38040.48
3,197,Miscellaneous,38542.87
4,198,Miscellaneous,38817.38
5,199,Miscellaneous,54057.33
6,200,Miscellaneous,76382.56
7,201,Miscellaneous,70254.81
8,202,Miscellaneous,49480.84
9,203,Miscellaneous,43248.25
10,204,Miscellaneous,61424.24
11,205,Miscellaneous,75589.92
12,206,Miscellaneous,82235.41
13,207,Miscellaneous,51071.43
14,208,Miscellaneous,39282.59
15,209,Miscellaneous,41741.87
16,210,Miscellaneous,70427.19
17,211,Miscellaneous,79312.88
18,212,Miscellaneous,78715.47
19,213,Miscellaneous,57510.63
20,214,Miscellaneous,62719.02
21,215,Miscellaneous,32529.65
22,216,Miscellaneous,55839.76
23,217,Miscellaneous,57306.78
24,218,Miscellaneous,82883.13
25,219,Miscellaneous,65447.49
26,220,Miscellaneous,46279.12
27,221,Miscellaneous,45812.13
28,222,Miscellaneous,43650.54
29,223,Miscellaneous,64710.08
30,224,Miscellaneous,50062.77
31,225,Miscellaneous,49402.79
32,226,Miscellaneous,35105.78
33,227,Miscellaneous,33797.87
34,228,Miscellaneous,25427.21
35,229,Miscellaneous,39474.91
36,230,Miscellaneous,60919.58
37,231,Miscellaneous,68439
38,232,Miscellaneous,66309.17
39,233,Miscellaneous,47297.92
40,234,Miscellaneous,45304.46
41,235,Miscellaneous,28246.08
42,236,Miscellaneous,36854.38
43,237,Miscellaneous,42944.49
44,238,Miscellaneous,57844.87
45,239,Miscellaneous,48182.96
46,240,Miscellaneous,56235.48
47,241,Miscellaneous,40800.19
48,242,Miscellaneous,34911.8
49,243,Miscellaneous,33879.71
50,244,Miscellaneous,52720.9
51,245,Miscellaneous,58059.45
52,246,Miscellaneous,60126.04
53,247,Miscellaneous,42720.28
54,248,Miscellaneous,42557.03
55,249,Miscellaneous,39934.05
56,250,Miscellaneous,55779.95
57,251,Miscellaneous,69389.13
58,252,Miscellaneous,76463.75
59,253,Miscellaneous,56283.91
60,254,Miscellaneous,60550.28
61,255,Miscellaneous,54909.56
62,256,Miscellaneous,81469.75
63,257,Miscellaneous,69245.63
64,258,Miscellaneous,76790.83
65,259,Miscellaneous,53280.99
66,260,Miscellaneous,43584.48
67,261,Miscellaneous,15108.76
68,262,Miscellaneous,12165.85
69,263,Miscellaneous,23675.87
70,264,Miscellaneous,24864.27
71,265,Miscellaneous,32665.15
72,266,Miscellaneous,25524.04
73,267,Miscellaneous,26536.76
74,268,Miscellaneous,43152.42
75,269,Miscellaneous,38167.83
76,270,Miscellaneous,41267.68
77,271,Miscellaneous,21871.6
78,272,Miscellaneous,17241.2
79,273,Miscellaneous,16907.68
80,274,Miscellaneous,10362.02
81,275,Miscellaneous,33700.13
82,276,Miscellaneous,46505.7
83,277,Miscellaneous,48388.43
84,278,Miscellaneous,46065.8
85,279,Miscellaneous,26717.15
86,280,Miscellaneous,40000.32
87,281,Miscellaneous,28980.54
88,282,Miscellaneous,58908.76
89,283,Miscellaneous,68281.83
90,284,Miscellaneous,59570.92
91,285,Miscellaneous,47113.44
92,286,Miscellaneous,44845.9
93,287,Miscellaneous,59275.38
94,288,Miscellaneous,53792.42
95,289,Miscellaneous,37166.67
96,290,Miscellaneous,31434.76
97,291,Miscellaneous,44584.21
98,292,Miscellaneous,46951.99
99,293,Miscellaneous,59261.23
100,294,Miscellaneous,39433.67
1,372,Public Utilities,30934.99
2,373,Public Utilities,19531.51
3,374,Public Utilities,6433.53
4,375,Public Utilities,35726.84
5,376,Public Utilities,41957.75
6,377,Public Utilities,48608.46
7,378,Public Utilities,22509.06
8,379,Public Utilities,44278.38
9,380,Public Utilities,50747.85
10,381,Public Utilities,53867.19
11,382,Public Utilities,57130.37
12,383,Public Utilities,45213.22
13,384,Public Utilities,41358.9
14,385,Public Utilities,36892.48
15,386,Public Utilities,35911.64
16,387,Public Utilities,33934.6
17,388,Public Utilities,18297.56
18,389,Public Utilities,28759.7
19,390,Public Utilities,35054.67
20,391,Public Utilities,34077.95
21,392,Public Utilities,42135.64
22,393,Public Utilities,47811.73
23,394,Public Utilities,38890.44
24,395,Public Utilities,30206.87
25,396,Public Utilities,40677.71
26,397,Public Utilities,59020.83
27,398,Public Utilities,66320.56
28,399,Public Utilities,66618.79
29,400,Public Utilities,66361.79
30,401,Public Utilities,51967.14
31,402,Public Utilities,57033.64
32,403,Public Utilities,42817.48
33,404,Public Utilities,45212.72
34,405,Public Utilities,38716.72
35,406,Public Utilities,37792.35
36,407,Public Utilities,38859.99
37,408,Public Utilities,37770.7
38,409,Public Utilities,64999.51
39,410,Public Utilities,84346.66
40,411,Public Utilities,77840.61
41,412,Public Utilities,74814.02
42,413,Public Utilities,76971.51
43,414,Public Utilities,61953.33
44,415,Public Utilities,52832.82
45,416,Public Utilities,21383.56
46,417,Public Utilities,46064.93
47,418,Public Utilities,48498
48,419,Public Utilities,50174.26
49,420,Public Utilities,26132.77
50,421,Public Utilities,17562.96
51,422,Public Utilities,18733.84
52,423,Public Utilities,46371.12
53,424,Public Utilities,34458.92
54,425,Public Utilities,34443.05
55,426,Public Utilities,13257.72
56,427,Public Utilities,31408.79
57,428,Public Utilities,30840.34
58,429,Public Utilities,46222.34
59,430,Public Utilities,41143.73
60,431,Public Utilities,42070.21
61,432,Public Utilities,33256.96
62,433,Public Utilities,50738.31
63,434,Public Utilities,53865.33
64,435,Public Utilities,63718.57
65,436,Public Utilities,44473.94
66,437,Public Utilities,68045.77
67,438,Public Utilities,70164.13
68,439,Public Utilities,83588
69,440,Public Utilities,84583.13
70,441,Public Utilities,76646.38
71,442,Public Utilities,77993.48
72,443,Public Utilities,59656.07
73,444,Public Utilities,58321.14
74,445,Public Utilities,55335.49
75,446,Public Utilities,51336.75
76,447,Public Utilities,49200.08
77,448,Public Utilities,54651.68
78,449,Public Utilities,51854.57
79,450,Public Utilities,65236.04
80,451,Public Utilities,61427.23
81,452,Public Utilities,59196.8
82,453,Public Utilities,56461.49
83,454,Public Utilities,54298.24
84,455,Public Utilities,74727.37
85,456,Public Utilities,63336.04
86,457,Public Utilities,71390.45
87,458,Public Utilities,62546.41
88,459,Public Utilities,59109.59
89,460,Public Utilities,29792.96
90,461,Public Utilities,45458.37
91,462,Public Utilities,36515.5
92,463,Public Utilities,41674.26
93,464,Public Utilities,24169.32
94,465,Public Utilities,33000.03
95,466,Public Utilities,29661.23
96,467,Public Utilities,27517.84
97,468,Public Utilities,36630.89
98,469,Public Utilities,49330.42
99,470,Public Utilities,48532.55
100,471,Public Utilities,47676.35
