Avg student total points per grade,Total Points per Student,Grade,Points,Subject,Score,Student ID
38.97,42,B,8,Spanish,90,538
38.97,56,B,8,Spanish,90,382
38.97,46,B,8,Spanish,90,754
38.97,42,B,8,Spanish,89,471
38.97,43,B,8,Spanish,89,975
38.97,52,B,8,Spanish,89,307
38.97,53,B,8,Spanish,89,928
38.97,58,B,8,Spanish,89,764
38.97,42,B,8,Spanish,88,449
38.97,44,B,8,Spanish,88,227
38.97,43,B,8,Spanish,88,791
38.97,46,B,8,Spanish,88,51
38.97,43,B,8,Spanish,88,951
38.97,47,B,8,Spanish,88,22
38.97,54,B,8,Spanish,88,837
38.97,42,B,8,Spanish,88,597
38.97,44,B,8,Spanish,88,498
38.97,44,B,8,Spanish,88,146
38.97,56,B,8,Spanish,87,997
38.97,42,B,8,Spanish,87,312
38.97,48,B,8,History,93,358
38.97,53,B,8,History,93,928
38.97,42,B,8,History,93,560
38.97,49,B,8,History,93,63
38.97,42,B,8,History,93,538
38.97,50,B,8,History,93,680
38.97,56,B,8,History,93,887
38.97,47,B,8,History,93,25
38.97,46,B,8,History,92,102
38.97,58,B,8,History,92,808
38.97,44,B,8,History,92,657
38.97,46,B,8,History,92,740
38.97,43,B,8,History,92,209
38.97,52,B,8,History,92,321
38.97,46,B,8,History,92,475
38.97,52,B,8,History,92,867
38.97,52,B,8,History,92,145
38.97,42,B,8,History,92,828
38.97,43,B,8,History,91,511
38.97,47,B,8,History,91,337
38.97,43,B,8,History,91,791
38.97,47,B,8,History,91,371
38.97,43,B,8,History,91,477
38.97,46,B,8,History,91,988
38.97,44,B,8,History,91,58
38.97,46,B,8,History,91,572
38.97,49,B,8,History,91,89
38.97,52,B,8,History,91,35
38.97,48,B,8,History,90,466
38.97,44,B,8,History,90,156
38.97,42,B,8,History,90,725
38.97,45,B,8,History,90,559
38.97,44,B,8,History,90,262
38.97,44,B,8,History,90,502
38.97,49,B,8,History,90,169
38.97,42,B,8,History,89,924
38.97,52,B,8,History,89,551
38.97,47,B,8,History,89,435
38.97,53,B,8,History,88,809
38.97,48,B,8,History,88,187
38.97,54,B,8,History,88,130
38.97,44,B,8,History,88,54
38.97,43,B,8,History,88,285
38.97,42,B,8,History,87,8
38.97,48,B,8,History,87,282
38.97,48,B,8,History,87,558
38.97,42,B,8,History,87,228
38.97,44,B,8,History,87,198
38.97,44,B,8,History,87,227
38.97,50,B,8,History,87,684
38.97,42,B,8,History,87,890
38.97,44,B,8,History,87,660
38.97,42,B,8,History,87,191
38.97,54,B,8,History,87,837
38.97,44,B,8,History,87,627
38.97,43,B,8,History,87,407
38.97,45,B,8,History,87,11
38.97,44,B,8,History,87,972
38.97,46,B,8,History,86,465
38.97,48,B,8,History,86,460
38.97,52,B,8,History,86,307
38.97,50,B,8,History,86,962
38.97,51,B,8,History,86,377
38.97,45,B,8,History,86,724
38.97,44,B,8,History,86,720
38.97,43,B,8,Science,94,426
38.97,50,B,8,Science,94,962
38.97,42,B,8,Science,94,328
38.97,43,B,8,Science,94,641
38.97,47,B,8,Science,94,22
38.97,42,B,8,Science,93,565
38.97,44,B,8,Science,93,147
38.97,48,B,8,Science,93,782
38.97,43,B,8,Science,93,541
38.97,42,B,8,Science,93,955
38.97,42,B,8,Science,93,412
38.97,43,B,8,Science,93,188
38.97,52,B,8,Science,93,289
38.97,52,B,8,Science,93,307
38.97,49,B,8,Science,93,945
38.97,51,B,8,Science,93,600
38.97,44,B,8,Science,93,146
38.97,45,B,8,Science,92,314
38.97,46,B,8,Science,92,161
38.97,42,B,8,Science,92,353
38.97,44,B,8,Science,92,17
38.97,50,B,8,Science,92,180
38.97,57,B,8,Science,92,56
38.97,44,B,8,Science,92,972
38.97,54,B,8,Science,92,693
38.97,42,B,8,Science,92,318
38.97,48,B,8,Science,92,609
38.97,43,B,8,Science,91,530
38.97,44,B,8,Science,91,262
38.97,53,B,8,Science,91,928
38.97,49,B,8,Science,91,996
38.97,46,B,8,Science,91,465
38.97,48,B,8,Science,91,460
38.97,52,B,8,Science,91,23
38.97,56,B,8,Science,91,887
38.97,46,B,8,Science,91,672
38.97,44,B,8,Science,91,516
38.97,42,B,8,Science,90,100
38.97,42,B,8,Science,90,483
38.97,53,B,8,Science,90,544
38.97,52,B,8,Science,90,80
38.97,43,B,8,Science,90,951
38.97,48,B,8,Science,90,599
38.97,43,B,8,Science,90,407
38.97,45,B,8,Science,90,216
38.97,44,B,8,Science,89,660
38.97,49,B,8,Science,89,159
38.97,44,B,8,Science,89,4
38.97,47,B,8,Science,89,326
38.97,52,B,8,Science,89,792
38.97,46,B,8,Science,89,650
38.97,44,B,8,Science,89,720
38.97,56,B,8,Science,89,65
38.97,42,B,8,Science,88,218
38.97,46,B,8,Science,88,533
38.97,50,B,8,Science,88,57
38.97,50,B,8,Science,88,863
38.97,44,B,8,Science,88,864
38.97,44,B,8,Science,88,605
38.97,43,B,8,Science,88,607
38.97,44,B,8,Science,88,627
38.97,52,B,8,Science,88,803
38.97,42,B,8,Science,88,920
38.97,47,B,8,Science,88,25
38.97,42,B,8,Science,87,508
38.97,42,B,8,Art,93,101
38.97,43,B,8,Art,93,951
38.97,44,B,8,Art,93,295
38.97,45,B,8,Art,93,11
38.97,54,B,8,Art,93,837
38.97,54,B,8,Art,93,687
38.97,52,B,8,Art,93,321
38.97,43,B,8,Art,93,975
38.97,44,B,8,Art,93,981
38.97,46,B,8,Art,93,465
38.97,42,B,8,Art,93,901
38.97,46,B,8,Art,92,740
38.97,51,B,8,Art,92,600
38.97,46,B,8,Art,92,24
38.97,51,B,8,Art,92,272
38.97,46,B,8,Art,92,988
38.97,42,B,8,Art,92,890
38.97,47,B,8,Art,92,766
38.97,44,B,8,Art,92,54
38.97,44,B,8,Art,92,936
38.97,56,B,8,Art,92,203
38.97,48,B,8,Art,92,282
38.97,44,B,8,Art,92,341
38.97,50,B,8,Art,92,844
38.97,43,B,8,Art,91,641
38.97,52,B,8,Art,91,23
38.97,52,B,8,Art,91,833
38.97,47,B,8,Art,91,865
38.97,42,B,8,Art,91,955
38.97,48,B,8,Art,91,581
38.97,46,B,8,Art,91,51
38.97,43,B,8,Art,91,831
38.97,48,B,8,Art,91,539
38.97,51,B,8,Art,91,654
38.97,49,B,8,Art,91,996
38.97,44,B,8,Art,90,439
38.97,48,B,8,Art,90,599
38.97,58,B,8,Art,90,808
38.97,43,B,8,Art,90,380
38.97,51,B,8,Art,90,84
38.97,52,B,8,Art,90,528
38.97,50,B,8,Art,90,578
38.97,56,B,8,Art,90,65
38.97,51,B,8,Art,90,42
38.97,50,B,8,Art,90,298
38.97,50,B,8,Art,90,626
38.97,46,B,8,Art,89,238
38.97,42,B,8,Art,89,565
38.97,45,B,8,Art,89,841
38.97,43,B,8,Art,88,426
38.97,50,B,8,Art,88,669
38.97,42,B,8,Art,88,531
38.97,42,B,8,Art,88,353
38.97,43,B,8,Art,88,302
38.97,45,B,8,Art,88,55
38.97,52,B,8,Art,88,914
38.97,48,B,8,Art,88,466
38.97,44,B,8,Art,88,602
38.97,48,B,8,Art,88,187
38.97,43,B,8,Art,88,511
38.97,46,B,8,Art,88,266
38.97,45,B,8,Art,87,434
38.97,54,B,8,Art,87,982
38.97,42,B,8,Art,87,560
38.97,52,B,8,Art,87,792
38.97,42,B,8,Art,87,922
36.96,56,C,6,English,87,887
36.96,42,C,6,English,87,895
36.96,46,C,6,English,87,260
36.96,43,C,6,English,87,477
36.96,46,C,6,English,86,634
36.96,42,C,6,English,86,218
36.96,42,C,6,English,86,471
36.96,44,C,6,English,86,194
36.96,48,C,6,English,86,609
36.96,42,C,6,English,86,725
36.96,52,C,6,English,85,891
36.96,44,C,6,English,85,660
36.96,47,C,6,English,85,766
36.96,49,C,6,English,85,996
36.96,42,C,6,English,85,360
36.96,42,C,6,English,85,496
36.96,48,C,6,English,85,558
36.96,44,C,6,English,84,516
36.96,43,C,6,English,84,823
36.96,46,C,6,English,84,845
36.96,52,C,6,English,84,867
36.96,44,C,6,English,84,198
36.96,44,C,6,English,84,627
36.96,50,C,6,English,84,180
36.96,47,C,6,English,83,547
36.96,50,C,6,English,83,578
36.96,44,C,6,English,83,58
36.96,52,C,6,English,83,151
36.96,42,C,6,English,83,100
36.96,42,C,6,English,83,955
36.96,48,C,6,English,83,581
36.96,47,C,6,English,82,22
36.96,44,C,6,English,82,235
36.96,56,C,6,English,82,65
36.96,46,C,6,English,82,799
36.96,45,C,6,English,82,216
36.96,44,C,6,English,82,156
36.96,50,C,6,English,82,220
36.96,44,C,6,English,81,341
36.96,42,C,6,English,81,228
36.96,42,C,6,English,81,483
36.96,46,C,6,English,81,497
36.96,50,C,6,English,81,298
36.96,42,C,6,English,81,438
36.96,46,C,6,English,81,51
36.96,45,C,6,English,81,897
36.96,56,C,6,English,80,12
36.96,42,C,6,English,80,312
36.96,42,C,6,Maths,85,565
36.96,44,C,6,Maths,85,303
36.96,45,C,6,Maths,84,96
36.96,42,C,6,Maths,84,922
36.96,44,C,6,Maths,84,502
36.96,49,C,6,Maths,84,149
36.96,46,C,6,Maths,83,904
36.96,52,C,6,Maths,83,961
36.96,48,C,6,Maths,83,973
36.96,47,C,6,Maths,82,547
36.96,42,C,6,Maths,82,538
36.96,48,C,6,Maths,82,782
36.96,42,C,6,Maths,82,777
36.96,56,C,6,Maths,82,382
36.96,42,C,6,Maths,82,101
36.96,42,C,6,Maths,82,8
36.96,44,C,6,Maths,82,236
36.96,43,C,6,Maths,82,975
36.96,45,C,6,Maths,81,240
36.96,46,C,6,Maths,81,754
36.96,46,C,6,Maths,81,266
36.96,42,C,6,Maths,81,218
36.96,50,C,6,Maths,81,684
36.96,50,C,6,Maths,81,57
36.96,42,C,6,Maths,80,895
36.96,42,C,6,Maths,80,597
36.96,44,C,6,Maths,80,516
36.96,45,C,6,Maths,80,724
36.96,44,C,6,Maths,80,936
36.96,45,C,6,Maths,80,216
36.96,42,C,6,Maths,80,560
36.96,48,C,6,Maths,80,539
36.96,43,C,6,Maths,80,325
36.96,48,C,6,Maths,79,609
36.96,45,C,6,Maths,79,897
36.96,45,C,6,Maths,79,263
36.96,50,C,6,Maths,79,180
36.96,50,C,6,Maths,79,578
36.96,48,C,6,Maths,79,721
36.96,42,C,6,Geography,88,565
36.96,42,C,6,Geography,87,993
36.96,48,C,6,Geography,87,466
36.96,44,C,6,Geography,87,323
36.96,47,C,6,Geography,87,371
36.96,43,C,6,Geography,87,380
36.96,50,C,6,Geography,87,863
36.96,42,C,6,Geography,86,243
36.96,48,C,6,Geography,86,282
36.96,42,C,6,Geography,86,411
36.96,49,C,6,Geography,86,857
36.96,44,C,6,Geography,86,194
36.96,42,C,6,Geography,86,560
36.96,42,C,6,Geography,86,920
36.96,42,C,6,Geography,85,784
36.96,42,C,6,Geography,85,895
36.96,50,C,6,Geography,85,669
36.96,48,C,6,Geography,85,550
36.96,44,C,6,Geography,85,677
36.96,44,C,6,Geography,85,742
36.96,42,C,6,Geography,85,312
36.96,50,C,6,Geography,84,962
36.96,52,C,6,Geography,84,35
36.96,49,C,6,Geography,84,89
36.96,44,C,6,Geography,84,17
36.96,42,C,6,Geography,84,523
36.96,44,C,6,Geography,84,660
36.96,44,C,6,Geography,84,657
36.96,43,C,6,Geography,84,760
36.96,44,C,6,Geography,83,864
36.96,42,C,6,Geography,83,333
36.96,46,C,6,Geography,83,546
36.96,44,C,6,Geography,83,643
36.96,46,C,6,Geography,83,904
36.96,56,C,6,Geography,83,382
36.96,54,C,6,Geography,82,687
36.96,48,C,6,Geography,82,599
36.96,42,C,6,Geography,82,125
36.96,44,C,6,Geography,82,227
36.96,42,C,6,Geography,81,828
36.96,47,C,6,Geography,81,25
36.96,52,C,6,Geography,81,867
36.96,44,C,6,Geography,81,516
36.96,42,C,6,Geography,81,100
36.96,49,C,6,Geography,81,149
36.96,52,C,6,Geography,81,891
36.96,56,C,6,Geography,80,887
36.96,47,C,6,Geography,80,22
36.96,46,C,6,Geography,80,572
36.96,44,C,6,Geography,80,498
36.96,45,C,6,Geography,80,816
36.96,52,C,6,Geography,80,145
36.96,52,C,6,Geography,80,289
36.96,46,C,6,Geography,80,185
36.96,44,C,6,Geography,80,981
36.96,44,C,6,Geography,80,439
36.96,44,C,6,Spanish,87,339
36.96,43,C,6,Spanish,86,188
36.96,47,C,6,Spanish,86,337
36.96,45,C,6,Spanish,86,841
36.96,50,C,6,Spanish,86,313
36.96,43,C,6,Spanish,86,823
36.96,52,C,6,Spanish,85,891
36.96,46,C,6,Spanish,85,446
36.96,49,C,6,Spanish,85,169
36.96,54,C,6,Spanish,85,982
36.96,42,C,6,Spanish,85,788
36.96,42,C,6,Spanish,85,206
36.96,44,C,6,Spanish,85,147
36.96,49,C,6,Spanish,85,932
36.96,44,C,6,Spanish,85,742
36.96,50,C,6,Spanish,85,180
36.96,46,C,6,Spanish,85,672
36.96,42,C,6,Spanish,84,318
36.96,44,C,6,Spanish,84,657
36.96,48,C,6,Spanish,84,466
36.96,50,C,6,Spanish,84,680
36.96,46,C,6,Spanish,84,102
36.96,44,C,6,Spanish,84,585
36.96,53,C,6,Spanish,84,544
36.96,43,C,6,Spanish,84,225
36.96,54,C,6,Spanish,84,130
36.96,44,C,6,Spanish,84,58
36.96,42,C,6,Spanish,84,920
36.96,42,C,6,Spanish,84,560
36.96,52,C,6,Spanish,84,551
36.96,46,C,6,Spanish,83,634
36.96,44,C,6,Spanish,83,602
36.96,52,C,6,Spanish,83,702
36.96,43,C,6,Spanish,83,511
36.96,42,C,6,Spanish,83,620
36.96,47,C,6,Spanish,83,25
36.96,42,C,6,Spanish,83,411
36.96,44,C,6,Spanish,83,502
36.96,46,C,6,Spanish,83,546
36.96,45,C,6,Spanish,83,11
36.96,52,C,6,Spanish,83,961
36.96,44,C,6,Spanish,83,627
36.96,49,C,6,Spanish,83,996
36.96,42,C,6,Spanish,83,890
36.96,48,C,6,Spanish,82,539
36.96,44,C,6,Spanish,82,868
36.96,46,C,6,Spanish,82,572
36.96,50,C,6,Spanish,82,863
36.96,51,C,6,Spanish,82,84
36.96,42,C,6,Spanish,82,508
36.96,52,C,6,Spanish,82,35
36.96,46,C,6,Spanish,81,650
36.96,44,C,6,Spanish,81,303
36.96,45,C,6,Spanish,81,926
36.96,42,C,6,Spanish,81,8
36.96,42,C,6,Spanish,81,901
36.96,44,C,6,Spanish,81,235
36.96,55,C,6,Spanish,81,624
36.96,44,C,6,Spanish,81,677
36.96,52,C,6,Spanish,81,321
36.96,50,C,6,Spanish,80,57
36.96,43,C,6,Spanish,80,705
36.96,44,C,6,History,86,439
36.96,46,C,6,History,86,634
36.96,49,C,6,History,85,259
36.96,42,C,6,History,85,565
36.96,42,C,6,History,85,412
36.96,46,C,6,History,85,672
36.96,42,C,6,History,84,101
36.96,44,C,6,History,84,936
36.96,46,C,6,History,84,201
36.96,51,C,6,History,84,600
36.96,44,C,6,History,84,677
36.96,45,C,6,History,84,314
36.96,44,C,6,History,84,141
36.96,48,C,6,History,84,721
36.96,42,C,6,History,84,318
36.96,42,C,6,History,84,353
36.96,46,C,6,History,84,715
36.96,52,C,6,History,84,846
36.96,46,C,6,History,83,185
36.96,44,C,6,History,83,605
36.96,50,C,6,History,83,180
36.96,42,C,6,History,83,620
36.96,42,C,6,History,83,901
36.96,48,C,6,History,83,609
36.96,45,C,6,History,83,96
36.96,52,C,6,History,83,792
36.96,49,C,6,History,82,149
36.96,45,C,6,History,82,816
36.96,43,C,6,History,82,705
36.96,52,C,6,History,82,702
36.96,43,C,6,History,82,823
36.96,43,C,6,History,82,831
36.96,42,C,6,History,81,777
36.96,42,C,6,History,81,125
36.96,42,C,6,History,81,483
36.96,42,C,6,History,81,993
36.96,42,C,6,History,81,531
36.96,45,C,6,History,81,55
36.96,46,C,6,History,81,582
36.96,48,C,6,History,81,599
36.96,44,C,6,History,81,516
36.96,56,C,6,History,80,997
36.96,42,C,6,History,80,243
36.96,48,C,6,History,80,267
36.96,42,C,6,History,79,922
36.96,50,C,6,Science,87,220
36.96,42,C,6,Science,87,736
36.96,45,C,6,Science,87,926
36.96,44,C,6,Science,87,645
36.96,52,C,6,Science,87,846
36.96,44,C,6,Science,86,198
36.96,52,C,6,Science,86,515
36.96,52,C,6,Science,86,151
36.96,52,C,6,Science,86,702
36.96,49,C,6,Science,86,89
36.96,46,C,6,Science,85,988
36.96,48,C,6,Science,85,973
36.96,49,C,6,Science,85,932
36.96,56,C,6,Science,85,12
36.96,54,C,6,Science,85,855
36.96,42,C,6,Science,84,411
36.96,43,C,6,Science,84,639
36.96,47,C,6,Science,84,504
36.96,42,C,6,Science,84,922
36.96,44,C,6,Science,84,58
36.96,43,C,6,Science,84,285
36.96,46,C,6,Science,84,102
36.96,45,C,6,Science,84,724
36.96,46,C,6,Science,84,582
36.96,52,C,6,Science,84,551
36.96,48,C,6,Science,83,267
36.96,52,C,6,Science,83,321
36.96,46,C,6,Science,83,754
36.96,43,C,6,Science,83,760
36.96,46,C,6,Science,83,634
36.96,54,C,6,Science,83,16
36.96,46,C,6,Science,82,260
36.96,46,C,6,Science,82,201
36.96,48,C,6,Science,82,43
36.96,56,C,6,Science,82,382
36.96,47,C,6,Science,82,371
36.96,43,C,6,Science,82,705
36.96,42,C,6,Science,82,538
36.96,44,C,6,Science,82,227
36.96,42,C,6,Science,81,191
36.96,51,C,6,Science,81,84
36.96,48,C,6,Science,81,282
36.96,44,C,6,Science,81,585
36.96,42,C,6,Art,87,218
36.96,44,C,6,Art,87,643
36.96,50,C,6,Art,86,313
36.96,48,C,6,Art,86,267
36.96,47,C,6,Art,86,371
36.96,52,C,6,Art,86,307
36.96,44,C,6,Art,85,303
36.96,43,C,6,Art,85,607
36.96,49,C,6,Art,85,169
36.96,42,C,6,Art,84,8
36.96,46,C,6,Art,84,845
36.96,46,C,6,Art,84,446
36.96,43,C,6,Art,84,188
36.96,44,C,6,Art,84,194
36.96,43,C,6,Art,84,659
36.96,46,C,6,Art,84,582
36.96,46,C,6,Art,84,497
36.96,42,C,6,Art,84,597
36.96,46,C,6,Art,83,601
36.96,42,C,6,Art,83,328
36.96,42,C,6,Art,83,788
36.96,42,C,6,Art,83,333
36.96,49,C,6,Art,83,985
36.96,46,C,6,Art,83,572
36.96,42,C,6,Art,83,318
36.96,46,C,6,Art,83,201
36.96,42,C,6,Art,82,191
36.96,46,C,6,Art,82,161
36.96,44,C,6,Art,82,585
36.96,42,C,6,Art,82,312
36.96,43,C,6,Art,82,477
36.96,46,C,6,Art,82,163
36.96,48,C,6,Art,82,43
36.96,54,C,6,Art,82,16
36.96,50,C,6,Art,81,680
36.96,44,C,6,Art,81,262
36.96,42,C,6,Art,81,870
36.96,44,C,6,Art,81,156
36.96,42,C,6,Art,81,496
36.96,47,C,6,Art,81,435
36.96,50,C,6,Art,81,464
36.96,52,C,6,Art,81,80
36.96,46,C,6,Art,81,754
36.96,44,C,6,Art,80,17
36.96,42,C,6,Art,80,125
36.96,42,C,6,Art,80,620
36.96,48,C,6,Art,80,782
36.96,48,C,6,Art,80,99
36.96,42,C,6,Art,80,471
36.96,43,C,6,Art,80,407
36.96,45,C,6,Art,80,724
