Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
14/03/2024,PA008,Perth,New York,Premium Economy,1127.5,Yes,1,None
03/07/2024,PA008,Perth,New York,Premium Economy,1457.5,Yes,1,Egg Free
04/02/2024,PA001,London,New York,Business Class,793.2,Yes,0,None
12/07/2024,PA007,New York,Perth,First Class,346,Yes,0,Dairy Free
02/06/2024,PA010,Tokyo,New York,Business Class,649.2,Yes,1,None
28/09/2024,PA003,London,Perth,Premium Economy,937.5,Yes,1,Egg Free
09/08/2024,PA004,Perth,London,Business Class,547.2,Yes,3,Vegetarian
28/05/2024,PA010,Tokyo,New York,Economy,3295,Yes,1,Egg Free
11/03/2024,PA011,Perth,Tokyo,First Class,438,Yes,3,None
26/07/2024,PA005,London,Tokyo,Premium Economy,510,Yes,1,Dairy Free
01/06/2024,PA006,Tokyo,London,Business Class,782.4,Yes,0,Vegetarian
28/03/2024,PA010,Tokyo,New York,Business Class,568.8,Yes,3,Egg Free
16/12/2024,PA006,Tokyo,London,Economy,3150,Yes,2,Vegan
09/11/2024,PA010,Tokyo,New York,First Class,613,Yes,1,Egg Free
07/07/2024,PA009,New York,Tokyo,Economy,2700,Yes,2,Nut Free
03/10/2024,PA005,London,Tokyo,Economy,1150,Yes,3,None
12/01/2024,PA010,Tokyo,New York,Business Class,313.2,Yes,3,Vegan
30/08/2024,PA009,New York,Tokyo,Economy,2875,Yes,1,Dairy Free
23/01/2024,PA009,New York,Tokyo,First Class,603,Yes,1,Egg Free
17/04/2024,PA011,Perth,Tokyo,First Class,362,Yes,2,Dairy Free
24/11/2024,PA005,London,Tokyo,First Class,322,Yes,3,Vegetarian
20/11/2024,PA011,Perth,Tokyo,First Class,678,Yes,1,Egg Free
16/12/2024,PA004,Perth,London,Premium Economy,1410,Yes,1,Egg Free
15/06/2024,PA005,London,Tokyo,Economy,1775,Yes,1,Egg Free
23/06/2024,PA010,Tokyo,New York,Business Class,291.6,Yes,2,Dairy Free
05/06/2024,PA008,Perth,New York,First Class,316,Yes,3,Egg Free
24/10/2024,PA010,Tokyo,New York,Business Class,333.6,Yes,2,Egg Free
28/02/2024,PA009,New York,Tokyo,First Class,403,Yes,3,None
06/06/2024,PA001,London,New York,Business Class,570,Yes,2,None
20/09/2024,PA010,Tokyo,New York,Premium Economy,1305,Yes,0,Egg Free
19/02/2024,PA004,Perth,London,First Class,260,Yes,1,Dairy Free
10/12/2024,PA011,Perth,Tokyo,Economy,2830,Yes,2,Vegan
12/11/2024,PA009,New York,Tokyo,First Class,344,Yes,2,Vegan
28/09/2024,PA009,New York,Tokyo,Economy,3390,Yes,2,Dairy Free
02/10/2024,PA001,London,New York,First Class,517,Yes,2,Vegan
12/08/2024,PA006,Tokyo,London,Premium Economy,615,Yes,3,Vegetarian
07/10/2024,PA008,Perth,New York,First Class,642,Yes,3,Vegetarian
04/04/2024,PA005,London,Tokyo,First Class,521,Yes,0,Nut Free
30/07/2024,PA003,London,Perth,First Class,612,Yes,1,Vegetarian
29/05/2024,PA009,New York,Tokyo,Business Class,294,Yes,0,Nut Free
04/01/2024,PA002,New York,London,First Class,684,Yes,1,Dairy Free
16/01/2024,PA007,New York,Perth,Business Class,406.8,Yes,3,None
09/08/2024,PA003,London,Perth,Premium Economy,1572.5,Yes,3,Nut Free
13/07/2024,PA010,Tokyo,New York,First Class,403,Yes,1,Nut Free
13/10/2024,PA012,Tokyo,Perth,Premium Economy,1352.5,Yes,0,Dairy Free
20/07/2024,PA011,Perth,Tokyo,First Class,606,Yes,1,Egg Free
27/08/2024,PA005,London,Tokyo,Economy,3080,Yes,2,Vegetarian
25/03/2024,PA002,New York,London,Premium Economy,1342.5,Yes,2,Dairy Free
09/08/2024,PA006,Tokyo,London,Business Class,658.8,Yes,2,Vegan
22/05/2024,PA006,Tokyo,London,Premium Economy,1660,Yes,3,Egg Free
14/01/2024,PA012,Tokyo,Perth,First Class,379,Yes,0,Egg Free
06/09/2024,PA006,Tokyo,London,Business Class,272.4,Yes,1,Vegan
11/04/2024,PA011,Perth,Tokyo,Economy,1410,Yes,0,Nut Free
01/09/2024,PA005,London,Tokyo,Business Class,243.6,Yes,1,None
18/11/2024,PA008,Perth,New York,Premium Economy,1127.5,Yes,1,None
31/12/2024,PA005,London,Tokyo,First Class,247,Yes,3,Nut Free
03/08/2024,PA011,Perth,Tokyo,Economy,2695,Yes,0,Nut Free
31/05/2024,PA009,New York,Tokyo,First Class,484,Yes,1,None
19/12/2024,PA006,Tokyo,London,First Class,216,Yes,1,Egg Free
07/02/2024,PA001,London,New York,Business Class,266.4,Yes,0,None
24/01/2024,PA012,Tokyo,Perth,Economy,3370,Yes,0,Vegan
21/01/2024,PA012,Tokyo,Perth,Business Class,422.4,Yes,0,Vegetarian
18/04/2024,PA003,London,Perth,First Class,350,Yes,1,Egg Free
11/07/2024,PA011,Perth,Tokyo,First Class,237,Yes,2,Vegetarian
19/11/2024,PA006,Tokyo,London,Premium Economy,1295,Yes,3,None
19/12/2024,PA001,London,New York,Business Class,571.2,Yes,1,Dairy Free
03/02/2024,PA008,Perth,New York,Business Class,421.2,Yes,3,Dairy Free
06/02/2024,PA004,Perth,London,First Class,306,Yes,2,Dairy Free
10/04/2024,PA011,Perth,Tokyo,Economy,1695,Yes,0,Vegetarian
21/11/2024,PA006,Tokyo,London,Business Class,367.2,Yes,0,None
16/02/2024,PA003,London,Perth,First Class,618,Yes,3,Nut Free
02/12/2024,PA001,London,New York,Premium Economy,1037.5,Yes,3,Vegetarian
11/08/2024,PA008,Perth,New York,Business Class,294,Yes,3,Vegan
11/12/2024,PA008,Perth,New York,Business Class,834,Yes,0,Egg Free
09/04/2024,PA008,Perth,New York,Premium Economy,1307.5,Yes,0,None
06/03/2024,PA006,Tokyo,London,Premium Economy,1220,Yes,2,Nut Free
25/10/2024,PA007,New York,Perth,First Class,485,Yes,3,Dairy Free
11/07/2024,PA002,New York,London,Economy,3080,Yes,2,Nut Free
13/03/2024,PA005,London,Tokyo,First Class,518,Yes,1,Dairy Free
24/01/2024,PA011,Perth,Tokyo,Economy,3060,Yes,3,Vegan
17/09/2024,PA001,London,New York,Economy,2000,Yes,3,Vegan
08/08/2024,PA001,London,New York,First Class,627,Yes,1,Nut Free
23/12/2024,PA009,New York,Tokyo,Premium Economy,922.5,Yes,2,Egg Free
14/05/2024,PA001,London,New York,Business Class,583.2,Yes,2,Vegan
15/02/2024,PA008,Perth,New York,Premium Economy,1732.5,Yes,3,Nut Free
02/10/2024,PA010,Tokyo,New York,Premium Economy,927.5,Yes,3,Vegetarian
16/09/2024,PA001,London,New York,Economy,2415,Yes,2,None
10/07/2024,PA009,New York,Tokyo,Premium Economy,1142.5,Yes,2,None
12/08/2024,PA003,London,Perth,Economy,2750,Yes,1,Dairy Free
06/03/2024,PA012,Tokyo,Perth,Economy,1380,Yes,0,Egg Free
28/01/2024,PA004,Perth,London,Economy,2990,Yes,3,Nut Free
24/07/2024,PA012,Tokyo,Perth,Premium Economy,1075,Yes,0,Vegetarian
17/01/2024,PA010,Tokyo,New York,Premium Economy,1325,Yes,0,Nut Free
01/03/2024,PA004,Perth,London,Premium Economy,1447.5,Yes,3,None
02/09/2024,PA006,Tokyo,London,First Class,642,Yes,1,Vegetarian
23/10/2024,PA009,New York,Tokyo,Premium Economy,740,Yes,0,Egg Free
16/07/2024,PA012,Tokyo,Perth,Economy,1170,Yes,2,Dairy Free
04/04/2024,PA009,New York,Tokyo,First Class,691,Yes,3,Egg Free
31/07/2024,PA005,London,Tokyo,Business Class,577.2,Yes,3,Nut Free
22/10/2024,PA006,Tokyo,London,Premium Economy,1020,Yes,1,Egg Free
24/08/2024,PA004,Perth,London,Economy,2985,Yes,2,Vegan
23/03/2024,PA003,London,Perth,Premium Economy,1302.5,Yes,3,Vegetarian
20/07/2024,PA007,New York,Perth,Premium Economy,1677.5,Yes,0,Dairy Free
11/05/2024,PA005,London,Tokyo,Business Class,747.6,Yes,1,Nut Free
30/11/2024,PA004,Perth,London,Premium Economy,1357.5,Yes,2,Nut Free
20/04/2024,PA006,Tokyo,London,Economy,3015,Yes,0,Nut Free
19/02/2024,PA008,Perth,New York,Economy,2515,Yes,2,Egg Free
27/04/2024,PA007,New York,Perth,First Class,689,Yes,0,Vegan
10/11/2024,PA009,New York,Tokyo,Premium Economy,1225,Yes,3,Nut Free
29/03/2024,PA009,New York,Tokyo,First Class,500,Yes,1,Egg Free
17/01/2024,PA005,London,Tokyo,Premium Economy,942.5,Yes,3,Nut Free
17/03/2024,PA001,London,New York,Economy,2880,Yes,0,None
02/09/2024,PA007,New York,Perth,First Class,570,Yes,1,Vegan
25/09/2024,PA003,London,Perth,Business Class,762,Yes,0,Vegan
21/07/2024,PA002,New York,London,Economy,2340,Yes,0,Nut Free
07/09/2024,PA005,London,Tokyo,First Class,388,Yes,0,Vegetarian
07/11/2024,PA007,New York,Perth,First Class,345,Yes,3,Nut Free
02/08/2024,PA002,New York,London,Premium Economy,1667.5,Yes,3,Vegetarian
28/08/2024,PA001,London,New York,Economy,1925,Yes,2,Dairy Free
24/02/2024,PA005,London,Tokyo,First Class,688,Yes,3,Egg Free
14/04/2024,PA005,London,Tokyo,Premium Economy,665,Yes,1,Nut Free
24/10/2024,PA009,New York,Tokyo,Economy,3235,Yes,0,Vegetarian
31/03/2024,PA007,New York,Perth,Premium Economy,935,Yes,3,Vegan
29/06/2024,PA002,New York,London,Business Class,452.4,Yes,1,Vegan
19/01/2024,PA005,London,Tokyo,Economy,2525,Yes,3,Egg Free
04/04/2024,PA003,London,Perth,Economy,1325,Yes,1,Nut Free
10/08/2024,PA008,Perth,New York,First Class,251,Yes,1,None
05/05/2024,PA006,Tokyo,London,Economy,1310,Yes,0,Vegan
02/12/2024,PA001,London,New York,Premium Economy,1255,Yes,2,Dairy Free
10/07/2024,PA011,Perth,Tokyo,Business Class,241.2,Yes,2,Egg Free
21/09/2024,PA007,New York,Perth,Premium Economy,807.5,Yes,0,Nut Free
08/10/2024,PA008,Perth,New York,Business Class,414,Yes,0,Vegetarian
07/10/2024,PA008,Perth,New York,Economy,2685,Yes,3,Vegan
04/10/2024,PA004,Perth,London,Premium Economy,945,Yes,1,Egg Free
08/10/2024,PA003,London,Perth,Business Class,758.4,Yes,1,Egg Free
15/09/2024,PA006,Tokyo,London,Premium Economy,1090,Yes,2,Vegan
29/07/2024,PA001,London,New York,Premium Economy,1477.5,Yes,1,Dairy Free
27/09/2024,PA012,Tokyo,Perth,Business Class,657.6,Yes,2,Vegetarian
28/09/2024,PA011,Perth,Tokyo,Business Class,580.8,Yes,2,None
23/09/2024,PA008,Perth,New York,Economy,1205,Yes,1,Dairy Free
30/07/2024,PA007,New York,Perth,Premium Economy,1632.5,Yes,2,Dairy Free
15/03/2024,PA004,Perth,London,First Class,449,Yes,2,Vegan
24/04/2024,PA011,Perth,Tokyo,Economy,1870,Yes,1,Vegetarian
14/11/2024,PA004,Perth,London,Economy,2290,Yes,2,Nut Free
07/07/2024,PA002,New York,London,Business Class,530.4,Yes,3,Nut Free
02/03/2024,PA001,London,New York,First Class,323,Yes,0,Vegan
08/05/2024,PA006,Tokyo,London,First Class,440,Yes,2,None
02/09/2024,PA012,Tokyo,Perth,Premium Economy,570,Yes,3,Nut Free
19/05/2024,PA010,Tokyo,New York,First Class,362,Yes,2,None
19/10/2024,PA002,New York,London,Premium Economy,1130,Yes,0,None
03/10/2024,PA008,Perth,New York,Economy,1140,Yes,0,Vegan
10/06/2024,PA004,Perth,London,First Class,478,Yes,3,Nut Free
02/02/2024,PA002,New York,London,Economy,1530,Yes,0,Nut Free
29/08/2024,PA007,New York,Perth,Economy,1265,Yes,3,Nut Free
30/11/2024,PA001,London,New York,First Class,401,Yes,3,Nut Free
05/12/2024,PA004,Perth,London,Business Class,609.6,Yes,0,None
29/11/2024,PA009,New York,Tokyo,Economy,2375,Yes,0,Vegetarian
25/10/2024,PA010,Tokyo,New York,First Class,466,Yes,1,Nut Free
28/08/2024,PA005,London,Tokyo,Premium Economy,1122.5,Yes,2,Dairy Free
15/06/2024,PA001,London,New York,Premium Economy,1005,Yes,3,Vegan
26/12/2024,PA008,Perth,New York,First Class,297,Yes,3,None
17/05/2024,PA002,New York,London,Premium Economy,1547.5,Yes,2,Dairy Free
30/07/2024,PA004,Perth,London,First Class,552,Yes,0,None
04/11/2024,PA008,Perth,New York,Business Class,432,Yes,0,Egg Free
20/10/2024,PA006,Tokyo,London,Premium Economy,802.5,Yes,1,None
29/03/2024,PA012,Tokyo,Perth,Business Class,508.8,Yes,2,Dairy Free
26/07/2024,PA002,New York,London,Economy,2885,Yes,0,Vegetarian
04/10/2024,PA003,London,Perth,Business Class,711.6,Yes,1,Egg Free
01/12/2024,PA010,Tokyo,New York,Premium Economy,1677.5,Yes,0,Nut Free
09/03/2024,PA012,Tokyo,Perth,Premium Economy,840,Yes,0,Nut Free
23/08/2024,PA002,New York,London,Economy,2010,Yes,2,Dairy Free
25/06/2024,PA005,London,Tokyo,Premium Economy,1152.5,Yes,2,None
16/04/2024,PA003,London,Perth,Premium Economy,825,Yes,3,Dairy Free
11/06/2024,PA005,London,Tokyo,First Class,468,Yes,1,Nut Free
13/08/2024,PA007,New York,Perth,Business Class,302.4,Yes,2,None
20/05/2024,PA001,London,New York,Business Class,799.2,Yes,0,Nut Free
15/01/2024,PA009,New York,Tokyo,Business Class,397.2,Yes,3,Dairy Free
21/05/2024,PA001,London,New York,First Class,493,Yes,0,Vegan
07/06/2024,PA008,Perth,New York,Economy,2110,Yes,0,Egg Free
23/01/2024,PA011,Perth,Tokyo,First Class,635,Yes,2,None
31/07/2024,PA002,New York,London,First Class,392,Yes,0,None
05/09/2024,PA006,Tokyo,London,Economy,3345,Yes,3,None
21/01/2024,PA009,New York,Tokyo,Business Class,352.8,Yes,0,Egg Free
15/04/2024,PA011,Perth,Tokyo,First Class,334,Yes,1,None
01/10/2024,PA012,Tokyo,Perth,First Class,382,Yes,1,None
17/01/2024,PA002,New York,London,Business Class,672,Yes,2,Vegan
22/03/2024,PA011,Perth,Tokyo,First Class,563,Yes,0,Nut Free
23/02/2024,PA012,Tokyo,Perth,Business Class,472.8,Yes,0,Dairy Free
09/12/2024,PA011,Perth,Tokyo,Economy,3460,Yes,0,Vegan
19/05/2024,PA009,New York,Tokyo,Business Class,685.2,Yes,3,Egg Free
12/02/2024,PA005,London,Tokyo,Premium Economy,1157.5,Yes,0,Vegan
25/04/2024,PA001,London,New York,First Class,295,Yes,3,None
08/10/2024,PA003,London,Perth,Business Class,655.2,Yes,1,Egg Free
12/02/2024,PA011,Perth,Tokyo,First Class,207,Yes,3,Vegetarian
26/06/2024,PA008,Perth,New York,Premium Economy,1592.5,Yes,0,Vegan
09/11/2024,PA012,Tokyo,Perth,First Class,275,Yes,2,Vegetarian
22/05/2024,PA006,Tokyo,London,Business Class,660,Yes,1,Vegan
05/08/2024,PA007,New York,Perth,Business Class,481.2,Yes,3,Egg Free
10/05/2024,PA011,Perth,Tokyo,Premium Economy,1277.5,Yes,2,Egg Free
11/02/2024,PA012,Tokyo,Perth,Business Class,595.2,Yes,1,None
25/07/2024,PA004,Perth,London,Business Class,822,Yes,1,Nut Free
25/12/2024,PA004,Perth,London,Business Class,303.6,Yes,2,Vegan
27/06/2024,PA012,Tokyo,Perth,Business Class,835.2,Yes,2,Dairy Free
09/08/2024,PA008,Perth,New York,First Class,665,Yes,3,None
15/04/2024,PA006,Tokyo,London,First Class,678,Yes,1,Egg Free
05/10/2024,PA012,Tokyo,Perth,Business Class,252,Yes,1,None
12/06/2024,PA007,New York,Perth,Business Class,721.2,Yes,3,Vegetarian
23/10/2024,PA002,New York,London,Business Class,276,Yes,2,Nut Free
05/06/2024,PA005,London,Tokyo,First Class,539,Yes,0,Dairy Free
01/05/2024,PA010,Tokyo,New York,Economy,1250,Yes,0,Vegan
18/10/2024,PA001,London,New York,Business Class,331.2,Yes,1,None
10/09/2024,PA012,Tokyo,Perth,Business Class,823.2,Yes,0,Vegan
09/08/2024,PA007,New York,Perth,Business Class,241.2,Yes,3,Dairy Free
27/08/2024,PA002,New York,London,Business Class,470.4,Yes,1,Nut Free
15/02/2024,PA011,Perth,Tokyo,First Class,371,Yes,0,Nut Free
21/11/2024,PA003,London,Perth,First Class,469,Yes,1,Vegetarian
02/02/2024,PA001,London,New York,Business Class,358.8,Yes,0,Vegan
13/12/2024,PA008,Perth,New York,First Class,208,Yes,2,Nut Free
02/07/2024,PA003,London,Perth,First Class,357,Yes,0,Dairy Free
02/11/2024,PA007,New York,Perth,Premium Economy,885,Yes,2,Nut Free
29/09/2024,PA002,New York,London,Business Class,260.4,Yes,0,Vegetarian
24/07/2024,PA009,New York,Tokyo,Economy,2040,Yes,2,Dairy Free
16/08/2024,PA008,Perth,New York,Premium Economy,765,Yes,1,Nut Free
21/08/2024,PA010,Tokyo,New York,Economy,1225,Yes,2,Nut Free
18/03/2024,PA002,New York,London,Premium Economy,1617.5,Yes,3,Vegetarian
20/12/2024,PA001,London,New York,First Class,473,Yes,1,None
03/02/2024,PA005,London,Tokyo,Business Class,330,Yes,3,Vegan
17/08/2024,PA001,London,New York,Premium Economy,522.5,Yes,1,Vegan
25/08/2024,PA002,New York,London,First Class,370,Yes,1,None
18/09/2024,PA011,Perth,Tokyo,Business Class,694.8,Yes,0,Dairy Free
16/02/2024,PA010,Tokyo,New York,First Class,340,Yes,1,None
01/05/2024,PA005,London,Tokyo,Economy,1810,Yes,0,Dairy Free
08/09/2024,PA006,Tokyo,London,Economy,1865,Yes,1,Dairy Free
10/07/2024,PA010,Tokyo,New York,Economy,2920,Yes,3,Vegan
29/03/2024,PA007,New York,Perth,First Class,698,Yes,3,Vegan
07/02/2024,PA004,Perth,London,Premium Economy,1045,Yes,0,Egg Free
11/03/2024,PA010,Tokyo,New York,First Class,561,Yes,0,None
28/11/2024,PA004,Perth,London,Economy,1220,Yes,3,Egg Free
12/06/2024,PA001,London,New York,Business Class,328.8,Yes,1,Egg Free
28/02/2024,PA003,London,Perth,First Class,660,Yes,1,Vegan
12/11/2024,PA006,Tokyo,London,Business Class,546,Yes,1,Vegan
28/05/2024,PA007,New York,Perth,First Class,622,Yes,0,Egg Free
13/04/2024,PA010,Tokyo,New York,First Class,283,Yes,3,Dairy Free
06/05/2024,PA004,Perth,London,Economy,1905,Yes,0,Nut Free
11/11/2024,PA011,Perth,Tokyo,Premium Economy,1080,Yes,2,Vegetarian
21/10/2024,PA008,Perth,New York,Premium Economy,1212.5,Yes,2,Nut Free
02/12/2024,PA004,Perth,London,Economy,2870,Yes,2,Vegetarian
15/11/2024,PA001,London,New York,Premium Economy,1590,Yes,3,Vegetarian
25/10/2024,PA006,Tokyo,London,Business Class,726,Yes,1,Dairy Free
17/01/2024,PA010,Tokyo,New York,Premium Economy,1417.5,Yes,1,Vegan
14/04/2024,PA011,Perth,Tokyo,Business Class,249.6,Yes,1,Nut Free
26/08/2024,PA007,New York,Perth,Business Class,342,Yes,3,Dairy Free
05/11/2024,PA009,New York,Tokyo,Economy,2825,Yes,3,Vegetarian
27/04/2024,PA001,London,New York,First Class,633,Yes,0,Egg Free
10/03/2024,PA010,Tokyo,New York,Premium Economy,1480,Yes,2,None
28/06/2024,PA002,New York,London,Economy,1890,Yes,1,Vegetarian
01/05/2024,PA002,New York,London,Business Class,697.2,Yes,1,Dairy Free
05/04/2024,PA003,London,Perth,First Class,315,Yes,3,Egg Free
10/11/2024,PA008,Perth,New York,First Class,554,Yes,1,Egg Free
02/12/2024,PA001,London,New York,First Class,543,Yes,2,Vegetarian
09/05/2024,PA003,London,Perth,Business Class,796.8,Yes,0,None
04/08/2024,PA008,Perth,New York,Economy,1740,Yes,1,Dairy Free
02/07/2024,PA009,New York,Tokyo,Business Class,694.8,Yes,2,Dairy Free
27/06/2024,PA007,New York,Perth,Premium Economy,720,Yes,2,Vegan
21/03/2024,PA005,London,Tokyo,Economy,1370,Yes,0,Vegan
14/04/2024,PA004,Perth,London,Business Class,362.4,Yes,0,Dairy Free
13/02/2024,PA010,Tokyo,New York,Premium Economy,1647.5,Yes,0,Dairy Free
28/06/2024,PA001,London,New York,Business Class,550.8,Yes,2,Vegetarian
26/05/2024,PA006,Tokyo,London,First Class,349,Yes,1,Nut Free
22/10/2024,PA007,New York,Perth,First Class,458,Yes,0,None
01/10/2024,PA006,Tokyo,London,Business Class,343.2,Yes,2,Vegetarian
06/11/2024,PA006,Tokyo,London,Premium Economy,1207.5,Yes,0,None
22/02/2024,PA008,Perth,New York,First Class,254,Yes,3,Dairy Free
24/05/2024,PA009,New York,Tokyo,Business Class,514.8,Yes,3,Egg Free
30/04/2024,PA012,Tokyo,Perth,Premium Economy,1452.5,Yes,0,Vegetarian
01/02/2024,PA011,Perth,Tokyo,Economy,2425,Yes,2,Nut Free
25/07/2024,PA009,New York,Tokyo,Premium Economy,750,Yes,0,Vegetarian
01/11/2024,PA012,Tokyo,Perth,First Class,608,Yes,1,None
25/11/2024,PA010,Tokyo,New York,Economy,2930,Yes,2,Egg Free
08/11/2024,PA009,New York,Tokyo,First Class,431,Yes,3,Vegan
07/02/2024,PA001,London,New York,Business Class,249.6,Yes,0,None
15/11/2024,PA005,London,Tokyo,First Class,424,Yes,1,Nut Free
05/11/2024,PA003,London,Perth,First Class,660,Yes,0,Vegan
29/12/2024,PA010,Tokyo,New York,Business Class,603.6,Yes,3,Egg Free
11/02/2024,PA007,New York,Perth,Business Class,824.4,Yes,3,Dairy Free
07/12/2024,PA009,New York,Tokyo,Economy,1615,Yes,1,Vegetarian
29/10/2024,PA007,New York,Perth,First Class,477,Yes,1,Dairy Free
22/08/2024,PA003,London,Perth,Economy,2360,Yes,2,Vegetarian
31/01/2024,PA004,Perth,London,First Class,289,Yes,2,Nut Free
11/06/2024,PA001,London,New York,Premium Economy,1340,Yes,2,Nut Free
05/01/2024,PA012,Tokyo,Perth,Business Class,336,Yes,3,Vegetarian
30/06/2024,PA006,Tokyo,London,Business Class,685.2,Yes,3,Dairy Free
11/07/2024,PA002,New York,London,Premium Economy,777.5,Yes,3,Vegan
29/07/2024,PA001,London,New York,First Class,384,Yes,0,Vegan
13/08/2024,PA010,Tokyo,New York,Business Class,289.2,Yes,1,Vegetarian
29/07/2024,PA012,Tokyo,Perth,First Class,554,Yes,2,Nut Free
05/07/2024,PA010,Tokyo,New York,Premium Economy,670,Yes,0,Egg Free
01/02/2024,PA011,Perth,Tokyo,First Class,623,Yes,2,None
16/10/2024,PA006,Tokyo,London,Premium Economy,1255,Yes,3,Nut Free
12/09/2024,PA002,New York,London,Premium Economy,1407.5,Yes,0,Vegetarian
25/01/2024,PA001,London,New York,Business Class,565.2,Yes,1,Nut Free
07/09/2024,PA008,Perth,New York,Business Class,698.4,Yes,3,Egg Free
13/12/2024,PA012,Tokyo,Perth,Premium Economy,1092.5,Yes,2,None
22/02/2024,PA002,New York,London,Premium Economy,1027.5,Yes,2,None
15/02/2024,PA005,London,Tokyo,Economy,1800,Yes,0,None
22/06/2024,PA011,Perth,Tokyo,Economy,2725,Yes,2,Nut Free
17/03/2024,PA005,London,Tokyo,Economy,2350,Yes,2,Nut Free
04/03/2024,PA008,Perth,New York,Premium Economy,1215,Yes,0,None
15/12/2024,PA006,Tokyo,London,Premium Economy,1140,Yes,2,Dairy Free
02/01/2024,PA010,Tokyo,New York,Business Class,507.6,Yes,2,Egg Free
13/11/2024,PA011,Perth,Tokyo,First Class,353,Yes,2,Vegetarian
13/07/2024,PA006,Tokyo,London,Economy,3375,Yes,2,Nut Free
12/09/2024,PA004,Perth,London,Economy,1645,Yes,0,Vegetarian
27/02/2024,PA002,New York,London,First Class,325,Yes,0,Vegan
04/08/2024,PA007,New York,Perth,Economy,2390,Yes,0,None
05/09/2024,PA001,London,New York,Premium Economy,1202.5,Yes,0,Egg Free
13/08/2024,PA007,New York,Perth,Premium Economy,815,Yes,0,Nut Free
04/06/2024,PA009,New York,Tokyo,Premium Economy,1525,Yes,2,None
18/12/2024,PA012,Tokyo,Perth,Economy,2565,Yes,3,Nut Free
14/05/2024,PA002,New York,London,Business Class,667.2,Yes,2,Vegan
29/07/2024,PA003,London,Perth,Premium Economy,615,Yes,1,Nut Free
03/06/2024,PA007,New York,Perth,First Class,636,Yes,1,Egg Free
09/02/2024,PA005,London,Tokyo,First Class,519,Yes,2,Vegetarian
10/03/2024,PA008,Perth,New York,Premium Economy,1737.5,Yes,1,Vegetarian
27/11/2024,PA011,Perth,Tokyo,First Class,509,Yes,1,Vegetarian
26/06/2024,PA002,New York,London,First Class,335,Yes,0,Vegan
07/10/2024,PA002,New York,London,First Class,684,Yes,2,Nut Free
29/10/2024,PA003,London,Perth,Economy,2720,Yes,3,None
12/10/2024,PA009,New York,Tokyo,Business Class,478.8,Yes,1,Egg Free
19/09/2024,PA007,New York,Perth,First Class,231,Yes,2,Nut Free
20/07/2024,PA010,Tokyo,New York,Business Class,370.8,Yes,3,Egg Free
21/09/2024,PA004,Perth,London,Business Class,733.2,Yes,3,Egg Free
02/07/2024,PA002,New York,London,Premium Economy,1142.5,Yes,1,Dairy Free
17/02/2024,PA007,New York,Perth,First Class,245,Yes,3,Vegetarian
22/08/2024,PA009,New York,Tokyo,Premium Economy,1090,Yes,1,Nut Free
03/12/2024,PA004,Perth,London,Premium Economy,1695,Yes,3,Nut Free
12/12/2024,PA009,New York,Tokyo,Economy,1495,Yes,0,Nut Free
13/03/2024,PA004,Perth,London,Business Class,835.2,Yes,0,Dairy Free
05/09/2024,PA012,Tokyo,Perth,Business Class,675.6,Yes,0,Egg Free
02/08/2024,PA002,New York,London,Premium Economy,1060,Yes,2,Vegan
10/12/2024,PA010,Tokyo,New York,Economy,1235,Yes,0,Vegan
20/10/2024,PA005,London,Tokyo,Economy,3175,Yes,0,Vegetarian
21/06/2024,PA009,New York,Tokyo,Premium Economy,1000,Yes,0,None
08/10/2024,PA002,New York,London,Business Class,619.2,Yes,3,Egg Free
14/07/2024,PA007,New York,Perth,Premium Economy,590,Yes,1,Nut Free
27/09/2024,PA007,New York,Perth,Business Class,459.6,Yes,3,Egg Free
21/11/2024,PA010,Tokyo,New York,Business Class,518.4,Yes,2,None
29/01/2024,PA008,Perth,New York,Business Class,831.6,Yes,3,Egg Free
26/01/2024,PA003,London,Perth,Premium Economy,1485,Yes,0,Dairy Free
03/04/2024,PA009,New York,Tokyo,Economy,2290,Yes,0,Dairy Free
15/05/2024,PA011,Perth,Tokyo,First Class,382,Yes,3,Nut Free
13/11/2024,PA003,London,Perth,Economy,1685,Yes,3,Egg Free
04/11/2024,PA007,New York,Perth,Economy,2330,Yes,2,None
25/06/2024,PA012,Tokyo,Perth,Business Class,697.2,Yes,0,Dairy Free
14/10/2024,PA007,New York,Perth,Premium Economy,802.5,Yes,0,Vegan
01/02/2024,PA012,Tokyo,Perth,Premium Economy,647.5,Yes,0,Vegetarian
06/07/2024,PA001,London,New York,Economy,1280,Yes,0,Egg Free
19/02/2024,PA012,Tokyo,Perth,First Class,340,Yes,0,Nut Free
11/05/2024,PA011,Perth,Tokyo,Economy,1565,Yes,3,None
12/04/2024,PA005,London,Tokyo,Economy,2390,Yes,3,Vegetarian
06/04/2024,PA012,Tokyo,Perth,Business Class,302.4,Yes,3,Egg Free
07/02/2024,PA009,New York,Tokyo,First Class,345,Yes,1,None
07/07/2024,PA003,London,Perth,Premium Economy,762.5,Yes,2,Vegetarian
08/05/2024,PA007,New York,Perth,Premium Economy,1030,Yes,2,Egg Free
22/07/2024,PA010,Tokyo,New York,First Class,432,Yes,1,Dairy Free
26/03/2024,PA011,Perth,Tokyo,First Class,348,Yes,3,Vegetarian
25/03/2024,PA004,Perth,London,First Class,516,Yes,3,None
