StoreID,CustomerID,OrderID,Order Date,ProductID,Returned,Quantity,Sales
2,155,2162,02/03/2021,60,0,5,25.85
5,4,1123,18/03/2021,24,0,7,39.69
6,200,1363,17/03/2021,24,1,1,5.67
2,80,1381,02/03/2021,24,1,5,28.35
2,209,1615,19/03/2021,24,1,1,5.67
6,170,1679,05/03/2021,24,0,7,39.69
2,156,2156,24/03/2021,24,1,1,5.67
1,152,1271,02/03/2021,21,1,10,59.900000000000006
3,199,1362,17/03/2021,21,0,10,59.900000000000006
7,220,1501,25/03/2021,21,1,4,23.96
4,157,1513,03/03/2021,21,1,2,11.98
4,169,1680,05/03/2021,21,0,11,65.89
2,241,1806,31/03/2021,21,0,11,65.89
2,232,1839,28/03/2021,21,0,4,23.96
2,239,1097,31/03/2021,3,0,10,64.5
4,180,1278,26/03/2021,3,1,2,12.9
6,73,1311,13/03/2021,3,0,8,51.6
4,218,1351,25/03/2021,3,0,6,38.7
4,184,1455,11/03/2021,3,0,8,51.6
7,229,1838,28/03/2021,3,0,8,51.6
7,51,1886,26/03/2021,3,0,2,12.9
2,239,1097,31/03/2021,39,0,9,58.67999999999999
7,179,1203,10/03/2021,39,1,11,71.72
3,211,1761,21/03/2021,39,0,1,6.52
3,172,1961,06/03/2021,39,0,10,65.19999999999999
1,137,2092,16/03/2021,39,0,3,19.56
4,156,2140,02/03/2021,39,0,4,26.08
3,17,1201,10/03/2021,44,0,8,55.12
7,105,1469,13/03/2021,44,0,6,41.339999999999996
2,171,1544,05/03/2021,44,0,9,62.01
2,209,1615,19/03/2021,44,1,6,41.339999999999996
2,112,1699,08/03/2021,44,0,6,41.339999999999996
2,168,1863,05/03/2021,44,0,5,34.449999999999996
6,152,2061,11/03/2021,44,0,4,27.56
3,204,1124,18/03/2021,4,0,4,28.56
7,179,1203,10/03/2021,4,1,8,57.12
2,73,1282,28/03/2021,4,1,8,57.12
3,188,1487,12/03/2021,4,1,7,49.98
7,231,1835,28/03/2021,4,0,7,49.98
2,168,1863,05/03/2021,4,0,6,42.839999999999996
6,217,1306,24/03/2021,40,0,4,30.0
3,199,1362,17/03/2021,40,0,4,30.0
3,188,1487,12/03/2021,40,1,10,75.0
4,169,1680,05/03/2021,40,0,6,45.0
3,204,1124,18/03/2021,51,0,11,85.8
3,181,1202,10/03/2021,51,1,2,15.6
1,159,1214,03/03/2021,51,0,1,7.8
3,214,1760,21/03/2021,51,0,6,46.8
2,241,1806,31/03/2021,51,0,10,78.0
6,101,1364,17/03/2021,46,0,6,47.94
2,24,1367,17/03/2021,46,0,9,71.91
4,186,1653,12/03/2021,46,0,7,55.93
3,151,1716,23/03/2021,46,0,8,63.92
2,241,1806,31/03/2021,46,0,6,47.94
2,49,1807,31/03/2021,46,1,11,87.89
3,172,1961,06/03/2021,46,0,10,79.9
3,17,1201,10/03/2021,2,0,11,475.85999999999996
7,182,1204,10/03/2021,2,0,11,475.85999999999996
6,73,1311,13/03/2021,2,0,5,216.29999999999998
2,222,1352,25/03/2021,2,0,8,346.08
4,44,1357,23/03/2021,2,0,6,259.56
7,105,1469,13/03/2021,2,0,1,43.26
7,161,1512,03/03/2021,2,0,6,259.56
2,224,2120,30/03/2021,2,0,2,86.52
7,238,2131,31/03/2021,2,0,5,216.29999999999998
5,136,1088,08/03/2021,34,0,2,179.94
7,201,1365,17/03/2021,34,0,5,449.85
4,203,1370,17/03/2021,34,0,6,539.8199999999999
5,213,1762,21/03/2021,34,0,9,809.73
3,187,1774,12/03/2021,34,0,6,539.8199999999999
6,158,1973,03/03/2021,34,1,1,89.97
7,226,1279,26/03/2021,22,1,9,53.910000000000004
2,42,1292,16/03/2021,22,0,3,17.97
2,209,1615,19/03/2021,22,1,2,11.98
2,241,1806,31/03/2021,22,0,9,53.910000000000004
2,69,1885,26/03/2021,22,1,8,47.92
3,205,1125,18/03/2021,33,0,7,139.58
3,188,1487,12/03/2021,33,1,9,179.46
2,242,1494,31/03/2021,33,0,11,219.34
4,169,1680,05/03/2021,33,0,6,119.64000000000001
4,152,1744,19/03/2021,33,0,11,219.34
7,229,1838,28/03/2021,33,0,11,219.34
7,165,1937,04/03/2021,33,0,3,59.82000000000001
4,223,2067,26/03/2021,33,0,5,99.7
3,181,1202,10/03/2021,8,1,11,504.79
7,201,1365,17/03/2021,8,0,10,458.9
2,191,1635,13/03/2021,8,0,1,45.89
3,172,1961,06/03/2021,8,0,7,321.23
2,73,1282,28/03/2021,42,1,8,1350.08
2,42,1292,16/03/2021,42,0,3,506.28
6,217,1306,24/03/2021,42,0,10,1687.6
5,62,1617,19/03/2021,42,0,6,1012.56
5,207,1745,19/03/2021,42,0,3,506.28
4,240,1969,31/03/2021,42,0,10,1687.6
6,152,2061,11/03/2021,42,0,1,168.76
3,205,1125,18/03/2021,52,0,8,523.92
5,237,1476,31/03/2021,52,0,1,65.49
3,188,1487,12/03/2021,52,1,4,261.96
7,189,1812,13/03/2021,52,0,10,654.9
7,216,1823,23/03/2021,52,1,1,65.49
3,172,1961,06/03/2021,52,0,9,589.41
5,150,2141,02/03/2021,52,0,10,654.9
1,159,1214,03/03/2021,58,0,3,389.97
5,154,1270,02/03/2021,58,1,11,1429.89
2,73,1282,28/03/2021,58,1,10,1299.9
4,218,1351,25/03/2021,58,0,11,1429.89
7,202,1369,17/03/2021,58,0,10,1299.9
5,237,1476,31/03/2021,58,0,6,779.94
2,171,1743,19/03/2021,58,0,3,389.97
2,194,1810,13/03/2021,58,0,4,519.96
2,232,1839,28/03/2021,58,0,11,1429.89
1,115,2062,11/03/2021,58,0,4,519.96
3,243,1310,31/03/2021,50,1,9,715.14
7,202,1369,17/03/2021,50,0,3,238.38
7,219,1449,25/03/2021,50,0,7,556.2199999999999
7,3,1607,26/03/2021,50,0,6,476.76
7,58,1698,08/03/2021,50,0,2,158.92
1,134,2066,26/03/2021,50,0,7,556.2199999999999
2,42,1292,16/03/2021,6,0,7,109.48
3,243,1310,31/03/2021,6,1,4,62.56
1,153,1382,02/03/2021,6,0,10,156.4
3,196,1467,13/03/2021,6,0,1,15.64
6,4,1468,13/03/2021,6,0,6,93.84
3,214,1760,21/03/2021,6,0,3,46.92
6,198,1834,28/03/2021,6,0,5,78.2
2,232,1839,28/03/2021,6,0,6,93.84
5,4,1123,18/03/2021,13,0,5,434.95
7,206,1126,18/03/2021,13,0,2,173.98
5,154,1270,02/03/2021,13,1,1,86.99
6,174,1538,06/03/2021,13,0,11,956.89
5,12,1614,19/03/2021,13,0,8,695.92
6,158,1973,03/03/2021,13,1,8,695.92
6,200,1363,17/03/2021,17,1,4,1427.96
1,102,1611,10/03/2021,17,0,10,3569.9
6,128,1814,13/03/2021,17,1,9,3212.91
7,229,1838,28/03/2021,17,0,6,2141.94
1,175,1959,06/03/2021,17,1,10,3569.9
7,179,1203,10/03/2021,26,1,7,3217.69
7,182,1204,10/03/2021,26,0,10,4596.7
6,176,1701,07/03/2021,26,0,8,3677.36
7,188,1817,25/03/2021,26,1,4,1838.68
2,163,1938,04/03/2021,26,0,6,2758.02
7,220,1501,25/03/2021,56,1,11,4963.969999999999
5,168,1668,30/03/2021,56,1,3,1353.81
7,189,1812,13/03/2021,56,0,6,2707.62
2,224,2068,26/03/2021,56,0,7,3158.89
2,177,1087,08/03/2021,27,0,1,297.5
6,244,1218,31/03/2021,27,0,11,3272.5
1,208,1219,31/03/2021,27,1,11,3272.5
5,84,1229,07/03/2021,27,1,11,3272.5
5,154,1270,02/03/2021,27,1,10,2975.0
6,4,1468,13/03/2021,27,0,7,2082.5
6,174,1538,06/03/2021,27,0,2,595.0
7,3,1607,26/03/2021,27,0,2,595.0
1,66,1836,28/03/2021,27,1,2,595.0
5,150,2141,02/03/2021,27,0,6,1785.0
6,46,2155,24/03/2021,27,1,4,1190.0
7,226,1279,26/03/2021,12,1,10,3975.4
7,197,1290,16/03/2021,12,0,1,397.54
5,215,1433,23/03/2021,12,0,5,1987.7
3,214,1760,21/03/2021,12,0,8,3180.32
2,241,1806,31/03/2021,12,0,2,795.08
2,69,1885,26/03/2021,12,1,2,795.08
5,157,1960,06/03/2021,12,0,3,1192.6200000000001
6,158,1973,03/03/2021,12,1,1,397.54
6,210,1096,20/03/2021,18,1,6,3945.2999999999997
2,212,1343,21/03/2021,18,1,3,1972.6499999999999
7,219,1449,25/03/2021,18,0,8,5260.4
3,196,1467,13/03/2021,18,0,4,2630.2
4,157,1513,03/03/2021,18,1,10,6575.5
7,134,1533,18/03/2021,18,0,11,7233.049999999999
1,173,1539,06/03/2021,18,0,11,7233.049999999999
4,169,1680,05/03/2021,18,0,2,1315.1
6,176,1701,07/03/2021,18,0,11,7233.049999999999
6,183,1808,13/03/2021,18,0,2,1315.1
7,95,1809,13/03/2021,18,0,10,6575.5
1,225,1821,26/03/2021,18,0,1,657.55
1,66,1836,28/03/2021,18,1,11,7233.049999999999
2,239,1097,31/03/2021,23,0,3,2428.68
6,73,1311,13/03/2021,23,0,4,3238.24
5,215,1433,23/03/2021,23,0,11,8905.16
2,49,1807,31/03/2021,23,1,7,5666.92
7,229,1838,28/03/2021,23,0,11,8905.16
5,145,1864,05/03/2021,23,0,7,5666.92
4,273,1082,15/04/2021,14,1,3,180.21
4,42,1175,09/04/2021,14,1,3,180.21
1,271,1454,26/04/2021,14,0,10,600.7
2,251,1871,01/04/2021,14,1,9,540.63
7,99,2027,17/04/2021,14,0,2,120.14
2,271,1480,14/04/2021,31,0,10,377.5
7,249,1789,01/04/2021,31,0,11,415.25
7,224,1189,21/04/2021,45,1,2,193.64
7,287,1264,24/04/2021,45,0,6,580.92
3,247,1353,01/04/2021,45,0,1,96.82
7,62,1595,01/04/2021,45,1,10,968.1999999999999
3,296,1800,30/04/2021,45,1,4,387.28
7,245,2107,10/04/2021,45,0,11,1065.02
4,258,1076,07/04/2021,29,0,4,173.16
2,13,1172,09/04/2021,29,0,6,259.74
6,291,1479,27/04/2021,29,1,6,259.74
4,245,1596,01/04/2021,29,0,10,432.9
5,197,1613,01/04/2021,29,0,1,43.29
3,30,1896,20/04/2021,29,1,5,216.45
7,193,2065,25/04/2021,29,0,8,346.32
7,245,2107,10/04/2021,29,0,5,216.45
5,284,2133,21/04/2021,29,1,4,173.16
1,251,1308,13/04/2021,35,0,11,229.57000000000002
3,252,1354,01/04/2021,35,0,5,104.35000000000001
6,46,1651,30/04/2021,35,0,9,187.83
6,186,1759,30/04/2021,35,1,2,41.74
7,169,1894,20/04/2021,35,0,10,208.70000000000002
4,266,1157,10/04/2021,57,1,1,15.69
2,263,1174,09/04/2021,57,1,5,78.45
2,295,1266,29/04/2021,57,0,10,156.9
6,102,1385,16/04/2021,57,0,3,47.07
3,210,1457,17/04/2021,57,0,11,172.59
2,178,1461,22/04/2021,57,0,6,94.14
7,254,1537,03/04/2021,57,0,3,47.07
1,82,2074,21/04/2021,57,0,8,125.52
7,37,2094,15/04/2021,57,0,11,172.59
1,200,2150,16/04/2021,57,1,2,31.38
7,160,1288,30/04/2021,36,0,9,79.2
2,286,1528,24/04/2021,36,0,4,35.2
1,53,1728,25/04/2021,36,1,10,88.0
1,48,1077,07/04/2021,48,1,6,15.600000000000001
4,248,1398,01/04/2021,48,0,4,10.4
3,124,1458,17/04/2021,48,0,11,28.6
5,69,1897,04/04/2021,48,1,11,28.6
6,41,2015,20/04/2021,48,1,7,18.2
7,193,2065,25/04/2021,48,0,1,2.6
7,225,1260,30/04/2021,5,0,10,100.0
1,192,1406,14/04/2021,5,1,8,80.0
6,240,1422,16/04/2021,5,0,10,100.0
2,178,1461,22/04/2021,5,0,6,60.0
2,286,1528,24/04/2021,5,0,7,70.0
2,270,1684,30/04/2021,5,1,9,90.0
4,275,1865,15/04/2021,5,0,4,40.0
1,290,2032,25/04/2021,5,0,4,40.0
6,196,1176,09/04/2021,32,1,6,119.94
4,245,1596,01/04/2021,32,0,11,219.89
3,124,1458,17/04/2021,37,0,10,2644.6
7,254,1537,03/04/2021,37,0,4,1057.84
2,294,1782,28/04/2021,37,0,5,1322.3
5,282,2014,20/04/2021,37,1,1,264.46
7,193,2065,25/04/2021,37,0,4,1057.84
1,200,2150,16/04/2021,37,1,7,1851.2199999999998
6,257,1075,07/04/2021,20,0,7,3940.2999999999997
4,266,1157,10/04/2021,20,1,8,4503.2
6,119,1208,09/04/2021,20,1,2,1125.8
1,192,1495,17/04/2021,20,1,9,5066.099999999999
5,237,2026,17/04/2021,20,0,3,1688.6999999999998
2,68,2084,23/04/2021,20,0,10,5629.0
4,258,1076,07/04/2021,25,0,3,1392.8700000000001
2,171,1872,24/04/2021,25,0,1,464.29
7,37,2094,15/04/2021,25,0,7,3250.03
7,199,2132,21/04/2021,25,0,11,5107.1900000000005
1,251,1308,13/04/2021,47,0,11,1378.6299999999999
5,169,1535,21/04/2021,47,0,11,1378.6299999999999
6,274,1738,15/04/2021,47,0,6,751.98
3,47,2082,23/04/2021,47,0,4,501.32
6,257,1075,07/04/2021,41,0,7,4237.73
5,215,1146,22/04/2021,41,1,10,6053.9
6,265,1156,10/04/2021,41,0,3,1816.17
6,252,1265,24/04/2021,41,1,10,6053.9
6,274,1738,15/04/2021,41,0,9,5448.51
4,257,1769,08/04/2021,41,1,3,1816.17
2,13,1172,09/04/2021,19,0,2,1795.3
3,281,1460,17/04/2021,19,0,7,6283.55
1,293,1478,27/04/2021,19,0,10,8976.5
1,250,1787,01/04/2021,19,0,8,7181.2
3,256,1079,07/04/2021,16,1,6,627.48
2,272,1164,14/04/2021,16,0,8,836.64
1,251,1308,13/04/2021,16,0,11,1150.3799999999999
3,252,1354,01/04/2021,16,0,7,732.06
1,114,1397,01/04/2021,16,0,9,941.22
4,248,1398,01/04/2021,16,0,4,418.32
3,124,1458,17/04/2021,16,0,1,104.58
2,94,2030,17/04/2021,16,0,7,732.06
6,26,1227,26/04/2021,55,0,6,34.14
3,280,1459,17/04/2021,55,0,4,22.76
3,25,1876,23/04/2021,55,0,2,11.38
7,218,2038,04/04/2021,55,0,8,45.52
1,82,2074,21/04/2021,55,0,3,17.07
2,13,1172,09/04/2021,1,0,3,9.99
2,263,1174,09/04/2021,1,1,3,9.99
1,251,1308,13/04/2021,1,0,1,3.33
3,247,1353,01/04/2021,1,0,10,33.3
1,290,1453,26/04/2021,1,0,3,9.99
2,253,1463,02/04/2021,1,0,11,36.63
2,251,1871,01/04/2021,1,1,11,36.63
3,1,1895,20/04/2021,1,0,9,29.97
5,69,1897,04/04/2021,1,1,11,36.63
2,68,2084,23/04/2021,1,0,11,36.63
1,298,1261,30/04/2021,53,1,6,16.14
4,227,1301,11/04/2021,53,0,10,26.9
6,240,1422,16/04/2021,53,0,5,13.45
1,273,1428,30/04/2021,53,1,7,18.83
6,56,1553,23/04/2021,53,1,5,13.45
7,254,2013,20/04/2021,53,0,2,5.38
2,249,1165,14/04/2021,59,0,4,18.0
6,26,1227,26/04/2021,59,0,5,22.5
1,251,1308,13/04/2021,59,0,11,49.5
4,262,1628,09/04/2021,59,1,5,22.5
1,14,1758,30/04/2021,59,0,10,45.0
4,275,1865,15/04/2021,59,0,6,27.0
3,1,1895,20/04/2021,59,0,8,36.0
4,22,1917,04/04/2021,59,1,7,31.5
4,273,1082,15/04/2021,15,1,4,22.0
5,215,1146,22/04/2021,15,1,8,44.0
6,196,1176,09/04/2021,15,1,2,11.0
2,234,1207,09/04/2021,15,1,11,60.5
3,268,1299,11/04/2021,15,0,8,44.0
2,242,1344,16/04/2021,15,0,3,16.5
4,262,1628,09/04/2021,15,1,1,5.5
4,261,1660,08/04/2021,15,0,1,5.5
6,288,1870,24/04/2021,15,0,6,33.0
4,97,2135,20/04/2021,15,0,11,60.5
4,227,1301,11/04/2021,9,0,1,2.69
1,60,1307,13/04/2021,9,0,9,24.21
2,178,1461,22/04/2021,9,0,4,10.76
1,293,1478,27/04/2021,9,0,4,10.76
4,262,1628,09/04/2021,9,1,7,18.83
3,256,1079,07/04/2021,10,1,7,34.09
2,272,1164,14/04/2021,10,0,8,38.96
1,192,1406,14/04/2021,10,1,2,9.74
6,56,1553,23/04/2021,10,1,11,53.57
5,197,1613,01/04/2021,10,0,7,34.09
6,289,1779,25/04/2021,10,1,9,43.83
3,1,1895,20/04/2021,10,0,2,9.74
5,175,1920,10/04/2021,10,0,5,24.35
7,99,2027,17/04/2021,10,0,11,53.57
2,68,2084,23/04/2021,10,0,8,38.96
2,242,1344,16/04/2021,11,0,1,9.99
6,240,1422,16/04/2021,11,0,1,9.99
3,87,1515,10/04/2021,11,1,7,69.93
3,127,1768,08/04/2021,11,0,5,49.95
4,22,1917,04/04/2021,11,1,1,9.99
2,94,2030,17/04/2021,11,0,8,79.92
1,290,2032,25/04/2021,11,0,2,19.98
7,37,2094,15/04/2021,11,0,9,89.91
4,97,2135,20/04/2021,11,0,10,99.9
7,166,1173,09/04/2021,28,0,6,46.8
1,298,1261,30/04/2021,28,1,6,46.8
2,242,1344,16/04/2021,28,0,6,46.8
6,133,1534,21/04/2021,28,0,10,78.0
7,249,1789,01/04/2021,28,0,5,39.0
3,30,1896,20/04/2021,28,1,10,78.0
5,237,2026,17/04/2021,28,0,8,62.4
2,68,2084,23/04/2021,28,0,3,23.4
2,263,1174,09/04/2021,7,1,3,7.949999999999999
4,42,1175,09/04/2021,7,1,4,10.6
6,26,1227,26/04/2021,7,0,6,15.899999999999999
5,31,1286,30/04/2021,7,0,7,18.55
7,259,1569,08/04/2021,7,0,5,13.25
3,264,1842,10/04/2021,7,0,11,29.15
3,280,1459,17/04/2021,54,0,10,25.5
1,278,1492,16/04/2021,54,0,11,28.049999999999997
4,57,1421,16/04/2021,49,0,8,21.2
3,124,1458,17/04/2021,49,0,7,18.55
2,270,1684,30/04/2021,49,1,5,13.25
6,265,1156,10/04/2021,38,0,5,14.0
2,13,1172,09/04/2021,38,0,1,2.8
4,248,1398,01/04/2021,38,0,3,8.399999999999999
3,47,2082,23/04/2021,38,0,3,8.399999999999999
2,263,1174,09/04/2021,30,1,1,3.97
6,196,1176,09/04/2021,30,1,2,7.94
1,250,1787,01/04/2021,30,0,8,31.76
4,269,1235,12/04/2021,43,1,9,43.83
1,290,1453,26/04/2021,43,0,9,43.83
7,99,2027,17/04/2021,43,0,6,29.22
4,17,2064,29/04/2021,43,0,2,9.74
1,200,2150,16/04/2021,43,1,1,4.87
1,213,1217,02/04/2021,60,0,8,41.36
3,247,1353,01/04/2021,60,0,11,56.87
6,289,1779,25/04/2021,60,1,2,10.34
6,288,1870,24/04/2021,60,0,6,31.02
3,25,1876,23/04/2021,60,0,1,5.17
3,30,1896,20/04/2021,60,1,3,15.51
7,224,1189,21/04/2021,24,1,4,22.68
1,298,1261,30/04/2021,24,1,5,28.35
7,260,1436,08/04/2021,24,0,11,62.37
3,281,1460,17/04/2021,24,0,8,45.36
2,286,1528,24/04/2021,24,0,5,28.35
7,254,1537,03/04/2021,24,0,6,34.019999999999996
3,65,1619,11/04/2021,24,0,8,45.36
1,250,1787,01/04/2021,24,0,7,39.69
1,114,1397,01/04/2021,21,0,2,11.98
6,276,1491,16/04/2021,21,1,6,35.94
4,237,1824,14/04/2021,21,1,5,29.950000000000003
4,22,1917,04/04/2021,21,1,4,23.96
7,99,2027,17/04/2021,21,0,2,11.98
2,249,1165,14/04/2021,3,0,1,6.45
6,277,1493,16/04/2021,3,0,11,70.95
3,87,1515,10/04/2021,3,1,3,19.35
7,62,1595,01/04/2021,3,1,3,19.35
7,224,1189,21/04/2021,39,1,4,26.08
4,227,1301,11/04/2021,39,0,10,65.19999999999999
4,261,1660,08/04/2021,39,0,4,26.08
3,296,1800,30/04/2021,39,1,5,32.599999999999994
7,193,2065,25/04/2021,39,0,10,65.19999999999999
3,205,1287,30/04/2021,44,0,3,20.669999999999998
3,247,1353,01/04/2021,44,0,8,55.12
6,102,1385,16/04/2021,44,0,2,13.78
7,260,1436,08/04/2021,44,0,3,20.669999999999998
6,46,1651,30/04/2021,44,0,9,62.01
2,68,2084,23/04/2021,44,0,7,48.23
3,65,1619,11/04/2021,4,0,1,7.14
4,262,1628,09/04/2021,4,1,8,57.12
3,1,1895,20/04/2021,4,0,1,7.14
6,257,1075,07/04/2021,40,0,6,45.0
3,39,1190,21/04/2021,40,0,4,30.0
6,262,1395,23/04/2021,40,0,2,15.0
6,285,1396,23/04/2021,40,0,5,37.5
3,30,1896,20/04/2021,40,1,10,75.0
3,267,2106,10/04/2021,40,0,8,60.0
4,266,1157,10/04/2021,51,1,1,7.8
3,281,1460,17/04/2021,51,0,11,85.8
4,261,1660,08/04/2021,51,0,7,54.6
3,296,1800,30/04/2021,51,1,5,39.0
5,277,1801,24/04/2021,51,0,7,54.6
7,218,2038,04/04/2021,51,0,1,7.8
2,92,1171,09/04/2021,46,1,7,55.93
1,14,1758,30/04/2021,46,0,3,23.97
6,289,1779,25/04/2021,46,1,8,63.92
1,48,1077,07/04/2021,2,1,2,86.52
2,74,1209,09/04/2021,2,0,4,173.04
3,281,1460,17/04/2021,2,0,5,216.29999999999998
3,71,2029,17/04/2021,2,0,7,302.82
7,224,1189,21/04/2021,34,1,9,809.73
7,225,1260,30/04/2021,34,0,6,539.8199999999999
7,160,1288,30/04/2021,34,0,10,899.7
4,227,1301,11/04/2021,34,0,10,899.7
2,93,1384,16/04/2021,34,0,6,539.8199999999999
3,281,1460,17/04/2021,34,0,2,179.94
3,256,1654,27/04/2021,34,1,7,629.79
6,186,1759,30/04/2021,34,1,5,449.85
4,246,1788,01/04/2021,34,0,2,179.94
3,39,1190,21/04/2021,22,0,11,65.89
6,26,1227,26/04/2021,22,0,11,65.89
4,269,1235,12/04/2021,22,1,10,59.900000000000006
4,227,1301,11/04/2021,22,0,2,11.98
6,186,1759,30/04/2021,22,1,11,65.89
3,127,1768,08/04/2021,22,0,4,23.96
4,17,2064,29/04/2021,22,0,5,29.950000000000003
3,111,1078,07/04/2021,33,1,5,99.7
6,184,1300,11/04/2021,33,0,7,139.58
1,251,1308,13/04/2021,33,0,6,119.64000000000001
6,283,1323,20/04/2021,33,0,4,79.76
2,242,1344,16/04/2021,33,0,1,19.94
2,271,1480,14/04/2021,33,0,5,99.7
4,222,1655,27/04/2021,33,0,6,119.64000000000001
5,163,1790,01/04/2021,33,0,11,219.34
1,147,2028,17/04/2021,33,0,8,159.52
4,258,1076,07/04/2021,8,0,10,458.9
5,277,1801,24/04/2021,8,0,9,413.01
7,218,2038,04/04/2021,8,0,7,321.23
6,93,1070,21/04/2021,42,0,6,1012.56
2,253,1463,02/04/2021,42,0,2,337.52
4,222,1655,27/04/2021,42,0,5,843.8
4,246,1788,01/04/2021,42,0,1,168.76
5,277,1801,24/04/2021,42,0,9,1518.84
6,93,1070,21/04/2021,52,0,4,261.96
1,290,1453,26/04/2021,52,0,6,392.93999999999994
7,249,1789,01/04/2021,52,0,5,327.45
3,71,2029,17/04/2021,52,0,4,261.96
1,18,1263,24/04/2021,58,0,2,259.98
4,248,1398,01/04/2021,58,0,8,1039.92
2,76,1435,08/04/2021,58,0,1,129.99
7,116,1982,23/04/2021,58,0,1,129.99
1,279,1248,16/04/2021,50,0,5,397.29999999999995
1,298,1261,30/04/2021,50,1,9,715.14
6,240,1422,16/04/2021,50,0,4,317.84
1,273,1428,30/04/2021,50,1,4,317.84
1,290,1453,26/04/2021,50,0,10,794.5999999999999
5,255,1916,04/04/2021,50,0,1,79.46
4,266,1157,10/04/2021,6,1,3,46.92
6,184,1300,11/04/2021,6,0,3,46.92
1,273,1428,30/04/2021,6,1,9,140.76
6,276,1491,16/04/2021,6,1,8,125.12
4,273,1082,15/04/2021,13,1,5,434.95
7,160,1288,30/04/2021,13,0,1,86.99
3,252,1354,01/04/2021,13,0,3,260.96999999999997
6,41,2015,20/04/2021,13,1,8,695.92
7,218,2038,04/04/2021,13,0,6,521.9399999999999
6,285,1396,23/04/2021,17,0,10,3569.9
7,260,1436,08/04/2021,17,0,3,1070.97
1,271,1454,26/04/2021,17,0,8,2855.92
3,124,1458,17/04/2021,17,0,1,356.99
7,62,1595,01/04/2021,17,1,3,1070.97
7,169,1894,20/04/2021,17,0,3,1070.97
4,188,1236,12/04/2021,26,1,5,2298.35
2,178,1461,22/04/2021,26,0,1,459.67
7,299,1507,30/04/2021,26,0,8,3677.36
3,87,1515,10/04/2021,26,1,5,2298.35
1,53,1728,25/04/2021,26,1,2,919.34
4,266,1157,10/04/2021,56,1,4,1805.08
6,70,1167,03/04/2021,56,0,3,1353.81
1,14,1758,30/04/2021,56,0,3,1353.81
3,189,1919,10/04/2021,56,1,8,3610.16
5,175,1920,10/04/2021,56,0,4,1805.08
2,263,1174,09/04/2021,27,1,3,892.5
2,76,1435,08/04/2021,27,0,5,1487.5
3,1,1895,20/04/2021,27,0,2,595.0
3,30,1896,20/04/2021,27,1,11,3272.5
5,255,1916,04/04/2021,27,0,6,1785.0
7,116,1982,23/04/2021,27,0,9,2677.5
1,297,2073,30/04/2021,27,0,2,595.0
7,225,1260,30/04/2021,12,0,5,1987.7
4,227,1301,11/04/2021,12,0,2,795.08
1,114,1397,01/04/2021,12,0,4,1590.16
2,253,1463,02/04/2021,12,0,8,3180.32
4,270,1481,14/04/2021,12,1,4,1590.16
7,299,1507,30/04/2021,12,0,2,795.08
4,261,1660,08/04/2021,12,0,9,3577.86
4,257,1769,08/04/2021,12,1,2,795.08
2,68,2084,23/04/2021,12,0,9,3577.86
2,292,1656,27/04/2021,18,0,9,5917.95
1,144,1781,28/04/2021,18,0,9,5917.95
5,282,2014,20/04/2021,18,1,5,3287.75
5,20,1063,15/04/2021,23,0,11,8905.16
6,276,1491,16/04/2021,23,1,6,4857.36
6,110,1394,13/05/2021,14,0,1,60.07
6,273,1523,19/05/2021,14,1,10,600.7
3,141,1526,03/05/2021,14,1,6,360.42
3,316,1588,14/05/2021,14,0,11,660.77
6,261,1696,23/05/2021,14,0,9,540.63
3,128,1918,19/05/2021,14,0,11,660.77
5,252,1226,04/05/2021,31,0,11,415.25
2,311,1358,13/05/2021,31,0,3,113.25
7,302,1371,04/05/2021,31,1,8,302.0
6,182,1391,13/05/2021,31,1,1,37.75
1,325,1575,16/05/2021,31,0,6,226.5
7,135,1632,18/05/2021,31,0,2,75.5
2,140,1859,19/05/2021,31,0,5,188.75
1,110,1903,29/05/2021,31,0,4,151.0
3,183,1928,14/05/2021,31,0,1,37.75
7,201,2071,04/05/2021,31,0,7,264.25
5,26,2104,30/05/2021,31,1,2,75.5
1,223,2136,03/05/2021,31,0,7,264.25
3,336,2174,25/05/2021,31,0,8,302.0
4,289,1496,08/05/2021,45,0,10,968.1999999999999
6,141,1547,07/05/2021,45,0,11,1065.02
6,308,1770,27/05/2021,45,0,3,290.46
6,153,1804,22/05/2021,45,1,7,677.74
5,250,1997,12/05/2021,45,0,9,871.3799999999999
4,193,2105,30/05/2021,45,0,5,484.09999999999997
4,98,1148,14/05/2021,29,1,2,86.58
7,317,1200,14/05/2021,29,0,11,476.19
3,26,1622,20/05/2021,29,0,7,303.03
5,314,1942,14/05/2021,29,1,6,259.74
5,315,1945,14/05/2021,29,0,6,259.74
5,26,2104,30/05/2021,29,1,5,216.45
7,323,1170,15/05/2021,35,1,9,187.83
1,258,1225,04/05/2021,35,1,11,229.57000000000002
2,312,1393,13/05/2021,35,0,10,208.70000000000002
1,325,1575,16/05/2021,35,0,6,125.22
3,26,1622,20/05/2021,35,0,5,104.35000000000001
4,330,1802,22/05/2021,35,0,2,41.74
6,153,1804,22/05/2021,35,1,7,146.09
6,301,1843,12/05/2021,35,0,5,104.35000000000001
1,321,1929,14/05/2021,35,0,3,62.61
5,143,1383,02/05/2021,57,0,11,172.59
3,23,1546,07/05/2021,57,0,5,78.45
1,325,1575,16/05/2021,57,0,8,125.52
